t,x,y,z
0.394869,-0.0129716,-0.0203778,-0.00988509
0.397322,-0.0176142,-0.0222972,0.00631979
0.399774,-0.0218899,-0.0242127,0.0220283
0.402227,-0.0195481,-0.0260589,0.0287854
0.40468,-0.0172063,-0.0278671,0.0355167
0.407132,-0.0148699,-0.0228375,0.0375782
0.409585,-0.0125336,-0.017808,0.0396398
0.412037,-0.00798949,-0.0195298,0.0438979
0.41449,-0.00334986,-0.0215438,0.0482512
0.416943,0.00546925,-0.0214995,0.052564
0.419395,0.0146942,-0.0212553,0.056873
0.421848,0.0098216,-0.0211211,0.0591457
0.4243,0.00273898,-0.0210041,0.0610991
0.426753,-0.00045504,-0.0228829,0.0573811
0.429206,-0.00278074,-0.0252073,0.0523966
0.431658,-0.00330555,-0.0275715,0.0545862
0.434111,-0.00329379,-0.0299474,0.0589133
0.436564,-0.00495317,-0.0340286,0.0531776
0.439016,-0.00725144,-0.0387616,0.0435948
0.441469,-0.011078,-0.0356243,0.0309654
0.443921,-0.0156358,-0.028722,0.0168784
0.446374,-0.0187065,-0.0262702,0.0101728
0.448827,-0.0209015,-0.0264388,0.00781358
0.451279,-0.0204188,-0.0225388,0.00681203
0.453732,-0.0180159,-0.0157211,0.00678408
0.456184,-0.0180902,-0.0101555,0.00428091
0.458637,-0.0203142,-0.00567639,-0.000370491
0.46109,-0.0214225,-0.00344559,-0.00500096
0.463542,-0.0213616,-0.00357039,-0.00960949
0.465995,-0.0202907,-0.00364793,-0.01522
0.468447,-0.0179412,-0.00366563,-0.0220987
0.4709,-0.014671,-0.0045669,-0.0243868
0.473353,-0.00998666,-0.00682536,-0.0196231
0.475805,-0.00773895,-0.0106552,-0.014077
0.478258,-0.0100706,-0.0174383,-0.00706026
0.48071,-0.0110138,-0.0221094,-0.00145735
0.483163,-0.00872113,-0.0218592,0.000851109
0.485616,-0.00701387,-0.0204301,0.00373973
0.488068,-0.0070325,-0.0155251,0.00833895
0.490521,-0.00705148,-0.0111088,0.0124509
0.492973,-0.00707174,-0.00857373,0.0146876
0.495426,-0.00636269,-0.00789326,0.0176574
0.497879,-0.00180266,-0.0170056,0.024498
0.500331,0.00197558,-0.0261158,0.0310718
0.502784,-0.000431299,-0.0352099,0.035535
0.505236,-0.00238057,-0.0432449,0.039543
0.507689,0.0022314,-0.0360949,0.0370254
0.510142,0.0066325,-0.0290739,0.0345926
0.512594,-0.000353908,-0.0290198,0.0367398
0.515047,-0.00734032,-0.0289656,0.0388871
0.517499,-0.00975822,-0.026708,0.0365203
0.519952,-0.0120405,-0.0243849,0.0340194
0.522405,-0.0100231,-0.0221335,0.0379664
0.524857,-0.00765288,-0.0198879,0.0424426
0.52731,-0.0113992,-0.0177092,0.0387582
0.529762,-0.0160023,-0.0155399,0.0339307
0.532215,-0.0205478,-0.0172135,0.029145
0.534668,-0.0250814,-0.0196736,0.0243678
0.53712,-0.0187148,-0.0184832,0.0214396
0.539573,-0.00932899,-0.0162818,0.0190235
0.542025,-0.00855794,-0.0174577,0.0166201
0.544478,-0.0108757,-0.0198446,0.0142213
0.546931,-0.00840533,-0.0190388,0.00864463
0.549383,-0.00377443,-0.0167923,0.00163399
0.551836,-0.00660937,-0.0145259,-0.00384844
0.554289,-0.0136066,-0.0122483,-0.00847887
0.556741,-0.0136725,-0.00716927,-0.0103291
0.559194,-0.00902105,-0.000183736,-0.0102872
0.561646,-0.00439414,0.000455964,-0.0115182
0.564099,0.000212533,-0.00413816,-0.0137992
0.566552,0.00132847,-0.00754731,-0.0102625
0.569004,-0.00103241,-0.00977622,-0.000931256
0.571457,-0.00129096,-0.00882907,0.00730733
0.573909,0.000979011,-0.00406199,0.0142318
0.576362,0.000400196,-0.00401918,0.020186
0.578815,-0.00432988,-0.0108606,0.0247266
0.581267,-0.00737438,-0.0151829,0.0259153
0.58372,-0.00742167,-0.0150256,0.0211442
0.586172,-0.00746146,-0.0156111,0.020016
0.588625,-0.00748482,-0.0178275,0.0268859
0.591078,-0.00689273,-0.0194312,0.0318907
0.59353,-0.00460168,-0.0193437,0.0317468
0.595983,-0.0023144,-0.0197739,0.031604
0.598435,-4.05273e-05,-0.0220515,0.0314657
0.600888,0.00183546,-0.0243307,0.0309298
0.603341,0.00179452,-0.0266175,0.0284788
0.605793,0.000887801,-0.028043,0.026321
0.608246,-0.00608673,-0.0234319,0.026218
0.610698,-0.0125128,-0.0186449,0.0261155
0.613151,-0.0124425,-0.0117738,0.0260186
0.615604,-0.012373,-0.00519071,0.0257071
0.618056,-0.0123302,-0.00765856,0.0186503
0.620509,-0.0122875,-0.0101264,0.0115936
0.622961,-0.00767977,-0.0103142,0.00459639
0.625414,-0.00299699,-0.0104645,-0.0023998
0.627867,-0.00919274,-0.012716,0.00152291
0.630319,-0.0161224,-0.0151092,0.00618222
0.632772,-0.0168545,-0.00920858,0.00667253
0.635224,-0.016819,-0.00228061,0.00664644
0.637677,-0.0168037,-0.00710764,0.00466229
0.64013,-0.0167923,-0.0141277,0.00231283
0.642582,-0.0130913,-0.0155479,0.00366955
0.645035,-0.00844333,-0.0155308,0.00597755
0.647487,-0.00729596,-0.0154907,0.0065334
0.64994,-0.00732333,-0.015443,0.00650125
0.652393,-0.00574139,-0.0153621,0.00646518
0.654845,-0.00347538,-0.0152672,0.00642744
0.657298,-0.00424181,-0.0166897,0.00487317
0.65975,-0.00660757,-0.0189125,0.00251905
0.662203,-0.00614119,-0.019728,0.00440652
0.664656,-0.00384642,-0.019635,0.00903229
0.667108,-0.00286372,-0.0182293,0.016237
0.669561,-0.00290915,-0.0157949,0.0254624
0.672013,-0.00415886,-0.0157669,0.02869
0.674466,-0.00654885,-0.0180175,0.0262385
0.676919,-0.00782359,-0.020271,0.0259647
0.679371,-0.00782359,-0.0225279,0.02818
0.681824,-0.00880754,-0.0238141,0.0284401
0.684277,-0.0111524,-0.0237577,0.0259961
0.686729,-0.0117415,-0.0219801,0.0235623
0.689182,-0.00937429,-0.0173043,0.0211457
0.691634,-0.00626775,-0.017192,0.0202464
0.694087,-0.00162981,-0.0265322,0.0224896
0.69654,0.000419907,-0.0326189,0.0227897
0.698992,-0.00423324,-0.0302799,0.0180577
0.701445,-0.00673399,-0.0268641,0.0133339
0.703897,-0.00209174,-0.0198744,0.00863736
0.70635,0.000840086,-0.0146129,0.00480541
0.708803,-0.00378638,-0.0169883,0.00479423
0.711255,-0.00809565,-0.0190389,0.00446309
0.713708,-0.0104155,-0.0190524,0.00212527
0.71616,-0.0127335,-0.0190657,0.000419051
0.718613,-0.0150327,-0.0190763,0.00505973
0.721066,-0.0172312,-0.0189838,0.00929498
0.723518,-0.0172166,-0.0166242,0.00461283
0.725971,-0.0172021,-0.0142647,-6.93117e-05
0.728423,-0.0148538,-0.0165533,0.0022247
0.730876,-0.0124972,-0.0188584,0.00454341
0.733329,-0.0101819,-0.0167378,0.00684133
0.735781,-0.00786877,-0.0143815,0.00913814
0.738234,-0.00975862,-0.0161817,0.00513477
0.740686,-0.0121028,-0.0184313,0.000450296
0.743139,-0.0144543,-0.0186852,0.00174973
0.745592,-0.0168069,-0.0186019,0.00406052
0.748044,-0.00978659,-0.0166417,0.00822882
0.750497,-0.000544834,-0.0142366,0.0128374
0.752949,0.00161175,-0.0153791,0.0138884
0.755402,0.00154792,-0.0176335,0.0138246
0.757855,0.00148547,-0.0165762,0.0187337
0.760307,0.00142357,-0.0141947,0.0256311
0.76276,0.00136108,-0.0118452,0.0293949
0.765212,0.0012983,-0.00951155,0.0315966
0.767665,-0.00164219,-0.010068,0.028031
0.770118,-0.0063439,-0.0123933,0.0209356
0.77257,-0.00834958,-0.0120636,0.0178664
0.775023,-0.00834882,-0.00975795,0.0177938
0.777475,-0.00836134,-0.00991748,0.0201623
0.779928,-0.0083858,-0.0122957,0.0247279
0.782381,-0.0106331,-0.0179986,0.0248282
0.784833,-0.0152954,-0.0273133,0.0200771
0.787286,-0.01993,-0.0295753,0.0173498
0.789738,-0.0245283,-0.0225745,0.0172803
0.792191,-0.0246342,-0.0173845,0.0145312
0.794644,-0.0175718,-0.0150842,0.00750612
0.797096,-0.0128823,-0.0135902,0.00128644
0.799549,-0.0128351,-0.0136736,-0.0033575
0.802002,-0.0121275,-0.0117236,-0.00731668
0.804454,-0.00981279,-0.0048247,-0.0096093
