t,x,y,z
0.449414,0.0214502,0.252686,9.80435
0.450666,0.0247064,0.255065,9.80298
0.451917,0.0294654,0.257445,9.8006
0.453169,0.0360736,0.256126,9.80007
0.454421,0.0432121,0.253747,9.80007
0.455673,0.0430715,0.251367,9.79643
0.456925,0.040692,0.248988,9.79167
0.458177,0.0401029,0.248398,9.7887
0.459429,0.0401029,0.248398,9.78632
0.46068,0.0401029,0.250159,9.78218
0.461932,0.0401029,0.252539,9.77742
0.463184,0.0418344,0.249724,9.77959
0.464436,0.0442139,0.244965,9.78435
0.465688,0.0431891,0.247014,9.79421
0.46694,0.0408096,0.251773,9.80611
0.468192,0.0367574,0.251514,9.80964
0.469443,0.0319984,0.249135,9.80964
0.470695,0.0305261,0.251685,9.808
0.471947,0.0305261,0.256444,9.80562
0.473199,0.0305261,0.256361,9.80485
0.474451,0.0305261,0.253982,9.80485
0.475703,0.0321104,0.25794,9.79852
0.476954,0.0344898,0.265078,9.789
0.478206,0.0337597,0.262888,9.78881
0.479458,0.0313804,0.25575,9.79357
0.48071,0.0320511,0.257762,9.79223
0.481962,0.0344304,0.2649,9.78747
0.483214,0.0323242,0.272038,9.79019
0.484466,0.0275658,0.279175,9.79732
0.485717,0.0272028,0.281917,9.80007
0.486969,0.0295819,0.281917,9.80007
0.488221,0.0276564,0.281917,9.79289
0.489473,0.0228983,0.281917,9.781
0.490725,0.0223537,0.2763,9.78315
0.491977,0.0247326,0.266784,9.79504
0.493229,0.0312329,0.264137,9.79732
0.49448,0.0407483,0.266516,9.79256
0.495732,0.0395189,0.264866,9.79049
0.496984,0.0300037,0.260108,9.79049
0.498236,0.0244254,0.256663,9.78786
0.499488,0.0220465,0.254284,9.78311
0.50074,0.0222308,0.250624,9.78091
0.501991,0.0246096,0.245866,9.78091
0.503243,0.0269884,0.24361,9.77966
0.504495,0.0293672,0.24361,9.77728
0.505747,0.0280858,0.248491,9.77612
0.506999,0.0233276,0.258007,9.77612
0.508251,0.0209493,0.256814,9.77612
0.509503,0.0209493,0.244917,9.77612
0.510754,0.0221095,0.234181,9.7796
0.512006,0.0244888,0.224663,9.78674
0.513258,0.0246072,0.22532,9.79162
0.51451,0.0222279,0.237217,9.794
0.515762,0.0209493,0.244711,9.79418
0.517014,0.0209493,0.24709,9.7918
0.518265,0.0209493,0.248398,9.79049
0.519517,0.0209493,0.248398,9.79049
0.520769,0.0209493,0.245276,9.79049
0.522021,0.0209493,0.238138,9.79049
0.523273,0.0199384,0.233022,9.79352
0.524525,0.0175592,0.230643,9.80066
0.525777,0.0171416,0.231206,9.8078
0.527028,0.0195207,0.235964,9.81493
0.52828,0.0218997,0.236921,9.81637
0.529532,0.0242787,0.232163,9.80923
0.530784,0.0238978,0.230165,9.80485
0.532036,0.0191401,0.232544,9.80485
0.533288,0.0179392,0.232255,9.80841
0.53454,0.0226968,0.227497,9.81793
0.535791,0.0223046,0.223598,9.81886
0.537043,0.0127899,0.221219,9.80459
0.538295,0.00906556,0.220495,9.7961
0.539547,0.0162013,0.222874,9.79848
0.540799,0.0201534,0.221273,9.80245
0.542051,0.0177749,0.211759,9.80959
0.543302,0.0169254,0.204538,9.8129
0.544554,0.0193039,0.20216,9.80815
0.545806,0.019483,0.201981,9.80559
0.547058,0.0147259,0.206738,9.80797
0.54831,0.00996848,0.210091,9.80824
0.549562,0.00520997,0.210091,9.80348
0.550814,0.00246775,0.209419,9.79872
0.552065,0.004847,0.20704,9.79396
0.553317,0.00722627,0.207229,9.79049
0.554569,0.00960557,0.214367,9.79049
0.555821,0.0132098,0.219056,9.78988
0.557073,0.0203482,0.216676,9.7875
0.558325,0.0239888,0.213131,9.78687
0.559577,0.0168504,0.205992,9.79163
0.560828,0.0130328,0.199961,9.79472
0.56208,0.0201712,0.197581,9.79234
0.563332,0.0241658,0.196774,9.79101
0.564584,0.0170275,0.201533,9.79339
0.565836,0.0113725,0.204314,9.79478
0.567088,0.0113725,0.199555,9.7924
0.568339,0.0118374,0.196656,9.79049
0.569591,0.0142169,0.201415,9.79049
0.570843,0.01529,0.205738,9.78962
0.572095,0.0105311,0.208118,9.78486
0.573347,0.00820785,0.210903,9.77969
0.574599,0.0177257,0.215662,9.77256
0.575851,0.0253612,0.218915,9.76692
0.577102,0.0229818,0.214156,9.7693
0.578354,0.0216432,0.209744,9.77238
0.579606,0.0264021,0.207365,9.77951
0.580858,0.0298912,0.206255,9.78538
0.58211,0.0251323,0.213393,9.783
0.583362,0.0209493,0.219092,9.78005
0.584613,0.0209493,0.214333,9.77291
0.585865,0.0217246,0.21035,9.76629
0.587117,0.0288629,0.212729,9.76391
0.588369,0.0350855,0.214651,9.76267
0.589621,0.0327061,0.212271,9.77219
0.590873,0.0305261,0.210091,9.78071
0.592125,0.0305261,0.210091,9.77833
0.593376,0.030696,0.210601,9.77646
0.594628,0.0330754,0.217739,9.78122
0.59588,0.0350338,0.225018,9.78612
0.597132,0.0302751,0.234535,9.79326
0.598384,0.0257377,0.243278,9.79996
0.599636,0.0257377,0.23614,9.79758
0.600888,0.0257377,0.229245,9.79544
0.602139,0.0257377,0.229245,9.8002
0.603391,0.0258899,0.229448,9.8048
0.604643,0.0330274,0.238964,9.80242
0.605895,0.0401029,0.24844,9.8
0.607147,0.0401029,0.253198,9.79287
0.608399,0.0401029,0.257956,9.78573
0.60965,0.0401029,0.257975,9.7857
0.610902,0.0401029,0.257975,9.7857
0.612154,0.0330853,0.260314,9.77634
0.613406,0.0259483,0.262693,9.76683
0.614658,0.0303552,0.271999,9.77809
0.61591,0.0351131,0.281514,9.78999
0.617162,0.0330363,0.268248,9.79732
0.618413,0.0306573,0.253974,9.80446
0.619665,0.0327737,0.253187,9.80261
0.620917,0.0351526,0.253187,9.80023
0.622169,0.0286633,0.257621,9.79785
0.623421,0.0215266,0.262379,9.79547
0.624673,0.0253225,0.273697,9.79746
0.625924,0.0300806,0.285592,9.79984
0.627176,0.0262129,0.286706,9.80438
0.628428,0.0214542,0.286706,9.80914
0.62968,0.0188221,0.282451,9.81177
0.630932,0.0164425,0.277692,9.81415
0.632184,0.024553,0.275031,9.80604
0.633436,0.0340716,0.272651,9.79652
0.634687,0.0332455,0.27234,9.79321
0.635939,0.0308659,0.27234,9.79083
0.637191,0.0366455,0.27846,9.79049
0.638443,0.0437845,0.285599,9.79049
0.639695,0.0408698,0.286706,9.79049
0.640947,0.0361105,0.286706,9.79049
0.642199,0.0392776,0.282743,9.79842
0.64345,0.0440368,0.277983,9.80793
0.644702,0.0448913,0.277129,9.81355
0.645954,0.0448913,0.277129,9.81831
0.647206,0.0429683,0.277129,9.81537
0.648458,0.0405888,0.277129,9.81061
0.64971,0.0363158,0.273342,9.80964
0.650961,0.0315569,0.268583,9.80964
