time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000771,-0.0123,-0.0004,0.0210,0.024
0.002487,-0.0174,-0.0051,0.0113,0.021
0.006773,-0.0083,-0.0145,0.0017,0.017
0.013319,0.0058,-0.0002,-0.0268,0.027
0.017465,0.0058,-0.0144,-0.0171,0.023
0.021768,0.0011,-0.0048,-0.0074,0.009
0.027794,-0.0083,-0.0096,0.0069,0.014
0.032003,-0.0132,-0.0095,0.0068,0.018
0.038490,-0.0085,-0.0046,-0.0075,0.012
0.042602,0.0009,-0.0093,-0.0074,0.012
0.047403,0.0009,0.0002,0.0021,0.002
0.052672,-0.0086,-0.0046,0.0069,0.012
0.058149,-0.0038,-0.0046,0.0163,0.017
0.062375,0.0104,0.0002,0.0114,0.015
0.067291,-0.0088,0.0001,-0.0029,0.009
0.076394,0.0007,0.0048,0.0019,0.005
0.076696,0.0005,-0.0143,0.0066,0.016
0.085701,-0.0090,-0.0048,0.0160,0.019
0.086648,-0.0090,0.0047,0.0017,0.010
0.094765,-0.0137,-0.0049,0.0016,0.015
0.097602,-0.0137,-0.0145,0.0064,0.021
0.101844,0.0006,-0.0144,0.0016,0.014
0.106845,-0.0042,-0.0096,-0.0127,0.016
0.111807,-0.0090,-0.0047,-0.0078,0.013
0.117767,-0.0042,-0.0048,0.0065,0.009
0.122143,0.0006,-0.0049,0.0064,0.008
0.127718,0.0101,-0.0097,0.0016,0.014
0.132739,-0.0138,-0.0049,-0.0031,0.015
0.139506,-0.0138,0.0045,0.0064,0.016
0.143321,-0.0089,-0.0146,-0.0079,0.019
0.147941,0.0006,-0.0051,0.0017,0.005
0.153374,0.0005,-0.0146,0.0064,0.016
0.159245,0.0051,0.0045,0.0016,0.007
0.162461,-0.0044,0.0091,0.0063,0.012
0.168378,0.0051,-0.0100,-0.0032,0.012
0.176108,0.0050,0.0042,-0.0079,0.010
0.178122,0.0002,-0.0054,-0.0174,0.018
0.182969,-0.0094,-0.0054,-0.0077,0.013
0.187859,-0.0188,-0.0101,0.0018,0.021
0.193985,-0.0044,-0.0006,-0.0029,0.005
0.198139,-0.0139,-0.0054,-0.0077,0.017
0.203540,-0.0186,-0.0054,-0.0123,0.023
0.209626,-0.0042,-0.0102,0.0068,0.013
0.214101,-0.0090,-0.0053,-0.0028,0.011
0.218438,-0.0042,-0.0006,-0.0028,0.005
0.224233,0.0005,-0.0101,0.0068,0.012
0.228663,0.0005,-0.0101,-0.0028,0.010
0.233071,-0.0044,0.0041,-0.0075,0.010
0.240697,-0.0092,-0.0055,0.0068,0.013
0.245349,-0.0092,-0.0102,-0.0028,0.014
0.248779,-0.0044,-0.0149,0.0068,0.017
0.255512,0.0004,-0.0149,0.0067,0.016
0.258939,0.0004,-0.0101,0.0019,0.010
0.264262,0.0003,-0.0100,0.0161,0.019
0.268682,0.0050,-0.0242,0.0065,0.026
0.280513,0.0002,-0.0098,0.0017,0.010
0.281109,-0.0046,-0.0051,-0.0031,0.008
0.283755,-0.0093,-0.0147,-0.0030,0.018
0.289041,-0.0188,-0.0051,-0.0173,0.026
0.292917,-0.0044,-0.0051,-0.0171,0.018
0.298843,-0.0139,-0.0146,-0.0027,0.020
0.303922,-0.0043,-0.0003,-0.0027,0.005
0.308568,-0.0090,-0.0051,-0.0027,0.011
0.313720,-0.0138,-0.0100,-0.0027,0.017
0.318584,-0.0041,-0.0005,-0.0074,0.008
0.323377,0.0006,-0.0148,0.0117,0.019
0.328829,-0.0090,-0.0052,-0.0027,0.011
0.333400,-0.0137,0.0090,0.0021,0.016
0.338868,-0.0183,-0.0006,0.0021,0.018
0.343717,0.0007,-0.0007,-0.0027,0.003
0.348473,-0.0041,0.0040,0.0021,0.006
0.353709,-0.0088,-0.0103,-0.0027,0.014
0.359243,-0.0088,0.0039,0.0021,0.010
0.363964,-0.0182,-0.0009,0.0068,0.019
0.369287,-0.0181,-0.0010,-0.0027,0.018
0.377210,-0.0086,-0.0010,0.0020,0.009
0.379664,-0.0085,-0.0012,0.0115,0.014
0.383550,-0.0133,-0.0012,-0.0028,0.014
0.388439,-0.0085,-0.0108,-0.0028,0.014
0.393893,-0.0133,-0.0013,0.0020,0.013
0.398682,0.0011,-0.0014,-0.0028,0.003
0.404121,-0.0037,-0.0061,-0.0028,0.008
0.409988,-0.0085,-0.0109,0.0068,0.015
0.415550,-0.0180,-0.0061,0.0067,0.020
0.418745,-0.0179,-0.0061,0.0067,0.020
0.425236,-0.0083,-0.0014,0.0113,0.014
0.430669,-0.0036,-0.0109,-0.0030,0.012
0.436321,-0.0036,-0.0061,0.0113,0.013
0.441003,-0.0036,-0.0014,-0.0031,0.005
0.445923,-0.0084,-0.0062,0.0065,0.012
0.448826,-0.0083,-0.0062,-0.0031,0.011
0.454635,-0.0130,-0.0110,0.0064,0.018
0.459919,-0.0081,-0.0015,0.0111,0.014
0.464801,-0.0081,-0.0110,-0.0080,0.016
0.470616,-0.0081,-0.0251,-0.0126,0.029
0.479324,-0.0081,-0.0155,0.0065,0.019
0.479922,-0.0080,-0.0155,-0.0078,0.019
0.492613,-0.0127,-0.0059,-0.0078,0.016
0.493143,-0.0126,-0.0059,0.0018,0.014
0.493373,-0.0125,-0.0012,0.0018,0.013
0.499264,-0.0125,-0.0059,-0.0030,0.014
0.505311,-0.0030,-0.0107,0.0018,0.011
0.509462,-0.0030,-0.0059,0.0018,0.007
0.514402,-0.0078,-0.0012,0.0018,0.008
0.519824,-0.0031,-0.0107,0.0017,0.011
0.525067,-0.0078,-0.0154,-0.0030,0.018
0.529590,-0.0173,-0.0105,-0.0077,0.022
0.534461,-0.0029,-0.0057,-0.0029,0.007
0.539299,-0.0029,0.0038,-0.0077,0.009
0.544080,-0.0123,-0.0058,-0.0028,0.014
0.550165,-0.0123,-0.0106,-0.0028,0.016
0.555070,0.0066,-0.0058,-0.0028,0.009
0.562338,0.0112,-0.0105,0.0115,0.019
0.564437,-0.0079,-0.0152,0.0114,0.021
0.570285,-0.0031,-0.0199,0.0160,0.026
0.574928,-0.0031,-0.0056,0.0017,0.007
0.580350,0.0016,-0.0105,-0.0031,0.011
0.589279,0.0015,-0.0058,0.0017,0.006
0.589886,-0.0081,-0.0105,-0.0031,0.014
0.617595,0.0062,-0.0058,0.0017,0.009
0.618457,-0.0082,-0.0057,-0.0031,0.010
0.618782,-0.0034,-0.0104,-0.0078,0.013
0.619052,-0.0082,-0.0104,-0.0030,0.014
0.619265,-0.0129,-0.0198,-0.0030,0.024
0.619495,0.0014,-0.0054,-0.0029,0.006
0.625913,0.0013,-0.0197,0.0018,0.020
0.630577,-0.0036,-0.0149,0.0018,0.015
0.635912,-0.0037,-0.0195,-0.0029,0.020
0.640072,-0.0037,-0.0051,0.0066,0.009
0.644348,0.0011,-0.0051,0.0018,0.006
0.649699,-0.0085,-0.0146,-0.0077,0.019
0.656282,0.0011,-0.0051,-0.0077,0.009
0.660530,0.0106,-0.0003,0.0114,0.016
0.666560,0.0009,0.0091,0.0113,0.015
0.671153,-0.0087,-0.0053,0.0112,0.015
0.677994,-0.0039,-0.0053,0.0016,0.007
0.680100,-0.0039,-0.0102,-0.0031,0.011
0.699798,-0.0086,-0.0101,-0.0126,0.018
0.700586,-0.0038,-0.0006,0.0065,0.008
0.700853,-0.0038,-0.0007,0.0064,0.008
0.701113,-0.0038,-0.0103,-0.0079,0.013
0.707713,-0.0038,-0.0055,0.0017,0.007
0.712789,-0.0134,-0.0007,0.0064,0.015
0.716622,-0.0086,-0.0103,0.0064,0.015
0.721826,-0.0039,-0.0055,-0.0032,0.007
0.726278,-0.0086,-0.0054,0.0064,0.012
0.730600,-0.0038,0.0040,-0.0079,0.010
0.736468,-0.0038,-0.0055,-0.0031,0.007
0.740922,-0.0227,-0.0103,-0.0031,0.025
0.745414,-0.0131,-0.0007,0.0064,0.015
0.751954,-0.0130,-0.0150,0.0016,0.020
0.756807,-0.0082,-0.0101,-0.0126,0.018
0.763057,-0.0034,-0.0054,-0.0173,0.018
0.765716,-0.0083,-0.0054,0.0019,0.010
0.771256,-0.0083,-0.0007,0.0066,0.011
0.775526,0.0012,-0.0007,0.0018,0.002
0.781555,0.0012,-0.0007,-0.0030,0.003
0.789626,-0.0036,-0.0055,-0.0029,0.007
0.791958,-0.0084,-0.0007,-0.0124,0.015
0.803458,-0.0131,-0.0103,-0.0028,0.017
0.803987,-0.0130,-0.0103,-0.0075,0.018
0.805687,-0.0034,-0.0056,0.0163,0.018
0.810739,0.0013,-0.0103,0.0019,0.011
0.817964,0.0013,-0.0009,-0.0029,0.003
0.822182,-0.0082,-0.0152,0.0019,0.017
0.826681,-0.0034,-0.0056,-0.0029,0.007
0.833246,0.0013,-0.0010,0.0019,0.002
0.837353,-0.0083,-0.0010,-0.0029,0.009
0.841111,-0.0083,-0.0011,-0.0076,0.011
0.845448,0.0013,-0.0106,-0.0028,0.011
0.850844,-0.0131,-0.0010,-0.0028,0.013
0.856305,-0.0082,-0.0105,-0.0075,0.015
0.861382,-0.0129,-0.0152,0.0021,0.020
0.866132,0.0014,-0.0104,0.0068,0.012
0.871025,0.0013,-0.0103,-0.0075,0.013
0.877466,-0.0083,-0.0104,-0.0074,0.015
0.882409,-0.0130,-0.0009,-0.0074,0.015
0.891028,-0.0130,-0.0057,0.0022,0.014
0.891747,-0.0129,-0.0057,0.0022,0.014
0.915860,-0.0128,-0.0056,0.0022,0.014
0.916539,-0.0032,-0.0056,-0.0121,0.014
0.916870,-0.0033,-0.0104,0.0070,0.013
0.917113,0.0014,0.0039,0.0022,0.005
0.917389,-0.0034,-0.0010,-0.0026,0.004
0.920942,-0.0035,0.0037,-0.0168,0.018
0.925957,-0.0035,-0.0011,-0.0024,0.004
0.931875,0.0012,-0.0107,-0.0071,0.013
0.937203,-0.0036,0.0036,-0.0118,0.013
0.941787,-0.0036,0.0035,0.0073,0.009
0.946491,-0.0084,0.0034,0.0025,0.009
0.950657,0.0058,-0.0061,0.0024,0.009
0.956074,0.0057,-0.0156,-0.0023,0.017
0.961990,-0.0039,-0.0108,-0.0071,0.013
0.966605,-0.0086,-0.0107,0.0072,0.016
0.973270,-0.0087,-0.0060,0.0072,0.013
0.977592,-0.0039,-0.0107,0.0024,0.012
0.984820,0.0008,-0.0107,0.0071,0.013
0.988068,-0.0087,-0.0060,-0.0024,0.011
0.992114,0.0007,-0.0107,0.0118,0.016
0.999274,-0.0041,-0.0106,0.0165,0.020
1.003930,-0.0089,-0.0011,0.0116,0.015
1.019105,0.0102,-0.0059,-0.0123,0.017
1.019744,0.0006,-0.0059,0.0021,0.006
1.020042,-0.0089,-0.0106,-0.0027,0.014
1.022123,-0.0089,-0.0058,-0.0121,0.016
1.028146,0.0053,-0.0058,0.0117,0.014
1.031125,0.0004,-0.0106,0.0116,0.016
1.037187,0.0051,-0.0010,-0.0075,0.009
1.042111,-0.0044,-0.0106,-0.0074,0.014
1.046744,0.0003,-0.0058,-0.0121,0.013
1.051760,0.0050,-0.0011,-0.0025,0.006
1.056406,-0.0093,-0.0154,-0.0072,0.019
1.062960,0.0002,-0.0153,-0.0024,0.016
1.066748,0.0049,-0.0010,-0.0024,0.006
1.072405,0.0049,-0.0105,-0.0071,0.014
1.077904,-0.0000,-0.0153,0.0072,0.017
1.084813,-0.0001,-0.0057,0.0024,0.006
1.088381,-0.0144,-0.0151,-0.0072,0.022
1.092732,-0.0096,-0.0056,0.0024,0.011
1.099942,-0.0142,-0.0151,0.0024,0.021
1.102062,-0.0142,-0.0150,0.0119,0.024
1.118763,-0.0047,-0.0054,0.0023,0.007
1.119463,-0.0094,-0.0053,0.0117,0.016
1.119734,0.0050,-0.0005,-0.0073,0.009
1.123064,-0.0094,-0.0053,-0.0025,0.011
1.126998,-0.0046,-0.0101,-0.0025,0.011
1.132151,0.0002,0.0042,0.0023,0.005
1.137186,0.0001,-0.0101,-0.0025,0.010
1.143029,0.0001,-0.0005,0.0023,0.002
1.147677,0.0047,0.0041,-0.0025,0.007
1.151789,-0.0001,-0.0149,-0.0025,0.015
1.157529,-0.0049,-0.0148,0.0023,0.016
1.162047,-0.0049,-0.0195,-0.0025,0.020
1.167276,-0.0049,-0.0003,-0.0072,0.009
1.172972,-0.0096,0.0044,0.0023,0.011
1.177247,-0.0144,-0.0051,0.0023,0.015
1.183762,-0.0048,-0.0004,-0.0072,0.009
1.187648,-0.0000,-0.0004,0.0071,0.007
1.192837,-0.0048,-0.0052,-0.0024,0.008
1.202183,-0.0049,-0.0147,0.0023,0.016
1.202953,-0.0096,-0.0099,0.0023,0.014
1.215167,-0.0095,-0.0051,0.0023,0.011
1.215626,-0.0143,0.0044,-0.0072,0.017
1.217935,0.0048,0.0043,-0.0072,0.010
1.222326,-0.0048,-0.0053,-0.0023,0.008
1.227781,-0.0142,-0.0101,-0.0023,0.018
1.233913,-0.0094,-0.0100,0.0119,0.018
1.240853,-0.0142,-0.0053,0.0118,0.019
1.244518,-0.0047,-0.0148,0.0070,0.017
1.248261,0.0048,-0.0005,0.0164,0.017
1.252380,-0.0095,-0.0005,0.0115,0.015
1.257973,0.0001,0.0042,-0.0075,0.009
1.263084,-0.0047,-0.0101,-0.0075,0.013
1.269067,-0.0047,-0.0053,0.0068,0.010
1.273613,-0.0000,-0.0053,0.0020,0.006
1.278957,-0.0048,0.0042,0.0020,0.007
1.289343,-0.0095,0.0090,-0.0123,0.018
1.289987,0.0000,-0.0006,0.0021,0.002
1.293085,0.0047,-0.0149,-0.0027,0.016
1.311799,-0.0191,-0.0053,-0.0074,0.021
1.312481,-0.0191,-0.0101,-0.0168,0.027
1.312700,0.0047,-0.0053,-0.0072,0.010
1.312895,-0.0001,-0.0006,-0.0071,0.007
1.318306,-0.0001,-0.0006,0.0119,0.012
1.322546,-0.0096,-0.0007,0.0071,0.012
1.328345,-0.0143,-0.0150,0.0070,0.022
1.333848,-0.0142,-0.0007,-0.0073,0.016
1.338033,-0.0046,-0.0149,0.0118,0.020
1.343324,-0.0092,-0.0148,0.0069,0.019
1.349499,-0.0045,-0.0053,0.0069,0.010
1.353393,0.0002,-0.0101,0.0021,0.010
1.358686,0.0049,0.0042,0.0068,0.009
1.362869,0.0000,-0.0006,0.0115,0.011
1.369304,-0.0048,-0.0149,0.0066,0.017
1.374612,-0.0048,-0.0101,0.0018,0.011
1.379210,0.0048,-0.0005,0.0066,0.008
1.386390,-0.0096,-0.0148,0.0113,0.021
1.389607,0.0047,-0.0148,0.0159,0.022
1.393825,-0.0097,-0.0005,0.0063,0.012
1.403775,-0.0097,-0.0100,-0.0080,0.016
1.404603,0.0046,-0.0052,0.0016,0.007
1.409135,-0.0050,0.0042,0.0015,0.007
1.414299,-0.0049,-0.0053,0.0015,0.007
1.428981,-0.0050,-0.0053,0.0015,0.007
1.429818,-0.0002,-0.0054,0.0063,0.008
1.430256,-0.0145,-0.0055,-0.0033,0.016
1.434482,-0.0144,-0.0007,-0.0033,0.015
1.441320,-0.0095,0.0040,-0.0080,0.013
1.443864,-0.0047,-0.0008,0.0016,0.005
1.449948,-0.0046,0.0039,-0.0032,0.007
1.453087,-0.0094,-0.0153,-0.0032,0.018
1.460124,0.0001,-0.0057,-0.0079,0.010
1.464505,0.0001,-0.0010,-0.0031,0.003
1.470490,-0.0094,-0.0009,-0.0030,0.010
1.474451,-0.0046,-0.0009,0.0065,0.008
1.480839,0.0049,-0.0009,0.0112,0.012
1.490677,0.0096,-0.0153,0.0111,0.021
1.494752,0.0047,-0.0152,0.0157,0.022
1.495077,0.0046,-0.0008,-0.0081,0.009
1.502902,-0.0050,-0.0151,-0.0081,0.018
1.503925,-0.0145,-0.0103,0.0063,0.019
1.508437,-0.0145,-0.0008,-0.0033,0.015
1.514606,-0.0144,-0.0104,0.0015,0.018
1.519261,0.0047,-0.0009,-0.0033,0.006
1.524707,-0.0001,-0.0057,-0.0080,0.010
1.530843,-0.0097,-0.0057,-0.0032,0.012
1.534541,-0.0144,-0.0153,0.0063,0.022
1.541646,-0.0143,-0.0105,0.0063,0.019
1.545046,-0.0048,-0.0104,0.0015,0.012
1.551574,-0.0047,-0.0105,0.0062,0.013
1.555289,-0.0284,-0.0057,0.0062,0.030
1.559000,-0.0187,-0.0056,0.0014,0.020
1.565272,-0.0044,-0.0151,0.0061,0.017
1.569675,-0.0092,-0.0055,-0.0082,0.013
1.573837,0.0146,-0.0151,-0.0081,0.022
1.581110,-0.0141,-0.0055,0.0015,0.015
1.592469,-0.0140,-0.0007,0.0014,0.014
1.593374,0.0003,-0.0102,0.0014,0.010
1.593766,0.0003,-0.0054,0.0062,0.008
1.600408,0.0050,-0.0102,-0.0081,0.014
1.604736,-0.0046,-0.0006,0.0014,0.005
1.613164,0.0001,-0.0055,0.0062,0.008
1.613989,0.0049,0.0040,-0.0034,0.007
1.619898,-0.0095,0.0039,0.0109,0.015
1.625790,-0.0047,-0.0009,-0.0034,0.006
1.630502,0.0048,-0.0104,-0.0034,0.012
1.635664,-0.0096,-0.0151,-0.0034,0.018
1.641905,-0.0001,-0.0102,0.0014,0.010
1.645075,0.0046,-0.0054,0.0109,0.013
1.649314,-0.0097,-0.0054,0.0060,0.013
1.654998,-0.0003,-0.0055,-0.0082,0.010
1.660789,-0.0099,-0.0055,-0.0034,0.012
1.664763,-0.0052,-0.0151,0.0014,0.016
1.670040,-0.0100,-0.0103,0.0061,0.016
1.674856,-0.0099,-0.0102,-0.0035,0.015
1.680410,-0.0195,-0.0007,0.0061,0.020
1.693028,-0.0004,-0.0102,-0.0082,0.013
1.693925,-0.0004,-0.0198,0.0013,0.020
1.696682,-0.0005,-0.0101,0.0061,0.012
1.701008,0.0043,-0.0006,0.0108,0.012
1.704600,-0.0196,-0.0006,-0.0036,0.020
1.718959,-0.0099,0.0041,-0.0178,0.021
1.719768,-0.0051,-0.0007,0.0014,0.005
1.720119,-0.0003,-0.0008,-0.0034,0.003
1.725468,-0.0051,-0.0104,-0.0034,0.012
1.729253,-0.0099,-0.0199,-0.0081,0.024
1.736567,-0.0004,-0.0150,0.0015,0.015
1.740757,-0.0052,-0.0102,-0.0080,0.014
1.745694,-0.0004,-0.0006,0.0063,0.006
1.749690,-0.0099,-0.0007,0.0062,0.012
1.755796,-0.0193,-0.0054,-0.0081,0.022
1.759811,-0.0192,-0.0101,-0.0032,0.022
1.764084,-0.0096,-0.0053,-0.0032,0.011
1.770739,-0.0191,-0.0196,0.0016,0.027
1.776128,-0.0142,-0.0194,0.0015,0.024
1.779410,0.0002,0.0092,0.0110,0.014
1.787473,-0.0046,0.0044,-0.0033,0.007
1.790110,-0.0094,-0.0195,-0.0033,0.022
1.797736,-0.0046,-0.0052,0.0062,0.009
1.799678,0.0049,-0.0005,0.0062,0.008
1.804654,0.0048,-0.0197,-0.0129,0.024
1.809555,0.0047,-0.0196,-0.0080,0.022
1.815107,-0.0097,-0.0100,-0.0079,0.016
1.819567,0.0046,-0.0099,0.0064,0.013
1.826345,-0.0049,-0.0004,0.0016,0.005
1.830746,-0.0097,-0.0005,0.0016,0.010
1.837868,-0.0097,-0.0006,-0.0032,0.010
1.841995,-0.0048,-0.0101,0.0016,0.011
1.844737,-0.0096,-0.0006,0.0016,0.010
1.850626,-0.0143,-0.0054,0.0016,0.015
1.856058,-0.0048,0.0041,-0.0079,0.010
1.860265,-0.0001,-0.0054,-0.0031,0.006
1.864725,-0.0048,0.0041,0.0016,0.006
1.871770,0.0047,-0.0055,-0.0126,0.015
1.876448,0.0094,-0.0008,-0.0030,0.010
1.881166,-0.0050,-0.0055,-0.0030,0.008
1.892177,-0.0003,-0.0007,-0.0077,0.008
1.893073,-0.0050,-0.0102,-0.0124,0.017
1.895225,-0.0051,-0.0150,-0.0075,0.018
1.900898,-0.0099,-0.0149,-0.0027,0.018
1.911773,-0.0003,-0.0101,-0.0075,0.013
1.912602,-0.0146,-0.0054,-0.0074,0.017
1.916756,-0.0051,-0.0054,-0.0073,0.010
1.921067,0.0091,-0.0102,-0.0025,0.014
1.928283,-0.0006,-0.0054,-0.0072,0.009
1.932400,-0.0102,0.0041,-0.0072,0.013
1.936165,-0.0054,-0.0054,-0.0024,0.008
1.941761,0.0041,-0.0102,0.0024,0.011
1.946416,-0.0007,-0.0055,0.0024,0.006
1.950136,-0.0150,-0.0150,-0.0071,0.022
1.957158,-0.0102,-0.0197,0.0024,0.022
1.960445,0.0089,-0.0054,0.0071,0.013
1.966586,-0.0007,-0.0007,-0.0024,0.003
1.971390,0.0088,-0.0150,0.0071,0.019
1.975339,-0.0009,-0.0054,-0.0024,0.006
1.982028,-0.0008,-0.0054,-0.0024,0.006
2.007535,-0.0008,-0.0054,-0.0119,0.013
2.008434,-0.0056,-0.0054,-0.0071,0.011
2.008784,-0.0057,-0.0008,-0.0022,0.006
2.009121,-0.0056,0.0039,0.0025,0.007
2.009633,-0.0056,0.0086,0.0025,0.011
2.012810,-0.0151,0.0037,0.0025,0.016
2.016318,-0.0103,0.0036,-0.0023,0.011
2.032845,-0.0055,-0.0059,-0.0070,0.011
2.033761,-0.0007,-0.0154,-0.0022,0.016
2.034141,-0.0007,-0.0153,-0.0022,0.015
2.036844,-0.0151,-0.0058,0.0026,0.016
2.042265,-0.0102,-0.0058,-0.0069,0.014
2.047053,-0.0102,-0.0154,-0.0021,0.019
2.050524,0.0041,-0.0201,-0.0069,0.022
2.056774,-0.0055,-0.0104,-0.0068,0.014
2.064129,-0.0056,-0.0009,0.0027,0.006
2.066651,-0.0151,-0.0057,0.0075,0.018
2.071013,-0.0150,-0.0009,-0.0021,0.015
2.077572,-0.0055,-0.0057,-0.0163,0.018
2.081992,-0.0102,-0.0009,-0.0162,0.019
2.098297,-0.0054,-0.0105,-0.0065,0.013
2.099202,-0.0054,-0.0105,0.0078,0.014
2.099555,-0.0006,-0.0151,0.0029,0.015
2.102255,-0.0102,-0.0150,-0.0113,0.021
2.107430,-0.0006,-0.0197,0.0078,0.021
2.113757,-0.0054,-0.0054,-0.0113,0.014
2.116421,0.0040,0.0088,-0.0017,0.010
2.121065,-0.0055,-0.0151,-0.0017,0.016
2.126628,-0.0102,-0.0054,0.0126,0.017
2.131319,-0.0102,-0.0150,0.0077,0.020
2.137087,-0.0101,-0.0197,0.0077,0.023
2.141370,0.0137,-0.0195,0.0028,0.024
2.148579,0.0041,-0.0146,-0.0114,0.019
2.152226,-0.0055,-0.0099,0.0124,0.017
2.159565,0.0135,-0.0099,0.0028,0.017
2.163489,0.0039,-0.0051,0.0075,0.010
2.167576,-0.0057,-0.0194,-0.0020,0.020
2.172048,-0.0152,-0.0146,-0.0020,0.021
2.175863,-0.0056,-0.0099,-0.0020,0.012
2.182725,-0.0056,-0.0051,0.0075,0.011
2.186855,0.0039,-0.0004,-0.0068,0.008
2.193056,-0.0010,-0.0148,-0.0020,0.015
2.204061,-0.0058,-0.0147,0.0028,0.016
2.204999,-0.0057,-0.0099,-0.0020,0.012
2.208038,-0.0104,-0.0098,0.0123,0.019
2.212721,-0.0056,-0.0098,0.0122,0.017
2.220598,-0.0056,-0.0002,0.0073,0.009
2.221502,-0.0055,-0.0051,0.0073,0.010
2.227763,-0.0103,-0.0003,0.0025,0.011
2.233288,-0.0007,0.0044,-0.0118,0.013
2.237547,-0.0055,-0.0195,-0.0022,0.020
2.242502,-0.0055,-0.0146,0.0026,0.016
2.247261,-0.0198,-0.0146,-0.0070,0.026
2.251608,-0.0101,-0.0004,-0.0021,0.010
2.260205,-0.0006,-0.0099,-0.0069,0.012
2.264472,-0.0196,-0.0099,0.0027,0.022
2.268503,-0.0005,-0.0052,-0.0068,0.009
2.274625,-0.0100,-0.0099,-0.0115,0.018
2.277742,-0.0052,-0.0004,-0.0209,0.022
2.283607,-0.0051,-0.0004,-0.0113,0.012
2.289036,-0.0005,-0.0053,-0.0064,0.008
2.293497,-0.0100,-0.0053,-0.0111,0.016
2.304723,0.0043,-0.0196,0.0032,0.020
2.305411,-0.0005,-0.0195,-0.0016,0.020
2.308039,-0.0005,-0.0241,-0.0015,0.024
2.311945,0.0089,-0.0145,-0.0063,0.018
2.318889,-0.0102,-0.0002,0.0033,0.011
2.323321,-0.0102,-0.0050,-0.0015,0.011
2.330465,-0.0054,-0.0050,-0.0015,0.007
2.333258,-0.0007,-0.0049,0.0080,0.009
2.338054,-0.0008,-0.0049,-0.0063,0.008
2.343502,-0.0102,-0.0050,-0.0062,0.013
2.348577,-0.0103,-0.0145,0.0033,0.018
2.354110,-0.0103,-0.0097,0.0033,0.014
2.358335,-0.0103,-0.0048,0.0033,0.012
2.363295,-0.0102,-0.0001,0.0080,0.013
2.367193,-0.0101,-0.0001,0.0032,0.011
2.374290,-0.0101,0.0045,-0.0016,0.011
2.379168,-0.0005,-0.0003,-0.0063,0.006
2.383113,-0.0148,0.0045,0.0127,0.020
2.398641,-0.0099,0.0044,-0.0064,0.013
2.399580,-0.0194,-0.0052,-0.0063,0.021
2.400036,-0.0146,-0.0148,-0.0015,0.021
2.403036,-0.0050,-0.0100,0.0080,0.014
2.408597,0.0045,-0.0194,-0.0016,0.020
2.413191,-0.0052,-0.0050,0.0032,0.008
2.418743,-0.0100,-0.0050,-0.0016,0.011
2.423471,-0.0005,-0.0193,-0.0016,0.019
2.428058,-0.0100,-0.0096,-0.0111,0.018
2.433852,-0.0004,-0.0096,0.0080,0.013
2.437738,-0.0099,0.0046,0.0032,0.011
2.442467,-0.0194,-0.0002,0.0032,0.020
2.447711,-0.0193,-0.0003,0.0032,0.020
2.452895,-0.0097,-0.0099,0.0031,0.014
2.458778,-0.0048,-0.0146,-0.0016,0.015
2.462679,-0.0048,-0.0097,-0.0016,0.011
2.468464,-0.0096,-0.0050,0.0079,0.013
2.473560,-0.0095,-0.0050,-0.0064,0.013
2.478684,-0.0047,-0.0193,0.0031,0.020
2.483697,-0.0095,-0.0097,0.0031,0.014
2.487807,-0.0094,-0.0097,0.0078,0.016
2.493337,-0.0093,-0.0048,0.0030,0.011
2.504422,-0.0046,-0.0096,0.0077,0.013
2.505070,0.0002,-0.0001,0.0029,0.003
2.508794,-0.0094,-0.0002,-0.0019,0.010
2.513420,-0.0094,-0.0097,0.0124,0.018
2.519531,-0.0094,-0.0144,-0.0019,0.017
2.524222,-0.0141,-0.0049,-0.0019,0.015
2.530398,-0.0140,-0.0050,0.0028,0.015
2.533647,-0.0044,-0.0002,0.0123,0.013
2.541994,0.0004,-0.0003,-0.0068,0.007
2.542893,0.0003,-0.0098,-0.0067,0.012
2.548938,0.0003,-0.0050,-0.0019,0.005
2.554541,-0.0045,0.0045,-0.0067,0.009
2.558692,-0.0045,-0.0003,-0.0018,0.005
2.563946,-0.0140,0.0043,-0.0113,0.019
2.569296,0.0004,-0.0053,-0.0017,0.006
2.575165,-0.0092,-0.0053,-0.0065,0.012
2.578419,-0.0045,-0.0006,-0.0017,0.005
2.583682,-0.0045,-0.0053,-0.0064,0.009
2.589939,-0.0045,0.0041,0.0079,0.010
2.594650,-0.0046,-0.0103,0.0031,0.012
2.607875,-0.0046,-0.0055,-0.0017,0.007
2.608984,0.0001,-0.0055,-0.0017,0.006
2.609498,0.0049,-0.0103,-0.0112,0.016
2.613731,-0.0095,-0.0150,-0.0063,0.019
2.626970,-0.0047,-0.0054,-0.0015,0.007
2.627852,0.0143,-0.0150,-0.0062,0.022
2.630252,0.0094,-0.0054,0.0033,0.011
2.634815,0.0044,-0.0054,0.0033,0.008
2.639268,-0.0099,-0.0007,0.0032,0.010
2.644922,-0.0145,-0.0008,0.0032,0.015
2.649332,0.0045,-0.0008,0.0079,0.009
2.654366,0.0092,-0.0055,0.0031,0.011
2.659653,-0.0005,-0.0199,0.0126,0.024
2.663633,-0.0005,-0.0150,0.0220,0.027
2.669396,-0.0054,-0.0149,-0.0019,0.016
