"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.516769125E0,-1.448178291E-2,-1.212483644E-2,2.116394043E-2,2.836628403E-2
1.521789646E0,-9.729623795E-3,-2.558469772E-3,1.622772217E-2,1.909320071E-2
1.526810166E0,-1.920807362E-2,-7.414937019E-3,6.595611572E-3,2.162020988E-2
1.531830687E0,-9.564757347E-3,-2.643048763E-2,6.543159485E-3,2.885945591E-2
1.536851208E0,-9.553313255E-3,-2.149915695E-2,-7.762908936E-3,2.477382286E-2
1.541871729E0,-1.429045200E-2,-1.196366549E-2,-2.949714661E-3,1.886921108E-2
1.546892250E0,-4.794239998E-3,-1.670151949E-2,-7.681846619E-3,1.899832250E-2
1.551912771E0,-9.619832039E-3,-1.664566994E-2,1.871109009E-3,1.931632846E-2
1.556933291E0,-1.435351372E-2,-1.184177399E-2,1.852989197E-3,1.869985391E-2
1.561953812E0,-1.905059814E-2,-1.178050041E-2,1.132869720E-2,2.510069441E-2
1.566974333E0,-4.660129547E-3,-2.126264572E-2,1.123714447E-2,2.449674114E-2
1.571994854E0,-9.380698204E-3,-6.969213486E-3,1.589775085E-2,1.973083672E-2
1.577015375E0,-4.622220993E-3,-1.174873114E-2,1.101398468E-2,1.675426718E-2
1.582035896E0,-9.452104568E-3,-2.294540405E-3,1.091670990E-2,1.462127735E-2
1.587056416E0,-1.419007778E-2,2.332389355E-3,6.076812744E-3,1.561172638E-2
1.592076937E0,-9.385824203E-3,-1.675868034E-2,6.023406982E-3,2.013028799E-2
1.597097458E0,-1.892733574E-2,-1.206851006E-2,1.071929932E-2,2.487561760E-2
1.602117979E0,-9.338021278E-3,-7.302761078E-3,-3.618240356E-3,1.239437873E-2
1.607138500E0,-4.582762718E-3,-1.213675737E-2,1.160621643E-3,1.302496205E-2
1.612159021E0,3.552436829E-5,-2.570390701E-3,5.882263184E-3,6.419438488E-3
1.617179541E0,-1.907587051E-2,-1.687777042E-2,1.076698303E-3,2.549327852E-2
1.622200062E0,-1.428544521E-2,-1.687204838E-2,1.062393188E-3,2.213297632E-2
1.627220583E0,-1.908349991E-2,-1.681476831E-2,5.787849426E-3,2.608477723E-2
1.632241104E0,-1.429295540E-2,-1.206111908E-2,5.733489990E-3,1.956098349E-2
1.637261625E0,-1.904225349E-2,-7.352769375E-3,5.680084229E-3,2.118806250E-2
1.642282146E0,-1.425206661E-2,-7.323265076E-3,1.037025452E-2,1.908648194E-2
1.647302666E0,-9.447336197E-3,-7.391512394E-3,5.535125732E-3,1.321076204E-2
1.652323187E0,1.430511475E-5,-1.220768690E-2,7.352828979E-4,1.222981868E-2
1.657343708E0,-1.904249191E-2,-7.383525372E-3,7.238388062E-4,2.043665549E-2
1.662364229E0,-1.425516605E-2,-1.221114397E-2,-4.035949707E-3,1.919923661E-2
1.667384750E0,-4.701972008E-3,-7.438540459E-3,-4.005432129E-3,9.668707848E-3
1.672405271E0,-1.432549953E-2,-7.454216480E-3,-8.734703064E-3,1.835974722E-2
1.677425791E0,-1.902282238E-2,-1.222968102E-2,1.507759094E-2,2.718026155E-2
1.682446312E0,-9.435534477E-3,-7.468342781E-3,1.494884491E-2,1.919045124E-2
1.687466833E0,-4.624962807E-3,-1.694059372E-2,1.007556915E-2,2.024576722E-2
1.692487354E0,-1.894891262E-2,-7.437348366E-3,1.473426819E-2,2.512914840E-2
1.697507875E0,-1.415669918E-2,-7.556259632E-3,5.111694336E-3,1.684157387E-2
1.702528396E0,-9.407281876E-3,-1.232510805E-2,3.118515015E-4,1.550814277E-2
1.707548916E0,-2.369141579E-2,-7.557272911E-3,1.454639435E-2,2.880960160E-2
1.712569437E0,-9.419918060E-3,-7.583379745E-3,4.914283752E-3,1.305345508E-2
1.717589958E0,3.862380981E-5,-2.803444862E-3,1.134872437E-4,2.806006816E-3
1.722610479E0,-9.575843811E-3,-1.716053486E-2,1.068115234E-4,1.965177219E-2
1.727631000E0,-4.867434502E-3,-1.240968704E-2,-9.396553040E-3,1.630912199E-2
1.732651521E0,9.301662445E-3,-1.718974113E-2,9.670257568E-3,2.180646707E-2
1.737672041E0,-5.141377449E-3,-2.193564177E-2,8.678436279E-5,2.253028347E-2
1.742692562E0,-9.918093681E-3,-7.653713226E-3,-4.662513733E-3,1.336738354E-2
1.747713083E0,-9.949684143E-3,-1.721620560E-2,9.615898132E-3,2.208754053E-2
1.752733604E0,-5.238175392E-3,-2.196192741E-2,1.427841187E-2,2.671399975E-2
1.757754125E0,-5.259871483E-3,-1.711374521E-2,4.659652710E-3,1.850024018E-2
1.762774646E0,-1.008152962E-2,-1.705449820E-2,-9.633064270E-3,2.202927769E-2
1.767795166E0,-1.481139660E-2,-1.224720478E-2,-5.817413330E-5,1.921912793E-2
1.772815687E0,-1.000487804E-2,-7.531583309E-3,-5.722045898E-5,1.252300307E-2
1.777836208E0,-5.186676979E-3,-1.235228777E-2,4.697799683E-3,1.419682898E-2
1.782856729E0,-5.211710930E-3,-2.893030643E-3,-8.964538574E-5,5.961509324E-3
1.787877250E0,-1.003658772E-2,-7.758080959E-3,9.402275085E-3,1.578998701E-2
1.792897771E0,-1.006996632E-2,-7.776796818E-3,-9.678840637E-3,1.598632999E-2
1.797918291E0,-1.965165138E-2,-1.734393835E-2,4.635810852E-3,2.661748188E-2
1.802938812E0,-1.015663147E-2,-1.252859831E-2,-4.914283752E-3,1.686040104E-2
1.807959333E0,-1.024341583E-2,-1.731336117E-2,9.361267090E-3,2.218813567E-2
1.812979854E0,-5.523800850E-3,-1.249825954E-2,-2.222061157E-4,1.366631783E-2
1.818000375E0,-5.491495132E-3,-7.780551910E-3,4.533767700E-3,1.054744312E-2
1.823020896E0,-5.462288857E-3,-1.735335588E-2,9.249687195E-3,2.040912230E-2
1.828041416E0,-5.484938622E-3,-1.254934072E-2,-3.271102905E-4,1.369954399E-2
1.833061937E0,-1.030194759E-2,-1.262569427E-2,-3.271102905E-4,1.629862820E-2
1.838082458E0,-1.982450485E-2,-1.734089851E-2,-9.829521179E-3,2.811293724E-2
1.843102979E0,-1.503062248E-2,-2.208554745E-2,9.241104126E-3,2.826816272E-2
1.848123500E0,-1.028227806E-2,-2.680200338E-2,-5.086898804E-3,2.915388768E-2
1.853144021E0,-1.981341839E-2,-1.722234488E-2,9.195327759E-3,2.781608822E-2
1.858164541E0,-1.026546955E-2,-1.240801811E-2,-5.135536194E-3,1.690303259E-2
1.863185062E0,-1.499664783E-2,-1.239371300E-2,-3.471374512E-4,1.945826489E-2
1.868205583E0,-1.024019718E-2,-7.676899433E-3,1.389598846E-2,1.889166268E-2
1.873226104E0,-2.926588058E-2,-7.747888565E-3,-4.711151123E-4,3.027777226E-2
1.878246625E0,-3.378415108E-2,-7.818281651E-3,9.035110474E-3,3.583472636E-2
1.883267146E0,-1.457118988E-2,-7.830798626E-3,4.208564758E-3,1.706906556E-2
1.888287666E0,-9.766697884E-3,-7.848858833E-3,4.170417786E-3,1.320550480E-2
1.893308187E0,-2.506971359E-4,-3.060996532E-3,-1.011562347E-2,1.057158394E-2
1.898328708E0,-9.862780571E-3,-1.736432314E-2,-5.426406860E-4,1.997720245E-2
1.903349229E0,-1.939177513E-2,-1.734888554E-2,4.204750061E-3,2.635725128E-2
1.908369750E0,-9.801387787E-3,-1.724177599E-2,-5.846023560E-4,1.984156752E-2
1.913390271E0,4.408836365E-3,-1.243293285E-2,8.908271790E-3,1.591769342E-2
1.918410791E0,-5.241990089E-3,-1.241266727E-2,8.825302124E-3,1.610710174E-2
1.923431312E0,-5.263686180E-3,-1.239258051E-2,1.349735260E-2,1.906465240E-2
1.928451833E0,-1.003372669E-2,-1.706951857E-2,3.882408142E-3,2.017714619E-2
1.933472354E0,-1.476681232E-2,-2.176481485E-2,8.595466614E-3,2.767034438E-2
1.938492875E0,-5.263805389E-3,-1.691830158E-2,8.515357971E-3,1.965827808E-2
1.943513396E0,-1.003384590E-2,-7.312059402E-3,8.439064026E-3,1.501206441E-2
1.948533916E0,-1.476693153E-2,-2.591729164E-3,1.311397552E-2,1.991872689E-2
1.953554437E0,-1.476371288E-2,-1.215618849E-2,1.299571991E-2,2.312204300E-2
1.958574958E0,-9.951829910E-3,-2.681493759E-3,-1.560401917E-2,1.870066152E-2
1.963595479E0,-1.468276978E-2,-1.229113340E-2,3.520011902E-3,1.946910816E-2
1.968616000E0,-1.937711239E-2,1.967728138E-3,-6.009101868E-3,2.038268245E-2
1.973636521E0,-1.463019848E-2,-2.920746803E-3,-1.221656799E-3,1.496883144E-2
1.978657041E0,-1.457643509E-2,-1.248246431E-2,3.534317017E-3,1.951347668E-2
1.983677562E0,-2.230405807E-4,-1.246178150E-2,-1.240730286E-3,1.252538051E-2
1.988698083E0,-9.786486626E-3,-1.244699955E-2,3.515243530E-3,1.621912622E-2
1.993718604E0,-5.073428154E-3,-1.242661476E-2,1.772308350E-2,2.223214151E-2
1.998739125E0,-9.842157364E-3,-1.720088720E-2,8.078575134E-3,2.140098031E-2
2.003759646E0,-2.412545681E-2,-2.901136875E-3,3.253936768E-3,2.451616540E-2
2.008780166E0,-1.455008984E-2,-7.823467255E-3,-1.524925232E-3,1.659027279E-2
2.013800687E0,-9.742856026E-3,-7.939219475E-3,-1.509666443E-3,1.265833884E-2
2.018821208E0,-2.270936966E-4,-1.280248165E-2,3.253936768E-3,1.321148033E-2
2.023841729E0,-5.042076111E-3,-8.036375046E-3,1.272106171E-2,1.586919237E-2
2.028862250E0,-5.171537399E-3,-3.309965134E-3,3.104209900E-3,6.880173498E-3
2.033882771E0,-4.452466965E-4,-8.165895939E-3,-6.418228149E-3,1.039585272E-2
2.038903291E0,-1.475250721E-2,-1.292967796E-2,-1.619338989E-3,1.968337623E-2
2.043923812E0,-9.949326515E-3,-8.162498474E-3,1.263713837E-2,1.803642829E-2
2.048944333E0,-1.948046684E-2,-1.767480373E-2,3.026008606E-3,2.647723557E-2
2.053964854E0,-9.883642197E-3,-1.290833950E-2,3.001213074E-3,1.653235893E-2
2.058985375E0,-1.466679573E-2,-1.298737526E-2,1.721858978E-2,2.608192185E-2
2.064005896E0,-1.456129551E-2,-1.771670580E-2,7.580757141E-3,2.415327866E-2
2.069026416E0,4.540324211E-3,-8.207082748E-3,7.523536682E-3,1.202390766E-2
2.074046937E0,-3.113746643E-4,-8.222043514E-3,-2.038955688E-3,8.476809189E-3
2.079067458E0,4.374384880E-3,6.060242653E-3,-2.027511597E-3,7.744197012E-3
2.084087979E0,-1.002752781E-2,-3.576338291E-3,7.477760315E-3,1.300993501E-2
2.089108500E0,-1.011550426E-2,-1.788109541E-2,2.653121948E-3,2.071463385E-2
2.094129021E0,-1.959359646E-2,-8.370101452E-3,-2.117156982E-3,2.141144493E-2
2.099149541E0,-1.000440121E-2,-1.319527626E-2,2.649307251E-3,1.676968062E-2
2.104170062E0,-1.009261608E-2,-8.425891399E-3,1.210975647E-2,1.787463977E-2
2.109190583E0,-1.012551785E-2,-1.793599129E-2,7.251739502E-3,2.183606239E-2
2.114211104E0,-1.485788822E-2,-8.430242538E-3,-2.305984497E-3,1.723784778E-2
2.119231625E0,-1.484823227E-2,1.007676125E-3,7.205009460E-3,1.653473840E-2
2.124252146E0,-1.009583473E-2,1.013457775E-3,7.130622864E-3,1.240156273E-2
2.129272666E0,-1.013159752E-2,-1.327794790E-2,-2.437591553E-3,1.687883353E-2
2.134293187E0,-1.016426086E-2,-1.319903135E-2,-1.192569733E-2,2.048777402E-2
2.139313708E0,-1.019656658E-2,-8.423864841E-3,1.190757751E-2,1.779668147E-2
2.144334229E0,-5.425691605E-3,-2.272850275E-2,1.180839539E-2,2.618131334E-2
2.149354750E0,-5.494713783E-3,-2.272003889E-2,-2.538681030E-3,2.351248494E-2
2.154375271E0,-8.172988892E-4,-2.736252546E-2,2.222061157E-3,2.746476530E-2
2.159395791E0,-5.621671677E-3,-1.776683331E-2,2.119731903E-2,2.822392411E-2
2.164416312E0,-1.038873196E-2,-8.205115795E-3,2.023696899E-3,1.339197618E-2
2.169436833E0,-1.041638851E-2,-1.776307821E-2,-7.495880127E-3,2.191383846E-2
2.174457354E0,-5.640745163E-3,-3.441512585E-3,-2.687454224E-3,7.133331975E-3
2.179477875E0,-1.520490646E-2,-8.290648460E-3,6.826400757E-3,1.861514920E-2
2.184498396E0,-1.039791107E-2,-1.311081648E-2,2.020835876E-3,1.685508354E-2
2.189518916E0,-1.987361908E-2,-8.388042450E-3,2.003669739E-3,2.166413358E-2
2.194539437E0,-1.497328281E-2,1.095533371E-3,1.148700714E-2,1.890372251E-2
2.199559958E0,-5.416870117E-3,8.997321129E-4,-1.234817505E-2,1.351404554E-2
2.204580531E0,-5.437135696E-3,-8.739769459E-3,-7.496833801E-3,1.273375561E-2
2.209601104E0,-1.020848751E-2,-1.830464602E-2,-2.685546875E-3,2.113020220E-2
2.214621677E0,8.802413940E-3,-1.824116707E-2,-7.414817810E-3,2.156854632E-2
2.219642250E0,-5.581974983E-3,-3.926992416E-3,-2.607345581E-3,7.306022525E-3
2.224662823E0,-5.652546883E-3,-8.726119995E-3,-7.342338562E-3,1.272817316E-2
2.229683396E0,-9.250640869E-4,-1.823949814E-2,-1.203250885E-2,2.187044364E-2
2.234703969E0,-1.034379005E-3,-1.342236996E-2,-7.192611694E-3,1.526314575E-2
2.239724541E0,-1.538836956E-2,-1.339387894E-2,7.103919983E-3,2.160239778E-2
2.244745114E0,-1.077055931E-3,-1.810842752E-2,7.041931152E-3,1.945929062E-2
2.249765687E0,3.615021706E-3,-1.804089546E-2,6.979942322E-3,1.967897065E-2
2.254786260E0,-1.234650612E-3,-1.328849792E-2,6.921768188E-3,1.503394207E-2
2.259806833E0,-1.083850861E-2,-2.280974388E-2,-2.638816833E-3,2.539135757E-2
2.264827406E0,-6.119608879E-3,-2.276039124E-2,-2.622604370E-3,2.371419566E-2
2.269847979E0,-1.083660126E-2,-1.316845417E-2,6.898880005E-3,1.839659363E-2
2.274868552E0,3.436803818E-3,-1.313638687E-2,6.838798523E-3,1.520346821E-2
2.279889125E0,-1.457333565E-3,5.780398846E-3,2.030372620E-3,6.297558647E-3
2.284909698E0,-6.262063980E-3,-8.653998375E-3,2.013206482E-3,1.087005674E-2
2.289930271E0,-6.280899048E-3,-8.728265762E-3,-2.752304077E-3,1.109988711E-2
2.294950844E0,-6.242394447E-3,-8.790552616E-3,2.024650574E-3,1.096998239E-2
2.299971416E0,-6.252884865E-3,-3.994882107E-3,-2.746582031E-3,7.912102441E-3
2.304991989E0,-1.101469994E-2,7.035732269E-4,-2.726554871E-3,1.136893713E-2
2.310012562E0,-1.103997231E-2,-8.882641792E-3,-1.695823669E-2,2.209896164E-2
2.315033135E0,-1.581060886E-2,-1.363480091E-2,6.916999817E-3,2.199381811E-2
2.320053708E0,-2.044117451E-2,-1.830142736E-2,1.160812378E-2,2.979148195E-2
2.325074281E0,-6.090760231E-3,-1.338052750E-2,1.150321960E-2,1.866708166E-2
2.330094802E0,-1.090836525E-2,-1.810657978E-2,-2.846717834E-3,2.132942724E-2
2.335115323E0,-1.568293571E-2,-2.273595333E-2,6.662368774E-3,2.841241285E-2
2.340135844E0,-6.120681763E-3,-2.262985706E-2,1.855850220E-3,2.351632106E-2
2.345156364E0,-6.089210510E-3,-2.248442173E-2,-1.240539551E-2,2.639169458E-2
2.350176885E0,-1.085805893E-2,-1.764333248E-2,-2.807617188E-3,2.090615553E-2
2.355197406E0,-1.563310623E-2,-1.757967472E-2,1.620101929E-2,2.856417336E-2
2.360217927E0,-1.561987400E-2,-1.281970739E-2,1.605987549E-2,2.581172141E-2
2.365238448E0,-6.106972694E-3,-1.279056072E-2,-3.076553345E-3,1.450374916E-2
2.370258969E0,-1.562130451E-2,-8.024573326E-3,1.694679260E-3,1.764343701E-2
2.375279489E0,-2.030503750E-2,-8.092701435E-3,-3.067970276E-3,2.207258041E-2
2.380300010E0,-5.955696106E-3,-1.290875673E-2,6.454467773E-3,1.561302247E-2
2.385320531E0,-6.023049355E-3,-3.439188004E-3,6.395339966E-3,9.434273206E-3
2.390341052E0,-1.558685303E-2,-3.493845463E-3,-7.911682129E-3,1.782558996E-2
2.395361573E0,-1.087999344E-2,1.194715500E-3,-2.210521698E-2,2.466662158E-2
2.400382094E0,-1.080310345E-2,1.101434231E-3,1.824378967E-3,1.101129239E-2
2.405402614E0,-6.035685539E-3,-8.447885513E-3,-2.944946289E-3,1.079207942E-2
2.410423135E0,-1.565110683E-2,-8.460819721E-3,1.813888550E-3,1.788387003E-2
2.415443656E0,-6.091952324E-3,-8.427798748E-3,-2.955436707E-3,1.081084090E-2
2.420464177E0,-1.406788826E-3,-1.318371296E-2,-2.939224243E-3,1.358044113E-2
2.425484698E0,-6.312370300E-3,-1.795732975E-2,1.822471619E-3,1.912153533E-2
2.430505219E0,-1.107084751E-2,-2.268552780E-2,6.555557251E-3,2.608011057E-2
2.435525739E0,-1.579535007E-2,-1.783704758E-2,1.124668121E-2,2.634655933E-2
2.440546260E0,-1.572906971E-2,-2.246862650E-2,6.399154663E-3,2.816366438E-2
2.445566781E0,-1.091492176E-2,-2.711319923E-2,6.342887878E-3,2.990808112E-2
2.450587302E0,-6.143689156E-3,-1.753097773E-2,1.578712463E-2,2.437854386E-2
2.455607823E0,-1.409292221E-3,-8.022904396E-3,6.158828735E-3,1.021196704E-2
2.460628344E0,-1.095998287E-2,-1.278793812E-2,-3.392219543E-3,1.718021360E-2
2.465648864E0,-6.185531616E-3,-8.067905903E-3,-8.112907410E-3,1.300658194E-2
2.470669385E0,-1.580250263E-2,-8.193075657E-3,-1.280212402E-2,2.192578294E-2
2.475689906E0,-1.583945751E-2,-1.775681973E-2,1.538276672E-3,2.384448272E-2
2.480710427E0,-1.576995850E-2,-1.768648624E-2,1.523017883E-3,2.374495673E-2
2.485730948E0,-1.095545292E-2,-3.480255604E-3,1.101016998E-2,1.591722246E-2
2.490751469E0,-1.098120213E-2,-8.334755898E-3,1.091289520E-2,1.758255493E-2
2.495771989E0,-6.209373474E-3,-1.315450668E-2,-3.423690796E-3,1.494386241E-2
2.500792510E0,-1.577734947E-2,-1.319128275E-2,-1.289749146E-2,2.427508976E-2
2.505813031E0,-1.101720333E-2,-1.322209835E-2,-8.047103882E-3,1.899890878E-2
2.510833552E0,-2.053940296E-2,-1.794373989E-2,1.508712769E-3,2.731521718E-2
2.515854073E0,-1.573956013E-2,-8.386313915E-3,-3.260612488E-3,1.812996437E-2
2.520874594E0,-2.052557468E-2,-1.309669018E-2,6.246566772E-3,2.513646964E-2
2.525895114E0,-1.097452641E-2,-1.307088137E-2,6.185531616E-3,1.815348371E-2
2.530915635E0,-6.254434586E-3,-1.310271025E-2,1.379966736E-3,1.458435038E-2
2.535936156E0,-1.576757431E-2,-2.732807398E-2,-3.382682800E-3,3.173141298E-2
2.540956677E0,-1.450300217E-3,-2.242392302E-2,-3.356933594E-3,2.272013858E-2
2.545977198E0,-1.104950905E-2,-2.706319094E-2,6.159782410E-3,2.987391627E-2
2.550997719E0,-1.582574844E-2,-1.273292303E-2,6.102561951E-3,2.120902886E-2
2.556018239E0,-1.095914841E-2,-2.690404654E-2,-3.445625305E-3,2.925411061E-2
2.561038760E0,-1.387357712E-3,-2.207207680E-2,-3.411293030E-3,2.237718159E-2
2.566059281E0,-2.038371563E-2,-1.247447729E-2,-1.287746429E-2,2.714659340E-2
2.571079802E0,-6.033778191E-3,-1.730567217E-2,6.226539612E-3,1.935620221E-2
2.576100323E0,-1.080298424E-2,-1.725620031E-2,-3.325462341E-3,2.062861162E-2
2.581120844E0,-1.072680950E-2,-1.239562035E-2,-8.046150208E-3,1.826078802E-2
2.586141364E0,-5.954265594E-3,-2.930343151E-3,1.101493835E-2,1.285959007E-2
2.591161885E0,-1.273036003E-3,6.456077099E-3,6.169319153E-3,9.020091517E-3
2.596182406E0,-6.125211716E-3,-7.869303226E-3,1.358032227E-3,1.006421400E-2
2.601202927E0,-1.093685627E-2,-1.247501373E-2,6.077766418E-3,1.766861730E-2
2.606223448E0,-1.095986366E-2,-1.244878769E-2,1.076698303E-2,1.977419657E-2
2.611243969E0,-2.047967911E-2,-1.717126369E-2,5.920410156E-3,2.737372480E-2
2.616264489E0,-2.042603493E-2,-1.711159945E-2,1.061058044E-2,2.868125095E-2
2.621285010E0,-1.562440395E-2,-1.700073481E-2,1.051044464E-2,2.536959656E-2
2.626305531E0,-1.561403275E-2,-2.174830437E-2,9.202957153E-4,2.678868615E-2
2.631326052E0,-1.560091972E-2,-2.170205116E-2,-3.841400146E-3,2.700229761E-2
2.636346573E0,-1.553344727E-2,-1.215356588E-2,-8.558273315E-3,2.149979511E-2
2.641367094E0,-2.496635914E-2,-1.688420773E-2,-2.273559570E-2,3.775318359E-2
2.646387614E0,-2.007234097E-2,-2.575755119E-3,1.193046570E-3,2.027206813E-2
2.651408135E0,-5.773782730E-3,-2.683639526E-3,1.177787781E-3,6.475003643E-3
2.656428656E0,-1.528525352E-2,-7.487475872E-3,1.165390015E-3,1.706046319E-2
2.661449177E0,-1.047480106E-2,-2.811610699E-3,1.065254211E-2,1.520208096E-2
2.666469698E0,-1.050734520E-2,-7.677435875E-3,1.055812836E-2,1.675772655E-2
2.671490219E0,-9.852647781E-4,6.554305553E-3,9.698867798E-4,6.698533297E-3
2.676510739E0,-1.053667068E-2,-1.257205009E-2,-3.789901733E-3,1.683571287E-2
2.681531260E0,-2.475976944E-2,-1.260226965E-2,-3.758430481E-3,2.803549862E-2
2.686551781E0,-1.037621498E-2,-1.253473759E-2,-8.481025696E-3,1.834974879E-2
2.691572302E0,-1.041245461E-2,-7.776618004E-3,-3.670692444E-3,1.350440600E-2
2.696592823E0,-1.519691944E-2,-7.754981518E-3,1.096725464E-3,1.709645886E-2
2.701613344E0,-1.039004326E-2,-1.722484827E-2,1.057910919E-2,2.272808721E-2
2.706633864E0,-1.516902447E-2,-1.716470718E-2,9.851455688E-4,2.292808295E-2
2.711654385E0,-1.036238670E-2,-1.236230135E-2,-1.801967621E-2,2.418500121E-2
2.716674906E0,-5.592942238E-3,1.902818680E-3,-1.312351227E-2,1.439195248E-2
2.721695427E0,-5.611658096E-3,-7.693409920E-3,-1.301670074E-2,1.612804269E-2
2.726715948E0,-1.517605782E-2,-7.810294628E-3,-1.291084290E-2,2.140101159E-2
2.731736469E0,-1.516664028E-2,-2.202242613E-2,-3.317832947E-3,2.694479997E-2
2.736756989E0,-5.608677864E-3,-2.667075396E-2,6.203651428E-3,2.795123745E-2
2.741777510E0,-5.627274513E-3,-1.223474741E-2,6.146430969E-3,1.480317116E-2
2.746798031E0,-1.039421558E-2,-1.226776838E-2,-3.401756287E-3,1.643501763E-2
2.751818552E0,-1.981556416E-2,-1.224321127E-2,1.378059387E-3,2.333349208E-2
2.756839073E0,-1.495885849E-2,-2.175611258E-2,1.086330414E-2,2.855008334E-2
2.761859594E0,-1.970255375E-2,-2.166396379E-2,6.015777588E-3,2.989494157E-2
2.766880114E0,-1.965820789E-2,-1.207560301E-2,-3.540039062E-3,2.334089120E-2
2.771900635E0,-1.491463184E-2,-1.210999489E-2,-2.251625061E-2,2.959864458E-2
2.776921156E0,-1.965582371E-2,-1.209241152E-2,-3.343582153E-3,2.331860552E-2
2.781941677E0,-1.486051083E-2,-7.274866104E-3,-3.327369690E-3,1.687690279E-2
2.786962198E0,-1.005351543E-2,-1.194280386E-2,-8.056640625E-3,1.756739010E-2
2.791982719E0,-5.292296410E-3,-2.389431000E-3,-7.995605469E-3,9.881674382E-3
2.797003239E0,-1.011657715E-2,-1.195555925E-2,1.559257507E-3,1.573886318E-2
2.802023760E0,-6.521940231E-4,-1.193928719E-2,6.286621094E-3,1.350901700E-2
2.807044281E0,-5.463600159E-3,-1.662576199E-2,-1.276588440E-2,2.166182570E-2
2.812064802E0,-1.018321514E-2,-1.182776690E-2,6.337165833E-3,1.684498772E-2
2.817085323E0,-1.016092300E-2,-1.180684566E-2,1.532554626E-3,1.565230605E-2
2.822105844E0,-6.473064423E-4,-1.190084219E-2,1.523017883E-3,1.201534993E-2
2.827126364E0,-1.025319099E-2,-1.193100214E-2,6.253242493E-3,1.692866738E-2
2.832146885E0,-1.503038406E-2,-7.212400436E-3,6.195068359E-3,1.778510717E-2
2.837167406E0,-1.032245159E-2,-2.481520176E-3,-3.367424011E-3,1.113779573E-2
2.842187927E0,-1.035344601E-2,-2.595841885E-3,-8.093833923E-3,1.339561073E-2
2.847208448E0,-5.526781082E-3,-1.689165831E-2,-3.274917603E-3,1.807203682E-2
2.852228969E0,-1.508903503E-2,-7.377505302E-3,6.243705750E-3,1.791899618E-2
2.857249489E0,-1.033461094E-2,-2.708256245E-3,6.185531616E-3,1.234502477E-2
2.862270010E0,-1.501083374E-2,-7.569193840E-3,1.391410828E-3,1.686872399E-2
2.867290531E0,-1.500844955E-2,-1.229774952E-2,-3.379821777E-3,1.969546639E-2
2.872311052E0,-1.490008831E-2,-7.535874844E-3,-3.348350525E-3,1.702978252E-2
2.877331573E0,-1.003837585E-2,-7.499158382E-3,1.427650452E-3,1.261128669E-2
2.882352094E0,-1.002013683E-2,-2.176547050E-2,-8.084297180E-3,2.528823263E-2
2.887372614E0,-1.950466633E-2,-7.433354855E-3,6.225585938E-3,2.178175138E-2
2.892393135E0,-1.466178894E-2,-1.215738058E-2,6.168365479E-3,2.002045679E-2
2.897413656E0,-1.945960522E-2,-1.219677925E-2,1.085376740E-2,2.540161266E-2
2.902434177E0,-1.466310024E-2,-1.217287779E-2,1.075458527E-2,2.188256307E-2
2.907454698E0,-5.352663994E-2,-1.706397533E-2,5.330467224E-2,7.744461582E-2
2.912475219E0,-1.179292202E-1,-2.682340145E-2,6.678581238E-2,1.381562180E-1
2.917495739E0,-1.030879021E-1,-2.716523409E-2,-3.402233124E-2,1.119043543E-1
2.922516260E0,-3.471136093E-3,-3.236728907E-2,-2.005233765E-1,2.031485040E-1
2.927536781E0,4.897296429E-2,-9.178519249E-3,-2.990226746E-1,3.031454376E-1
2.932557302E0,7.889354229E-2,-5.274474621E-3,-2.113227844E-1,2.256309605E-1
2.937577823E0,4.772102833E-2,1.260131598E-2,-5.531311035E-3,4.966573377E-2
2.942598344E0,-6.943929195E-2,1.597940922E-2,1.937198639E-1,2.064086782E-1
2.947618864E0,-4.488122463E-2,-2.827596664E-2,2.961635590E-1,3.008765665E-1
2.952639385E0,-1.271167994E-1,-7.860660553E-4,1.600961685E-1,2.044262257E-1
2.957659906E0,-9.739971161E-2,2.217465639E-2,-3.212451935E-2,1.049304720E-1
2.962680427E0,-7.349455357E-2,2.184325457E-2,-2.940845490E-1,3.039149537E-1
2.967700948E0,-2.053284645E-2,4.115873575E-2,-4.303464890E-1,4.327975738E-1
2.972721469E0,1.002824306E-1,4.064977169E-3,-4.513549805E-1,4.623790743E-1
2.977741989E0,1.226034164E-1,1.103341579E-3,-3.390274048E-1,3.605168460E-1
2.982762510E0,6.132858992E-2,7.967412472E-3,-1.324691772E-1,1.461942493E-1
2.987783031E0,4.928827286E-2,-1.356202364E-2,1.104764938E-1,1.217305139E-1
2.992803552E0,2.826952934E-2,-1.590734720E-2,3.182001114E-1,3.198492158E-1
2.997824073E0,1.702576876E-2,-4.693001509E-2,4.434909821E-1,4.462920056E-1
3.002844594E0,2.047938108E-2,-4.482060671E-2,4.680767059E-1,4.706634620E-1
3.007865114E0,4.362410307E-2,-4.334294796E-2,4.213361740E-1,4.258002408E-1
3.012885635E0,3.896629810E-2,-3.294360638E-2,3.608598709E-1,3.644495850E-1
3.017906156E0,2.088314295E-2,-3.284132481E-2,2.582683563E-1,2.611842303E-1
3.022926677E0,3.261387348E-3,-3.810912371E-2,1.423511505E-1,1.474001086E-1
