 (12.050000+0.000000j), (-0.013846-0.000000j), (-0.061966+0.000000j), (-6.545595-0.000000j)
 (12.051200+0.000000j), (-0.013918-0.000000j), (-0.062104+0.000000j), (-6.552143-0.000000j)
 (12.052500+0.000000j), (-0.013989-0.000000j), (-0.062240-0.000000j), (-6.558784-0.000000j)
 (12.053700+0.000000j), (-0.014059-0.000000j), (-0.062376+0.000000j), (-6.565515+0.000000j)
 (12.055000+0.000000j), (-0.014128-0.000000j), (-0.062510-0.000000j), (-6.572332-0.000000j)
 (12.056200+0.000000j), (-0.014195-0.000000j), (-0.062643+0.000000j), (-6.579231-0.000000j)
 (12.057500+0.000000j), (-0.014262-0.000000j), (-0.062774-0.000000j), (-6.586209-0.000000j)
 (12.058700+0.000000j), (-0.014328-0.000000j), (-0.062904+0.000000j), (-6.593260-0.000000j)
 (12.060000+0.000000j), (-0.014393-0.000000j), (-0.063032+0.000000j), (-6.600382-0.000000j)
 (12.061200+0.000000j), (-0.014457-0.000000j), (-0.063158+0.000000j), (-6.607571-0.000000j)
 (12.062500+0.000000j), (-0.014520-0.000000j), (-0.063283+0.000000j), (-6.614824-0.000000j)
 (12.063700+0.000000j), (-0.014582-0.000000j), (-0.063406+0.000000j), (-6.622137+0.000000j)
 (12.065000+0.000000j), (-0.014643-0.000000j), (-0.063526+0.000000j), (-6.629509+0.000000j)
 (12.066200+0.000000j), (-0.014703-0.000000j), (-0.063645+0.000000j), (-6.636937-0.000000j)
 (12.067500+0.000000j), (-0.014762-0.000000j), (-0.063761+0.000000j), (-6.644419-0.000000j)
 (12.068700+0.000000j), (-0.014821-0.000000j), (-0.063876+0.000000j), (-6.651954-0.000000j)
 (12.070000+0.000000j), (-0.014878-0.000000j), (-0.063987+0.000000j), (-6.659541-0.000000j)
 (12.071200+0.000000j), (-0.014935-0.000000j), (-0.064097-0.000000j), (-6.667178-0.000000j)
 (12.072500+0.000000j), (-0.014992-0.000000j), (-0.064204+0.000000j), (-6.674865-0.000000j)
 (12.073700+0.000000j), (-0.015048-0.000000j), (-0.064308-0.000000j), (-6.682599-0.000000j)
 (12.075000+0.000000j), (-0.015103-0.000000j), (-0.064410+0.000000j), (-6.690379-0.000000j)
 (12.076200+0.000000j), (-0.015158-0.000000j), (-0.064509+0.000000j), (-6.698201-0.000000j)
 (12.077500+0.000000j), (-0.015212-0.000000j), (-0.064605+0.000000j), (-6.706064-0.000000j)
 (12.078700+0.000000j), (-0.015266-0.000000j), (-0.064698+0.000000j), (-6.713963-0.000000j)
 (12.080000+0.000000j), (-0.015321-0.000000j), (-0.064788-0.000000j), (-6.721897-0.000000j)
 (12.081200+0.000000j), (-0.015375-0.000000j), (-0.064875+0.000000j), (-6.729863-0.000000j)
 (12.082500+0.000000j), (-0.015430-0.000000j), (-0.064959+0.000000j), (-6.737860-0.000000j)
 (12.083700+0.000000j), (-0.015485-0.000000j), (-0.065040+0.000000j), (-6.745884+0.000000j)
 (12.085000+0.000000j), (-0.015540-0.000000j), (-0.065119+0.000000j), (-6.753935-0.000000j)
 (12.086200+0.000000j), (-0.015596-0.000000j), (-0.065194+0.000000j), (-6.762012-0.000000j)
 (12.087500+0.000000j), (-0.015652-0.000000j), (-0.065266+0.000000j), (-6.770115-0.000000j)
 (12.088700+0.000000j), (-0.015707-0.000000j), (-0.065336+0.000000j), (-6.778243-0.000000j)
 (12.090000+0.000000j), (-0.015763-0.000000j), (-0.065402+0.000000j), (-6.786397-0.000000j)
 (12.091200+0.000000j), (-0.015819-0.000000j), (-0.065466-0.000000j), (-6.794577-0.000000j)
 (12.092500+0.000000j), (-0.015875-0.000000j), (-0.065527-0.000000j), (-6.802784-0.000000j)
 (12.093700+0.000000j), (-0.015931-0.000000j), (-0.065586+0.000000j), (-6.811019-0.000000j)
 (12.095000+0.000000j), (-0.015987-0.000000j), (-0.065641+0.000000j), (-6.819282+0.000000j)
 (12.096200+0.000000j), (-0.016042-0.000000j), (-0.065695+0.000000j), (-6.827574-0.000000j)
 (12.097500+0.000000j), (-0.016098-0.000000j), (-0.065746+0.000000j), (-6.835894+0.000000j)
 (12.098700+0.000000j), (-0.016153-0.000000j), (-0.065794+0.000000j), (-6.844242-0.000000j)
 (12.100000+0.000000j), (-0.016208-0.000000j), (-0.065841-0.000000j), (-6.852618-0.000000j)
 (12.101200+0.000000j), (-0.016262-0.000000j), (-0.065885+0.000000j), (-6.861021-0.000000j)
 (12.102500+0.000000j), (-0.016316-0.000000j), (-0.065927+0.000000j), (-6.869451+0.000000j)
 (12.103700+0.000000j), (-0.016368-0.000000j), (-0.065967+0.000000j), (-6.877906-0.000000j)
 (12.105000+0.000000j), (-0.016420-0.000000j), (-0.066006-0.000000j), (-6.886385-0.000000j)
 (12.106200+0.000000j), (-0.016471-0.000000j), (-0.066043+0.000000j), (-6.894888-0.000000j)
 (12.107500+0.000000j), (-0.016520-0.000000j), (-0.066079-0.000000j), (-6.903412-0.000000j)
 (12.108700+0.000000j), (-0.016568-0.000000j), (-0.066113+0.000000j), (-6.911954+0.000000j)
 (12.110000+0.000000j), (-0.016615-0.000000j), (-0.066146+0.000000j), (-6.920513-0.000000j)
 (12.111200+0.000000j), (-0.016660-0.000000j), (-0.066177+0.000000j), (-6.929088-0.000000j)
 (12.112500+0.000000j), (-0.016704-0.000000j), (-0.066207+0.000000j), (-6.937677-0.000000j)
 (12.113700+0.000000j), (-0.016746-0.000000j), (-0.066236+0.000000j), (-6.946280+0.000000j)
 (12.115000+0.000000j), (-0.016787-0.000000j), (-0.066264+0.000000j), (-6.954897-0.000000j)
 (12.116200+0.000000j), (-0.016827-0.000000j), (-0.066290+0.000000j), (-6.963527-0.000000j)
 (12.117500+0.000000j), (-0.016865-0.000000j), (-0.066316+0.000000j), (-6.972173+0.000000j)
 (12.118700+0.000000j), (-0.016903-0.000000j), (-0.066340+0.000000j), (-6.980835-0.000000j)
 (12.120000+0.000000j), (-0.016939-0.000000j), (-0.066364+0.000000j), (-6.989518+0.000000j)
 (12.121200+0.000000j), (-0.016974-0.000000j), (-0.066386+0.000000j), (-6.998223-0.000000j)
 (12.122500+0.000000j), (-0.017008-0.000000j), (-0.066408+0.000000j), (-7.006956-0.000000j)
 (12.123700+0.000000j), (-0.017040-0.000000j), (-0.066430+0.000000j), (-7.015721-0.000000j)
 (12.125000+0.000000j), (-0.017071-0.000000j), (-0.066451-0.000000j), (-7.024523-0.000000j)
 (12.126200+0.000000j), (-0.017100-0.000000j), (-0.066472+0.000000j), (-7.033365-0.000000j)
 (12.127500+0.000000j), (-0.017128-0.000000j), (-0.066492+0.000000j), (-7.042254-0.000000j)
 (12.128700+0.000000j), (-0.017155-0.000000j), (-0.066513+0.000000j), (-7.051194-0.000000j)
 (12.130000+0.000000j), (-0.017180-0.000000j), (-0.066534+0.000000j), (-7.060188-0.000000j)
 (12.131200+0.000000j), (-0.017203-0.000000j), (-0.066555+0.000000j), (-7.069239-0.000000j)
 (12.132500+0.000000j), (-0.017226-0.000000j), (-0.066576-0.000000j), (-7.078350-0.000000j)
 (12.133700+0.000000j), (-0.017247-0.000000j), (-0.066597+0.000000j), (-7.087524-0.000000j)
 (12.135000+0.000000j), (-0.017267-0.000000j), (-0.066618+0.000000j), (-7.096763-0.000000j)
 (12.136200+0.000000j), (-0.017285-0.000000j), (-0.066639+0.000000j), (-7.106068-0.000000j)
 (12.137500+0.000000j), (-0.017303-0.000000j), (-0.066660+0.000000j), (-7.115442+0.000000j)
 (12.138700+0.000000j), (-0.017320-0.000000j), (-0.066682+0.000000j), (-7.124888-0.000000j)
 (12.140000+0.000000j), (-0.017335-0.000000j), (-0.066703+0.000000j), (-7.134407-0.000000j)
 (12.141200+0.000000j), (-0.017350-0.000000j), (-0.066724+0.000000j), (-7.144003-0.000000j)
 (12.142500+0.000000j), (-0.017364-0.000000j), (-0.066745+0.000000j), (-7.153679+0.000000j)
 (12.143700+0.000000j), (-0.017376-0.000000j), (-0.066766+0.000000j), (-7.163439-0.000000j)
 (12.145000+0.000000j), (-0.017388-0.000000j), (-0.066786+0.000000j), (-7.173285-0.000000j)
 (12.146200+0.000000j), (-0.017399-0.000000j), (-0.066806+0.000000j), (-7.183222-0.000000j)
 (12.147500+0.000000j), (-0.017408-0.000000j), (-0.066826+0.000000j), (-7.193252-0.000000j)
 (12.148700+0.000000j), (-0.017417-0.000000j), (-0.066845+0.000000j), (-7.203378-0.000000j)
 (12.150000+0.000000j), (-0.017424-0.000000j), (-0.066864+0.000000j), (-7.213604-0.000000j)
 (12.151200+0.000000j), (-0.017431-0.000000j), (-0.066882+0.000000j), (-7.223934-0.000000j)
 (12.152500+0.000000j), (-0.017436-0.000000j), (-0.066900+0.000000j), (-7.234369-0.000000j)
 (12.153700+0.000000j), (-0.017440-0.000000j), (-0.066918+0.000000j), (-7.244914-0.000000j)
 (12.155000+0.000000j), (-0.017443-0.000000j), (-0.066935+0.000000j), (-7.255571+0.000000j)
 (12.156200+0.000000j), (-0.017444-0.000000j), (-0.066951+0.000000j), (-7.266343-0.000000j)
 (12.157500+0.000000j), (-0.017444-0.000000j), (-0.066968+0.000000j), (-7.277232-0.000000j)
 (12.158700+0.000000j), (-0.017442-0.000000j), (-0.066984+0.000000j), (-7.288239-0.000000j)
 (12.160000+0.000000j), (-0.017438-0.000000j), (-0.066999+0.000000j), (-7.299368-0.000000j)
 (12.161200+0.000000j), (-0.017433-0.000000j), (-0.067015+0.000000j), (-7.310618-0.000000j)
 (12.162500+0.000000j), (-0.017426-0.000000j), (-0.067030+0.000000j), (-7.321991-0.000000j)
 (12.163700+0.000000j), (-0.017418-0.000000j), (-0.067045+0.000000j), (-7.333487-0.000000j)
 (12.165000+0.000000j), (-0.017408-0.000000j), (-0.067061+0.000000j), (-7.345107-0.000000j)
 (12.166200+0.000000j), (-0.017396-0.000000j), (-0.067076+0.000000j), (-7.356849-0.000000j)
 (12.167500+0.000000j), (-0.017383-0.000000j), (-0.067092+0.000000j), (-7.368714-0.000000j)
 (12.168700+0.000000j), (-0.017369-0.000000j), (-0.067108+0.000000j), (-7.380699-0.000000j)
 (12.170000+0.000000j), (-0.017353-0.000000j), (-0.067124-0.000000j), (-7.392803-0.000000j)
 (12.171200+0.000000j), (-0.017336-0.000000j), (-0.067140+0.000000j), (-7.405026-0.000000j)
 (12.172500+0.000000j), (-0.017317-0.000000j), (-0.067158+0.000000j), (-7.417363-0.000000j)
 (12.173700+0.000000j), (-0.017298-0.000000j), (-0.067175+0.000000j), (-7.429815-0.000000j)
 (12.175000+0.000000j), (-0.017276-0.000000j), (-0.067193+0.000000j), (-7.442377-0.000000j)
 (12.176200+0.000000j), (-0.017254-0.000000j), (-0.067212+0.000000j), (-7.455047-0.000000j)
 (12.177500+0.000000j), (-0.017231-0.000000j), (-0.067231+0.000000j), (-7.467823-0.000000j)
 (12.178700+0.000000j), (-0.017206-0.000000j), (-0.067251-0.000000j), (-7.480704-0.000000j)
 (12.180000+0.000000j), (-0.017181-0.000000j), (-0.067271-0.000000j), (-7.493685-0.000000j)
 (12.181200+0.000000j), (-0.017154-0.000000j), (-0.067292+0.000000j), (-7.506767+0.000000j)
 (12.182500+0.000000j), (-0.017126-0.000000j), (-0.067312-0.000000j), (-7.519948-0.000000j)
 (12.183700+0.000000j), (-0.017098-0.000000j), (-0.067333+0.000000j), (-7.533227-0.000000j)
 (12.185000+0.000000j), (-0.017068-0.000000j), (-0.067354+0.000000j), (-7.546605-0.000000j)
 (12.186200+0.000000j), (-0.017037-0.000000j), (-0.067375+0.000000j), (-7.560080-0.000000j)
 (12.187500+0.000000j), (-0.017005-0.000000j), (-0.067396+0.000000j), (-7.573653-0.000000j)
 (12.188700+0.000000j), (-0.016972-0.000000j), (-0.067416+0.000000j), (-7.587325-0.000000j)
 (12.190000+0.000000j), (-0.016939-0.000000j), (-0.067435+0.000000j), (-7.601095+0.000000j)
 (12.191200+0.000000j), (-0.016905-0.000000j), (-0.067454+0.000000j), (-7.614966-0.000000j)
 (12.192500+0.000000j), (-0.016871-0.000000j), (-0.067471+0.000000j), (-7.628937-0.000000j)
 (12.193700+0.000000j), (-0.016837-0.000000j), (-0.067488+0.000000j), (-7.643009-0.000000j)
 (12.195000+0.000000j), (-0.016803-0.000000j), (-0.067502+0.000000j), (-7.657186-0.000000j)
 (12.196200+0.000000j), (-0.016768-0.000000j), (-0.067515+0.000000j), (-7.671468-0.000000j)
 (12.197500+0.000000j), (-0.016735-0.000000j), (-0.067526+0.000000j), (-7.685856+0.000000j)
 (12.198700+0.000000j), (-0.016701-0.000000j), (-0.067534+0.000000j), (-7.700352-0.000000j)
 (12.200000+0.000000j), (-0.016668-0.000000j), (-0.067540+0.000000j), (-7.714957-0.000000j)
 (12.201200+0.000000j), (-0.016636-0.000000j), (-0.067543+0.000000j), (-7.729672-0.000000j)
 (12.202500+0.000000j), (-0.016605-0.000000j), (-0.067544+0.000000j), (-7.744497-0.000000j)
 (12.203700+0.000000j), (-0.016574-0.000000j), (-0.067541+0.000000j), (-7.759434-0.000000j)
 (12.205000+0.000000j), (-0.016544-0.000000j), (-0.067536+0.000000j), (-7.774483-0.000000j)
 (12.206200+0.000000j), (-0.016515-0.000000j), (-0.067527+0.000000j), (-7.789642-0.000000j)
 (12.207500+0.000000j), (-0.016487-0.000000j), (-0.067515+0.000000j), (-7.804913+0.000000j)
 (12.208700+0.000000j), (-0.016460-0.000000j), (-0.067499+0.000000j), (-7.820294-0.000000j)
 (12.210000+0.000000j), (-0.016433-0.000000j), (-0.067481+0.000000j), (-7.835783-0.000000j)
 (12.211200+0.000000j), (-0.016407-0.000000j), (-0.067459+0.000000j), (-7.851378-0.000000j)
 (12.212500+0.000000j), (-0.016381-0.000000j), (-0.067434+0.000000j), (-7.867077-0.000000j)
 (12.213700+0.000000j), (-0.016356-0.000000j), (-0.067406+0.000000j), (-7.882873+0.000000j)
 (12.215000+0.000000j), (-0.016331-0.000000j), (-0.067375+0.000000j), (-7.898764+0.000000j)
 (12.216200+0.000000j), (-0.016306-0.000000j), (-0.067342+0.000000j), (-7.914741+0.000000j)
 (12.217500+0.000000j), (-0.016282-0.000000j), (-0.067305+0.000000j), (-7.930799-0.000000j)
 (12.218700+0.000000j), (-0.016257-0.000000j), (-0.067266+0.000000j), (-7.946931-0.000000j)
 (12.220000+0.000000j), (-0.016232-0.000000j), (-0.067224+0.000000j), (-7.963130-0.000000j)
 (12.221200+0.000000j), (-0.016206-0.000000j), (-0.067179+0.000000j), (-7.979387-0.000000j)
 (12.222500+0.000000j), (-0.016179-0.000000j), (-0.067133+0.000000j), (-7.995696-0.000000j)
 (12.223700+0.000000j), (-0.016152-0.000000j), (-0.067084+0.000000j), (-8.012046-0.000000j)
 (12.225000+0.000000j), (-0.016124-0.000000j), (-0.067033+0.000000j), (-8.028430-0.000000j)
 (12.226200+0.000000j), (-0.016094-0.000000j), (-0.066979+0.000000j), (-8.044839+0.000000j)
 (12.227500+0.000000j), (-0.016064-0.000000j), (-0.066924+0.000000j), (-8.061264+0.000000j)
 (12.228700+0.000000j), (-0.016032-0.000000j), (-0.066867+0.000000j), (-8.077696+0.000000j)
 (12.230000+0.000000j), (-0.015998-0.000000j), (-0.066808+0.000000j), (-8.094125-0.000000j)
 (12.231200+0.000000j), (-0.015963-0.000000j), (-0.066747-0.000000j), (-8.110544+0.000000j)
 (12.232500+0.000000j), (-0.015927-0.000000j), (-0.066685+0.000000j), (-8.126944-0.000000j)
 (12.233700+0.000000j), (-0.015888-0.000000j), (-0.066622-0.000000j), (-8.143318-0.000000j)
 (12.235000+0.000000j), (-0.015848-0.000000j), (-0.066557+0.000000j), (-8.159657-0.000000j)
 (12.236200+0.000000j), (-0.015805-0.000000j), (-0.066492+0.000000j), (-8.175953-0.000000j)
 (12.237500+0.000000j), (-0.015761-0.000000j), (-0.066426+0.000000j), (-8.192201-0.000000j)
 (12.238700+0.000000j), (-0.015714-0.000000j), (-0.066358+0.000000j), (-8.208393-0.000000j)
 (12.240000+0.000000j), (-0.015665-0.000000j), (-0.066291+0.000000j), (-8.224521-0.000000j)
 (12.241200+0.000000j), (-0.015614-0.000000j), (-0.066222+0.000000j), (-8.240579-0.000000j)
 (12.242500+0.000000j), (-0.015561-0.000000j), (-0.066153+0.000000j), (-8.256561-0.000000j)
 (12.243700+0.000000j), (-0.015505-0.000000j), (-0.066084+0.000000j), (-8.272461-0.000000j)
 (12.245000+0.000000j), (-0.015448-0.000000j), (-0.066014-0.000000j), (-8.288276-0.000000j)
 (12.246200+0.000000j), (-0.015389-0.000000j), (-0.065944-0.000000j), (-8.304000-0.000000j)
 (12.247500+0.000000j), (-0.015328-0.000000j), (-0.065874+0.000000j), (-8.319632-0.000000j)
 (12.248700+0.000000j), (-0.015265-0.000000j), (-0.065803+0.000000j), (-8.335167+0.000000j)
 (12.250000+0.000000j), (-0.015202-0.000000j), (-0.065733+0.000000j), (-8.350606-0.000000j)
 (12.251200+0.000000j), (-0.015136-0.000000j), (-0.065662+0.000000j), (-8.365946-0.000000j)
 (12.252500+0.000000j), (-0.015070-0.000000j), (-0.065591+0.000000j), (-8.381186+0.000000j)
 (12.253700+0.000000j), (-0.015002-0.000000j), (-0.065520+0.000000j), (-8.396328-0.000000j)
 (12.255000+0.000000j), (-0.014934-0.000000j), (-0.065448+0.000000j), (-8.411370-0.000000j)
 (12.256200+0.000000j), (-0.014864-0.000000j), (-0.065377+0.000000j), (-8.426314-0.000000j)
 (12.257500+0.000000j), (-0.014793-0.000000j), (-0.065305+0.000000j), (-8.441161-0.000000j)
 (12.258700+0.000000j), (-0.014721-0.000000j), (-0.065234+0.000000j), (-8.455912-0.000000j)
 (12.260000+0.000000j), (-0.014648-0.000000j), (-0.065162+0.000000j), (-8.470570-0.000000j)
 (12.261200+0.000000j), (-0.014573-0.000000j), (-0.065090+0.000000j), (-8.485137-0.000000j)
 (12.262500+0.000000j), (-0.014497-0.000000j), (-0.065017+0.000000j), (-8.499616-0.000000j)
 (12.263700+0.000000j), (-0.014420-0.000000j), (-0.064945+0.000000j), (-8.514008+0.000000j)
 (12.265000+0.000000j), (-0.014342-0.000000j), (-0.064872+0.000000j), (-8.528319-0.000000j)
 (12.266200+0.000000j), (-0.014263-0.000000j), (-0.064799+0.000000j), (-8.542552-0.000000j)
 (12.267500+0.000000j), (-0.014184-0.000000j), (-0.064726+0.000000j), (-8.556711-0.000000j)
 (12.268700+0.000000j), (-0.014103-0.000000j), (-0.064653+0.000000j), (-8.570800-0.000000j)
 (12.270000+0.000000j), (-0.014022-0.000000j), (-0.064579-0.000000j), (-8.584824-0.000000j)
 (12.271200+0.000000j), (-0.013941-0.000000j), (-0.064505+0.000000j), (-8.598787+0.000000j)
 (12.272500+0.000000j), (-0.013858-0.000000j), (-0.064431+0.000000j), (-8.612692-0.000000j)
 (12.273700+0.000000j), (-0.013776-0.000000j), (-0.064357+0.000000j), (-8.626543+0.000000j)
 (12.275000+0.000000j), (-0.013694-0.000000j), (-0.064282+0.000000j), (-8.640345-0.000000j)
 (12.276200+0.000000j), (-0.013611-0.000000j), (-0.064207+0.000000j), (-8.654103-0.000000j)
 (12.277500+0.000000j), (-0.013529-0.000000j), (-0.064132+0.000000j), (-8.667821-0.000000j)
 (12.278700+0.000000j), (-0.013448-0.000000j), (-0.064056+0.000000j), (-8.681504+0.000000j)
 (12.280000+0.000000j), (-0.013367-0.000000j), (-0.063980+0.000000j), (-8.695158-0.000000j)
 (12.281200+0.000000j), (-0.013287-0.000000j), (-0.063903+0.000000j), (-8.708786-0.000000j)
 (12.282500+0.000000j), (-0.013207-0.000000j), (-0.063826+0.000000j), (-8.722394-0.000000j)
 (12.283700+0.000000j), (-0.013129-0.000000j), (-0.063748+0.000000j), (-8.735988-0.000000j)
 (12.285000+0.000000j), (-0.013052-0.000000j), (-0.063669+0.000000j), (-8.749574-0.000000j)
 (12.286200+0.000000j), (-0.012977-0.000000j), (-0.063589+0.000000j), (-8.763157-0.000000j)
 (12.287500+0.000000j), (-0.012903-0.000000j), (-0.063508+0.000000j), (-8.776743-0.000000j)
 (12.288700+0.000000j), (-0.012830-0.000000j), (-0.063427+0.000000j), (-8.790337-0.000000j)
 (12.290000+0.000000j), (-0.012758-0.000000j), (-0.063344+0.000000j), (-8.803946-0.000000j)
 (12.291200+0.000000j), (-0.012688-0.000000j), (-0.063261+0.000000j), (-8.817576-0.000000j)
 (12.292500+0.000000j), (-0.012618-0.000000j), (-0.063176+0.000000j), (-8.831231+0.000000j)
 (12.293700+0.000000j), (-0.012550-0.000000j), (-0.063090+0.000000j), (-8.844919+0.000000j)
 (12.295000+0.000000j), (-0.012482-0.000000j), (-0.063003+0.000000j), (-8.858644-0.000000j)
 (12.296200+0.000000j), (-0.012416-0.000000j), (-0.062914+0.000000j), (-8.872414-0.000000j)
 (12.297500+0.000000j), (-0.012350-0.000000j), (-0.062824-0.000000j), (-8.886232-0.000000j)
 (12.298700+0.000000j), (-0.012285-0.000000j), (-0.062733+0.000000j), (-8.900105-0.000000j)
 (12.300000+0.000000j), (-0.012222-0.000000j), (-0.062640+0.000000j), (-8.914036-0.000000j)
 (12.301200+0.000000j), (-0.012159-0.000000j), (-0.062545-0.000000j), (-8.928030-0.000000j)
 (12.302500+0.000000j), (-0.012098-0.000000j), (-0.062449+0.000000j), (-8.942090-0.000000j)
 (12.303700+0.000000j), (-0.012039-0.000000j), (-0.062350-0.000000j), (-8.956218-0.000000j)
 (12.305000+0.000000j), (-0.011981-0.000000j), (-0.062251-0.000000j), (-8.970418-0.000000j)
 (12.306200+0.000000j), (-0.011925-0.000000j), (-0.062149+0.000000j), (-8.984692-0.000000j)
 (12.307500+0.000000j), (-0.011870-0.000000j), (-0.062046+0.000000j), (-8.999041-0.000000j)
 (12.308700+0.000000j), (-0.011818-0.000000j), (-0.061940+0.000000j), (-9.013467-0.000000j)
 (12.310000+0.000000j), (-0.011768-0.000000j), (-0.061834+0.000000j), (-9.027971-0.000000j)
 (12.311200+0.000000j), (-0.011719-0.000000j), (-0.061725+0.000000j), (-9.042556-0.000000j)
 (12.312500+0.000000j), (-0.011673-0.000000j), (-0.061614+0.000000j), (-9.057221-0.000000j)
 (12.313700+0.000000j), (-0.011629-0.000000j), (-0.061502+0.000000j), (-9.071970-0.000000j)
 (12.315000+0.000000j), (-0.011586-0.000000j), (-0.061389+0.000000j), (-9.086801-0.000000j)
 (12.316200+0.000000j), (-0.011546-0.000000j), (-0.061274+0.000000j), (-9.101716-0.000000j)
 (12.317500+0.000000j), (-0.011507-0.000000j), (-0.061157+0.000000j), (-9.116717-0.000000j)
 (12.318700+0.000000j), (-0.011469-0.000000j), (-0.061039-0.000000j), (-9.131802-0.000000j)
 (12.320000+0.000000j), (-0.011433-0.000000j), (-0.060920+0.000000j), (-9.146973-0.000000j)
 (12.321200+0.000000j), (-0.011399-0.000000j), (-0.060800+0.000000j), (-9.162229-0.000000j)
 (12.322500+0.000000j), (-0.011365-0.000000j), (-0.060679-0.000000j), (-9.177572-0.000000j)
 (12.323700+0.000000j), (-0.011332-0.000000j), (-0.060556-0.000000j), (-9.192999-0.000000j)
 (12.325000+0.000000j), (-0.011300-0.000000j), (-0.060433+0.000000j), (-9.208512-0.000000j)
 (12.326200+0.000000j), (-0.011268-0.000000j), (-0.060309+0.000000j), (-9.224108+0.000000j)
 (12.327500+0.000000j), (-0.011238-0.000000j), (-0.060184-0.000000j), (-9.239787-0.000000j)
 (12.328700+0.000000j), (-0.011207-0.000000j), (-0.060059+0.000000j), (-9.255546-0.000000j)
 (12.330000+0.000000j), (-0.011177-0.000000j), (-0.059934+0.000000j), (-9.271386-0.000000j)
