 (0.025000+0.000000j), (0.000000+0.000000j), (0.000000+0.000000j), (0.000000+0.000000j)
 (0.026250+0.000000j), (-0.000016+0.000000j), (-0.000044+0.000000j), (-0.077492+0.000000j)
 (0.027500+0.000000j), (-0.000043+0.000000j), (-0.000059+0.000000j), (-0.142371+0.000000j)
 (0.028750+0.000000j), (-0.000059+0.000000j), (-0.000076+0.000000j), (-0.211837+0.000000j)
 (0.030000+0.000000j), (-0.000072+0.000000j), (-0.000080+0.000000j), (-0.274581+0.000000j)
 (0.031250+0.000000j), (-0.000075+0.000000j), (-0.000085+0.000000j), (-0.338667+0.000000j)
 (0.032500+0.000000j), (-0.000079+0.000000j), (-0.000079+0.000000j), (-0.397340+0.000000j)
 (0.033750+0.000000j), (-0.000079+0.000000j), (-0.000072+0.000000j), (-0.456061+0.000000j)
 (0.035000+0.000000j), (-0.000082+0.000000j), (-0.000058+0.000000j), (-0.510112+0.000000j)
 (0.036250+0.000000j), (-0.000082+0.000000j), (-0.000042+0.000000j), (-0.563650+0.000000j)
 (0.037500+0.000000j), (-0.000081+0.000000j), (-0.000018-0.000000j), (-0.613098-0.000000j)
 (0.038750+0.000000j), (-0.000075+0.000000j), (0.000008-0.000000j), (-0.661805-0.000000j)
 (0.040000+0.000000j), (-0.000068+0.000000j), (0.000043+0.000000j), (-0.706899+0.000000j)
 (0.041250+0.000000j), (-0.000059+0.000000j), (0.000077+0.000000j), (-0.751181+0.000000j)
 (0.042500+0.000000j), (-0.000054+0.000000j), (0.000112+0.000000j), (-0.792285+0.000000j)
 (0.043750+0.000000j), (-0.000048+0.000000j), (0.000143+0.000000j), (-0.832539+0.000000j)
 (0.045000+0.000000j), (-0.000044+0.000000j), (0.000172+0.000000j), (-0.869831+0.000000j)
 (0.046250+0.000000j), (-0.000039+0.000000j), (0.000194+0.000000j), (-0.906167+0.000000j)
 (0.047500+0.000000j), (-0.000036+0.000000j), (0.000209+0.000000j), (-0.939620+0.000000j)
 (0.048750+0.000000j), (-0.000034+0.000000j), (0.000214+0.000000j), (-0.972032-0.000000j)
 (0.050000+0.000000j), (-0.000039+0.000000j), (0.000210+0.000000j), (-1.001732+0.000000j)
 (0.051250+0.000000j), (-0.000046+0.000000j), (0.000199+0.000000j), (-1.030428+0.000000j)
 (0.052500+0.000000j), (-0.000053+0.000000j), (0.000189+0.000000j), (-1.056674+0.000000j)
 (0.053750+0.000000j), (-0.000057+0.000000j), (0.000178+0.000000j), (-1.082050+0.000000j)
 (0.055000+0.000000j), (-0.000060+0.000000j), (0.000169+0.000000j), (-1.105292-0.000000j)
 (0.056250+0.000000j), (-0.000060+0.000000j), (0.000155+0.000000j), (-1.127854+0.000000j)
 (0.057500+0.000000j), (-0.000061+0.000000j), (0.000135+0.000000j), (-1.148605-0.000000j)
 (0.058750+0.000000j), (-0.000060+0.000000j), (0.000108+0.000000j), (-1.168837+0.000000j)
 (0.060000+0.000000j), (-0.000059+0.000000j), (0.000082-0.000000j), (-1.187440+0.000000j)
 (0.061250+0.000000j), (-0.000058+0.000000j), (0.000056-0.000000j), (-1.205580-0.000000j)
 (0.062500+0.000000j), (-0.000061+0.000000j), (0.000037+0.000000j), (-1.222186+0.000000j)
 (0.063750+0.000000j), (-0.000068+0.000000j), (0.000022+0.000000j), (-1.238347+0.000000j)
 (0.065000+0.000000j), (-0.000079+0.000000j), (0.000011+0.000000j), (-1.253065+0.000000j)
 (0.066250+0.000000j), (-0.000091+0.000000j), (0.000002-0.000000j), (-1.267363+0.000000j)
 (0.067500+0.000000j), (-0.000101+0.000000j), (-0.000004+0.000000j), (-1.280311+0.000000j)
 (0.068750+0.000000j), (-0.000109-0.000000j), (-0.000010-0.000000j), (-1.292852-0.000000j)
 (0.070000+0.000000j), (-0.000115+0.000000j), (-0.000012+0.000000j), (-1.304064+0.000000j)
 (0.071250+0.000000j), (-0.000121+0.000000j), (-0.000012+0.000000j), (-1.314840+0.000000j)
 (0.072500+0.000000j), (-0.000130+0.000000j), (-0.000005-0.000000j), (-1.324305+0.000000j)
 (0.073750+0.000000j), (-0.000140+0.000000j), (0.000006+0.000000j), (-1.333348+0.000000j)
 (0.075000+0.000000j), (-0.000151+0.000000j), (0.000021+0.000000j), (-1.341222+0.000000j)
 (0.076250+0.000000j), (-0.000160+0.000000j), (0.000036+0.000000j), (-1.348807+0.000000j)
 (0.077500+0.000000j), (-0.000165+0.000000j), (0.000051+0.000000j), (-1.355426+0.000000j)
 (0.078750+0.000000j), (-0.000166+0.000000j), (0.000065+0.000000j), (-1.361924+0.000000j)
 (0.080000+0.000000j), (-0.000167+0.000000j), (0.000080+0.000000j), (-1.367664+0.000000j)
 (0.081250+0.000000j), (-0.000167+0.000000j), (0.000096+0.000000j), (-1.373427+0.000000j)
 (0.082500+0.000000j), (-0.000163+0.000000j), (0.000113-0.000000j), (-1.378563-0.000000j)
 (0.083750+0.000000j), (-0.000158+0.000000j), (0.000129+0.000000j), (-1.383786+0.000000j)
 (0.085000+0.000000j), (-0.000152+0.000000j), (0.000148+0.000000j), (-1.388432+0.000000j)
 (0.086250+0.000000j), (-0.000147+0.000000j), (0.000168+0.000000j), (-1.393163+0.000000j)
 (0.087500+0.000000j), (-0.000145+0.000000j), (0.000185-0.000000j), (-1.397315-0.000000j)
 (0.088750+0.000000j), (-0.000144+0.000000j), (0.000197+0.000000j), (-1.401524+0.000000j)
 (0.090000+0.000000j), (-0.000145+0.000000j), (0.000205+0.000000j), (-1.405173+0.000000j)
 (0.091250+0.000000j), (-0.000147+0.000000j), (0.000209+0.000000j), (-1.408892+0.000000j)
 (0.092500+0.000000j), (-0.000153+0.000000j), (0.000211-0.000000j), (-1.412120-0.000000j)
 (0.093750+0.000000j), (-0.000160+0.000000j), (0.000208-0.000000j), (-1.415478+0.000000j)
 (0.095000+0.000000j), (-0.000162+0.000000j), (0.000201+0.000000j), (-1.418424-0.000000j)
 (0.096250+0.000000j), (-0.000157+0.000000j), (0.000188+0.000000j), (-1.421550+0.000000j)
 (0.097500+0.000000j), (-0.000150+0.000000j), (0.000176+0.000000j), (-1.424307+0.000000j)
 (0.098750+0.000000j), (-0.000142+0.000000j), (0.000164+0.000000j), (-1.427242+0.000000j)
 (0.100000+0.000000j), (-0.000132+0.000000j), (0.000154+0.000000j), (-1.429786+0.000000j)
 (0.101250+0.000000j), (-0.000123+0.000000j), (0.000143+0.000000j), (-1.432460+0.000000j)
 (0.102500+0.000000j), (-0.000114+0.000000j), (0.000135+0.000000j), (-1.434752+0.000000j)
 (0.103750+0.000000j), (-0.000104+0.000000j), (0.000129+0.000000j), (-1.437184+0.000000j)
 (0.105000+0.000000j), (-0.000096+0.000000j), (0.000126+0.000000j), (-1.439261+0.000000j)
 (0.106250+0.000000j), (-0.000088+0.000000j), (0.000124+0.000000j), (-1.441481+0.000000j)
 (0.107500+0.000000j), (-0.000081+0.000000j), (0.000123+0.000000j), (-1.443315+0.000000j)
 (0.108750+0.000000j), (-0.000074+0.000000j), (0.000121+0.000000j), (-1.445221+0.000000j)
 (0.110000+0.000000j), (-0.000073+0.000000j), (0.000121+0.000000j), (-1.446711+0.000000j)
 (0.111250+0.000000j), (-0.000079+0.000000j), (0.000123+0.000000j), (-1.448244+0.000000j)
 (0.112500+0.000000j), (-0.000088+0.000000j), (0.000128+0.000000j), (-1.449379+0.000000j)
 (0.113750+0.000000j), (-0.000096+0.000000j), (0.000134+0.000000j), (-1.450584+0.000000j)
 (0.115000+0.000000j), (-0.000101+0.000000j), (0.000141+0.000000j), (-1.451436+0.000000j)
 (0.116250+0.000000j), (-0.000099+0.000000j), (0.000144+0.000000j), (-1.452398+0.000000j)
 (0.117500+0.000000j), (-0.000092+0.000000j), (0.000145+0.000000j), (-1.453062+0.000000j)
 (0.118750+0.000000j), (-0.000080+0.000000j), (0.000142+0.000000j), (-1.453890+0.000000j)
 (0.120000+0.000000j), (-0.000069+0.000000j), (0.000137+0.000000j), (-1.454515+0.000000j)
 (0.121250+0.000000j), (-0.000061+0.000000j), (0.000133+0.000000j), (-1.455402+0.000000j)
 (0.122500+0.000000j), (-0.000057+0.000000j), (0.000135+0.000000j), (-1.456152+0.000000j)
 (0.123750+0.000000j), (-0.000056+0.000000j), (0.000146+0.000000j), (-1.457192+0.000000j)
 (0.125000+0.000000j), (-0.000058+0.000000j), (0.000160+0.000000j), (-1.458055+0.000000j)
 (0.126250+0.000000j), (-0.000060+0.000000j), (0.000173+0.000000j), (-1.459108+0.000000j)
 (0.127500+0.000000j), (-0.000061+0.000000j), (0.000184+0.000000j), (-1.459951+0.000000j)
 (0.128750+0.000000j), (-0.000060+0.000000j), (0.000189+0.000000j), (-1.460969+0.000000j)
 (0.130000+0.000000j), (-0.000058+0.000000j), (0.000193+0.000000j), (-1.461808+0.000000j)
 (0.131250+0.000000j), (-0.000056+0.000000j), (0.000196+0.000000j), (-1.462870+0.000000j)
 (0.132500+0.000000j), (-0.000053+0.000000j), (0.000195-0.000000j), (-1.463756+0.000000j)
 (0.133750+0.000000j), (-0.000048+0.000000j), (0.000188+0.000000j), (-1.464829+0.000000j)
 (0.135000+0.000000j), (-0.000045+0.000000j), (0.000178-0.000000j), (-1.465706+0.000000j)
 (0.136250+0.000000j), (-0.000042+0.000000j), (0.000166+0.000000j), (-1.466740+0.000000j)
 (0.137500+0.000000j), (-0.000039+0.000000j), (0.000155+0.000000j), (-1.467570+0.000000j)
 (0.138750+0.000000j), (-0.000034+0.000000j), (0.000146+0.000000j), (-1.468548-0.000000j)
 (0.140000+0.000000j), (-0.000028+0.000000j), (0.000140+0.000000j), (-1.469316+0.000000j)
 (0.141250+0.000000j), (-0.000018+0.000000j), (0.000138+0.000000j), (-1.470215+0.000000j)
 (0.142500+0.000000j), (-0.000008+0.000000j), (0.000137+0.000000j), (-1.470905+0.000000j)
 (0.143750+0.000000j), (0.000001+0.000000j), (0.000134+0.000000j), (-1.471728+0.000000j)
 (0.145000+0.000000j), (0.000007+0.000000j), (0.000132+0.000000j), (-1.472345+0.000000j)
 (0.146250+0.000000j), (0.000013+0.000000j), (0.000127+0.000000j), (-1.473086+0.000000j)
 (0.147500+0.000000j), (0.000016+0.000000j), (0.000124+0.000000j), (-1.473603+0.000000j)
 (0.148750+0.000000j), (0.000016+0.000000j), (0.000122+0.000000j), (-1.474202+0.000000j)
 (0.150000+0.000000j), (0.000013+0.000000j), (0.000122+0.000000j), (-1.474544+0.000000j)
 (0.151250+0.000000j), (0.000007+0.000000j), (0.000120-0.000000j), (-1.474921+0.000000j)
 (0.152500+0.000000j), (0.000001+0.000000j), (0.000118+0.000000j), (-1.475040+0.000000j)
