 (11.876800+0.000000j), (-0.222182-0.000000j), (7.295265+0.000000j), (-18.467570+0.000000j)
 (11.878000+0.000000j), (1.477626-0.000000j), (6.454896+0.000000j), (-18.060417+0.000000j)
 (11.879300+0.000000j), (1.525388-0.000000j), (6.451299+0.000000j), (-16.478432-0.000000j)
 (11.880500+0.000000j), (1.862561-0.000000j), (7.442130+0.000000j), (-14.847165+0.000000j)
 (11.881800+0.000000j), (1.809526-0.000000j), (6.764965-0.000000j), (-14.074160+0.000000j)
 (11.883000+0.000000j), (2.212633+0.000000j), (5.857562-0.000000j), (-13.928132-0.000000j)
 (11.884300+0.000000j), (1.868948+0.000000j), (5.756309+0.000000j), (-12.879314+0.000000j)
 (11.885500+0.000000j), (1.213295-0.000000j), (6.096831-0.000000j), (-11.931959-0.000000j)
 (11.886800+0.000000j), (1.412515+0.000000j), (5.944777-0.000000j), (-10.369148+0.000000j)
 (11.888100+0.000000j), (2.091246-0.000000j), (5.738849-0.000000j), (-7.153826-0.000000j)
 (11.889300+0.000000j), (2.087264+0.000000j), (6.004470-0.000000j), (-6.899648+0.000000j)
 (11.890600+0.000000j), (2.173144-0.000000j), (7.311846+0.000000j), (-5.827557-0.000000j)
 (11.891800+0.000000j), (1.933020+0.000000j), (6.959712-0.000000j), (-6.661153-0.000000j)
 (11.893100+0.000000j), (1.198652+0.000000j), (6.515133+0.000000j), (-7.434619+0.000000j)
 (11.894300+0.000000j), (1.465636-0.000000j), (6.261073+0.000000j), (-8.686093-0.000000j)
 (11.895600+0.000000j), (2.358427+0.000000j), (6.860379-0.000000j), (-10.880449+0.000000j)
 (11.896800+0.000000j), (2.242739-0.000000j), (6.061379+0.000000j), (-11.214528+0.000000j)
 (11.898100+0.000000j), (1.165691+0.000000j), (4.510173+0.000000j), (-10.832647-0.000000j)
 (11.899300+0.000000j), (1.687329-0.000000j), (4.167947-0.000000j), (-11.071259-0.000000j)
 (11.900600+0.000000j), (3.435665+0.000000j), (4.662013+0.000000j), (-11.295802-0.000000j)
 (11.901800+0.000000j), (3.475107-0.000000j), (4.139310-0.000000j), (-12.007034+0.000000j)
 (11.903100+0.000000j), (2.449637-0.000000j), (2.947645+0.000000j), (-13.984576+0.000000j)
 (11.904300+0.000000j), (2.656597-0.000000j), (2.655577+0.000000j), (-14.104706-0.000000j)
 (11.905600+0.000000j), (3.450567+0.000000j), (2.753765-0.000000j), (-13.750681+0.000000j)
 (11.906800+0.000000j), (3.754866-0.000000j), (2.730719-0.000000j), (-13.311066-0.000000j)
 (11.908100+0.000000j), (3.796946+0.000000j), (3.046649+0.000000j), (-12.299071+0.000000j)
 (11.909300+0.000000j), (4.226429-0.000000j), (2.893673-0.000000j), (-12.035288-0.000000j)
 (11.910600+0.000000j), (5.194744+0.000000j), (2.539937+0.000000j), (-12.148234-0.000000j)
 (11.911800+0.000000j), (5.635776+0.000000j), (2.296773+0.000000j), (-11.923494+0.000000j)
 (11.913100+0.000000j), (6.224974-0.000000j), (1.882318+0.000000j), (-10.980256-0.000000j)
 (11.914300+0.000000j), (6.264962+0.000000j), (1.957036-0.000000j), (-11.138744+0.000000j)
 (11.915600+0.000000j), (5.540055+0.000000j), (2.856572+0.000000j), (-12.397566-0.000000j)
 (11.916800+0.000000j), (5.493648+0.000000j), (3.145573-0.000000j), (-12.938336-0.000000j)
 (11.918100+0.000000j), (6.006176-0.000000j), (3.855688+0.000000j), (-13.686911+0.000000j)
 (11.919300+0.000000j), (5.829155-0.000000j), (3.700633+0.000000j), (-13.972705-0.000000j)
 (11.920600+0.000000j), (4.543004+0.000000j), (2.437479-0.000000j), (-13.892156+0.000000j)
 (11.921900+0.000000j), (4.053072-0.000000j), (2.003812+0.000000j), (-13.871107-0.000000j)
 (11.923100+0.000000j), (3.518031+0.000000j), (2.207158-0.000000j), (-13.728869-0.000000j)
 (11.924400+0.000000j), (3.215681-0.000000j), (1.945634+0.000000j), (-13.188186-0.000000j)
 (11.925600+0.000000j), (2.825888-0.000000j), (1.469644+0.000000j), (-10.634903+0.000000j)
 (11.926900+0.000000j), (2.799179+0.000000j), (0.905854-0.000000j), (-9.890107-0.000000j)
 (11.928100+0.000000j), (3.426994+0.000000j), (-0.150927+0.000000j), (-10.803699-0.000000j)
 (11.929400+0.000000j), (3.824569-0.000000j), (-0.897490+0.000000j), (-10.801914+0.000000j)
 (11.930600+0.000000j), (4.522039+0.000000j), (-1.462657-0.000000j), (-9.832380-0.000000j)
 (11.931900+0.000000j), (5.053188-0.000000j), (-1.896598+0.000000j), (-10.098044+0.000000j)
 (11.933100+0.000000j), (5.450113+0.000000j), (-1.003143+0.000000j), (-13.404800-0.000000j)
 (11.934400+0.000000j), (5.941633-0.000000j), (-0.810172-0.000000j), (-15.250511-0.000000j)
 (11.935600+0.000000j), (6.107078+0.000000j), (0.293584+0.000000j), (-17.564746+0.000000j)
 (11.936900+0.000000j), (6.451421-0.000000j), (0.827273-0.000000j), (-19.218963-0.000000j)
 (11.938100+0.000000j), (5.768295+0.000000j), (2.209276-0.000000j), (-18.216773-0.000000j)
 (11.939400+0.000000j), (5.792079-0.000000j), (2.936055+0.000000j), (-18.471056+0.000000j)
 (11.940600+0.000000j), (5.450253-0.000000j), (3.342662-0.000000j), (-15.969150-0.000000j)
 (11.941900+0.000000j), (5.335992+0.000000j), (3.733281+0.000000j), (-15.238817-0.000000j)
 (11.943100+0.000000j), (3.338345-0.000000j), (3.563339+0.000000j), (-13.799912+0.000000j)
 (11.944400+0.000000j), (2.575432-0.000000j), (3.817787-0.000000j), (-13.167574-0.000000j)
 (11.945600+0.000000j), (2.763112-0.000000j), (5.600743-0.000000j), (-12.634900-0.000000j)
 (11.946900+0.000000j), (2.610633+0.000000j), (6.622477+0.000000j), (-12.253189-0.000000j)
 (11.948100+0.000000j), (0.951409-0.000000j), (6.186126-0.000000j), (-10.622863+0.000000j)
 (11.949400+0.000000j), (-0.006294-0.000000j), (6.581400-0.000000j), (-9.710257-0.000000j)
 (11.950600+0.000000j), (-1.322376+0.000000j), (7.959073+0.000000j), (-8.529718+0.000000j)
 (11.951900+0.000000j), (-2.442320-0.000000j), (9.155856+0.000000j), (-7.650391-0.000000j)
 (11.953200+0.000000j), (-2.367933+0.000000j), (8.938257-0.000000j), (-7.940087-0.000000j)
 (11.954400+0.000000j), (-2.967755+0.000000j), (9.637129+0.000000j), (-7.842409+0.000000j)
 (11.955700+0.000000j), (-3.836092-0.000000j), (8.722133-0.000000j), (-7.400816+0.000000j)
 (11.956900+0.000000j), (-4.863705+0.000000j), (8.962572-0.000000j), (-7.161644+0.000000j)
 (11.958200+0.000000j), (-4.523927+0.000000j), (9.395193+0.000000j), (-4.754949-0.000000j)
 (11.959400+0.000000j), (-5.074967+0.000000j), (10.318148-0.000000j), (-3.243311+0.000000j)
 (11.960700+0.000000j), (-5.259609+0.000000j), (8.851124+0.000000j), (-3.183567-0.000000j)
 (11.961900+0.000000j), (-6.013036-0.000000j), (8.920413-0.000000j), (-2.491095-0.000000j)
 (11.963200+0.000000j), (-5.138305+0.000000j), (7.940659+0.000000j), (-1.031297+0.000000j)
 (11.964400+0.000000j), (-5.276458-0.000000j), (7.957736-0.000000j), (0.474971+0.000000j)
 (11.965700+0.000000j), (-5.954005-0.000000j), (5.543766+0.000000j), (2.235795-0.000000j)
 (11.966900+0.000000j), (-7.035495+0.000000j), (4.241925+0.000000j), (4.817270+0.000000j)
 (11.968200+0.000000j), (-5.766248-0.000000j), (3.117325-0.000000j), (6.460585-0.000000j)
 (11.969400+0.000000j), (-5.909572+0.000000j), (1.701407-0.000000j), (10.480364+0.000000j)
 (11.970700+0.000000j), (-5.526306+0.000000j), (1.267461-0.000000j), (5.914833-0.000000j)
 (11.971900+0.000000j), (-5.983845+0.000000j), (-0.190648+0.000000j), (6.202775-0.000000j)
 (11.973200+0.000000j), (-4.418328-0.000000j), (1.022589-0.000000j), (3.706764+0.000000j)
 (11.974400+0.000000j), (-3.890947+0.000000j), (0.722012-0.000000j), (3.562551-0.000000j)
 (11.975700+0.000000j), (-4.505666+0.000000j), (1.778174-0.000000j), (1.510063-0.000000j)
 (11.976900+0.000000j), (-5.593093-0.000000j), (2.198449+0.000000j), (0.965158+0.000000j)
 (11.978200+0.000000j), (-3.013663+0.000000j), (2.405001-0.000000j), (-1.019676+0.000000j)
 (11.979400+0.000000j), (-1.970401-0.000000j), (2.897715+0.000000j), (-2.394129-0.000000j)
 (11.980700+0.000000j), (-1.238279+0.000000j), (1.773481-0.000000j), (-2.101171-0.000000j)
 (11.981900+0.000000j), (-0.461524-0.000000j), (0.997742-0.000000j), (-1.975543+0.000000j)
 (11.983200+0.000000j), (0.206468+0.000000j), (1.482183-0.000000j), (-2.993369-0.000000j)
 (11.984400+0.000000j), (1.117501-0.000000j), (1.519208+0.000000j), (-3.253614+0.000000j)
 (11.985700+0.000000j), (1.619289-0.000000j), (1.054716+0.000000j), (-3.751134+0.000000j)
 (11.987000+0.000000j), (2.720235+0.000000j), (0.380325+0.000000j), (-3.225948-0.000000j)
 (11.988200+0.000000j), (3.265784+0.000000j), (0.519148-0.000000j), (-5.517001-0.000000j)
 (11.989500+0.000000j), (5.206467-0.000000j), (-0.408257+0.000000j), (-6.258022+0.000000j)
 (11.990700+0.000000j), (4.026935+0.000000j), (1.211193+0.000000j), (-8.569003+0.000000j)
 (11.992000+0.000000j), (4.979242+0.000000j), (1.942667-0.000000j), (-10.691220-0.000000j)
 (11.993200+0.000000j), (4.119044-0.000000j), (1.837027+0.000000j), (-11.988362+0.000000j)
 (11.994500+0.000000j), (4.948682+0.000000j), (1.657124-0.000000j), (-15.141772-0.000000j)
 (11.995700+0.000000j), (4.205401-0.000000j), (2.903350+0.000000j), (-14.553489+0.000000j)
 (11.997000+0.000000j), (5.495725+0.000000j), (4.350818-0.000000j), (-17.310791+0.000000j)
 (11.998200+0.000000j), (3.417177-0.000000j), (3.907156+0.000000j), (-16.365965+0.000000j)
 (11.999500+0.000000j), (3.205107-0.000000j), (4.918369+0.000000j), (-19.985226+0.000000j)
 (12.000700+0.000000j), (2.391644-0.000000j), (4.619125-0.000000j), (-16.033342-0.000000j)
 (12.002000+0.000000j), (2.868284-0.000000j), (6.649838-0.000000j), (-16.124306-0.000000j)
 (12.003200+0.000000j), (0.728397+0.000000j), (4.199470-0.000000j), (-15.038250+0.000000j)
 (12.004500+0.000000j), (-0.939412-0.000000j), (4.271776+0.000000j), (-16.030515+0.000000j)
 (12.005700+0.000000j), (-1.049601-0.000000j), (2.954027+0.000000j), (-14.400162-0.000000j)
 (12.007000+0.000000j), (-2.631448+0.000000j), (3.093897+0.000000j), (-15.032878-0.000000j)
 (12.008200+0.000000j), (-1.853045+0.000000j), (1.347587+0.000000j), (-13.459048+0.000000j)
 (12.009500+0.000000j), (-2.858751+0.000000j), (0.188541-0.000000j), (-13.678765+0.000000j)
 (12.010700+0.000000j), (-1.907398-0.000000j), (-0.480114+0.000000j), (-12.316049-0.000000j)
 (12.012000+0.000000j), (-2.500988-0.000000j), (-2.409905+0.000000j), (-11.828896+0.000000j)
 (12.013200+0.000000j), (-1.209053+0.000000j), (-1.434229-0.000000j), (-11.491185-0.000000j)
 (12.014500+0.000000j), (0.100643-0.000000j), (-2.129258+0.000000j), (-11.712406+0.000000j)
 (12.015700+0.000000j), (-0.705584+0.000000j), (-1.292565-0.000000j), (-11.072666-0.000000j)
 (12.017000+0.000000j), (-0.371396+0.000000j), (-0.072882-0.000000j), (-11.529191-0.000000j)
 (12.018200+0.000000j), (-1.130765+0.000000j), (-1.769245+0.000000j), (-10.571314-0.000000j)
 (12.019500+0.000000j), (-1.535496-0.000000j), (-2.819457+0.000000j), (-10.927735+0.000000j)
 (12.020800+0.000000j), (-1.685589-0.000000j), (-3.265111-0.000000j), (-9.987471-0.000000j)
 (12.022000+0.000000j), (-1.710078+0.000000j), (-4.444599-0.000000j), (-10.922280+0.000000j)
 (12.023300+0.000000j), (-2.237860-0.000000j), (-4.751493+0.000000j), (-9.055309-0.000000j)
 (12.024500+0.000000j), (-2.058024+0.000000j), (-7.101226-0.000000j), (-10.026565+0.000000j)
 (12.025800+0.000000j), (-4.105129-0.000000j), (-5.731085+0.000000j), (-6.385932-0.000000j)
 (12.027000+0.000000j), (-8.644369-0.000000j), (-6.965571-0.000000j), (-3.362225-0.000000j)
 (12.028300+0.000000j), (-5.521987-0.000000j), (-5.505888+0.000000j), (-2.471131-0.000000j)
 (12.029500+0.000000j), (-5.562002+0.000000j), (-5.805119-0.000000j), (1.214694+0.000000j)
 (12.030800+0.000000j), (-4.597107+0.000000j), (-4.734670+0.000000j), (0.067232-0.000000j)
 (12.032000+0.000000j), (-5.891948-0.000000j), (-4.270645+0.000000j), (3.461386+0.000000j)
 (12.033300+0.000000j), (-3.728617+0.000000j), (-4.086768-0.000000j), (0.037258+0.000000j)
 (12.034500+0.000000j), (-3.487672-0.000000j), (-3.886489+0.000000j), (-1.007264-0.000000j)
 (12.035800+0.000000j), (-1.705977+0.000000j), (-4.172755-0.000000j), (-1.713025+0.000000j)
 (12.037000+0.000000j), (-0.342597-0.000000j), (-5.137140+0.000000j), (-2.065195-0.000000j)
 (12.038300+0.000000j), (0.257787+0.000000j), (-4.397234-0.000000j), (-2.221705-0.000000j)
 (12.039500+0.000000j), (0.692345-0.000000j), (-4.393708-0.000000j), (-1.951581+0.000000j)
 (12.040800+0.000000j), (1.951822-0.000000j), (-3.822695+0.000000j), (-2.492419+0.000000j)
 (12.042000+0.000000j), (3.723566-0.000000j), (-2.698609+0.000000j), (-3.161486+0.000000j)
 (12.043300+0.000000j), (4.300195+0.000000j), (-3.864178-0.000000j), (-2.625433-0.000000j)
 (12.044500+0.000000j), (6.919779+0.000000j), (-5.270556-0.000000j), (-1.588992+0.000000j)
 (12.045800+0.000000j), (5.870241+0.000000j), (-5.331957-0.000000j), (-2.148735-0.000000j)
 (12.047000+0.000000j), (6.771374-0.000000j), (-6.669971+0.000000j), (-2.463454+0.000000j)
 (12.048300+0.000000j), (5.952693-0.000000j), (-6.230458+0.000000j), (-1.897162-0.000000j)
 (12.049500+0.000000j), (6.772056+0.000000j), (-7.834146-0.000000j), (0.746729-0.000000j)
 (12.050800+0.000000j), (5.736339+0.000000j), (-6.520852-0.000000j), (-1.352306-0.000000j)
 (12.052100+0.000000j), (5.661862+0.000000j), (-7.808124-0.000000j), (-1.381617+0.000000j)
 (12.053300+0.000000j), (5.258068-0.000000j), (-5.103626+0.000000j), (-4.058689-0.000000j)
 (12.054600+0.000000j), (6.150904-0.000000j), (-2.958353-0.000000j), (-7.279798-0.000000j)
 (12.055800+0.000000j), (5.014023-0.000000j), (-2.093052-0.000000j), (-7.679171+0.000000j)
 (12.057100+0.000000j), (4.944857+0.000000j), (-1.438470+0.000000j), (-9.223583-0.000000j)
 (12.058300+0.000000j), (3.496995+0.000000j), (-0.396800+0.000000j), (-9.212795+0.000000j)
 (12.059600+0.000000j), (1.407437+0.000000j), (1.162911-0.000000j), (-9.989347-0.000000j)
 (12.060800+0.000000j), (1.764737-0.000000j), (1.661626-0.000000j), (-10.593418+0.000000j)
 (12.062100+0.000000j), (2.134358+0.000000j), (3.113488+0.000000j), (-12.978563+0.000000j)
 (12.063300+0.000000j), (1.911373-0.000000j), (3.272201-0.000000j), (-12.586110-0.000000j)
 (12.064600+0.000000j), (1.048494+0.000000j), (5.256365-0.000000j), (-13.440347-0.000000j)
 (12.065800+0.000000j), (1.682116-0.000000j), (4.097524-0.000000j), (-13.976708-0.000000j)
 (12.067100+0.000000j), (2.774498-0.000000j), (3.549061+0.000000j), (-18.350000+0.000000j)
 (12.068300+0.000000j), (2.434622+0.000000j), (3.323877-0.000000j), (-16.199122-0.000000j)
 (12.069600+0.000000j), (1.313511-0.000000j), (5.068264+0.000000j), (-16.679782-0.000000j)
 (12.070800+0.000000j), (2.241797-0.000000j), (3.364955+0.000000j), (-14.269427-0.000000j)
 (12.072100+0.000000j), (3.817317+0.000000j), (2.400652-0.000000j), (-14.329652+0.000000j)
 (12.073300+0.000000j), (4.327278-0.000000j), (0.581820+0.000000j), (-11.411216-0.000000j)
 (12.074600+0.000000j), (6.285647-0.000000j), (-1.397968+0.000000j), (-9.716718+0.000000j)
 (12.075800+0.000000j), (5.525990+0.000000j), (-2.733856-0.000000j), (-6.983959-0.000000j)
 (12.077100+0.000000j), (5.536813+0.000000j), (-4.972731-0.000000j), (-4.302980+0.000000j)
 (12.078300+0.000000j), (4.399115-0.000000j), (-5.514912-0.000000j), (-2.518294-0.000000j)
 (12.079600+0.000000j), (3.297616-0.000000j), (-6.960235-0.000000j), (-0.772457+0.000000j)
 (12.080800+0.000000j), (2.796950+0.000000j), (-7.084284+0.000000j), (0.531934-0.000000j)
 (12.082100+0.000000j), (3.404906+0.000000j), (-8.295357-0.000000j), (2.094662-0.000000j)
 (12.083300+0.000000j), (1.931554+0.000000j), (-8.011308+0.000000j), (2.835287+0.000000j)
 (12.084600+0.000000j), (-0.958442-0.000000j), (-8.734881-0.000000j), (2.930330-0.000000j)
 (12.085900+0.000000j), (-1.177960+0.000000j), (-7.980280+0.000000j), (4.344492+0.000000j)
 (12.087100+0.000000j), (-0.873295-0.000000j), (-7.553162-0.000000j), (6.920907-0.000000j)
 (12.088400+0.000000j), (-1.144216+0.000000j), (-6.965885-0.000000j), (7.391753+0.000000j)
 (12.089600+0.000000j), (-2.080470-0.000000j), (-7.263536+0.000000j), (7.082084-0.000000j)
 (12.090900+0.000000j), (-2.086244+0.000000j), (-6.363287+0.000000j), (7.659129+0.000000j)
 (12.092100+0.000000j), (-2.586468+0.000000j), (-5.554287-0.000000j), (8.185469-0.000000j)
 (12.093400+0.000000j), (-1.885836-0.000000j), (-4.460473+0.000000j), (8.759164+0.000000j)
 (12.094600+0.000000j), (-0.640302-0.000000j), (-2.728867-0.000000j), (7.984647+0.000000j)
 (12.095900+0.000000j), (0.161850-0.000000j), (-2.361733+0.000000j), (9.736942+0.000000j)
 (12.097100+0.000000j), (1.185626+0.000000j), (-2.810297-0.000000j), (12.374460-0.000000j)
 (12.098400+0.000000j), (2.099864-0.000000j), (-2.454999+0.000000j), (14.601318-0.000000j)
 (12.099600+0.000000j), (4.250769+0.000000j), (-1.655931-0.000000j), (17.160190-0.000000j)
 (12.100900+0.000000j), (4.586925+0.000000j), (-1.524378+0.000000j), (19.534954+0.000000j)
 (12.102100+0.000000j), (4.851286-0.000000j), (-1.788987+0.000000j), (22.836841+0.000000j)
 (12.103400+0.000000j), (4.895202-0.000000j), (-1.879383-0.000000j), (25.178063-0.000000j)
 (12.104600+0.000000j), (6.193386+0.000000j), (-2.008328+0.000000j), (28.717176+0.000000j)
 (12.105900+0.000000j), (5.259101-0.000000j), (-2.525555+0.000000j), (30.279005+0.000000j)
 (12.107100+0.000000j), (2.865613-0.000000j), (-4.571447-0.000000j), (31.232541-0.000000j)
 (12.108400+0.000000j), (1.369037-0.000000j), (-4.708845+0.000000j), (32.453005+0.000000j)
 (12.109600+0.000000j), (-0.213260-0.000000j), (-4.121336-0.000000j), (34.479754-0.000000j)
 (12.110900+0.000000j), (-1.658280+0.000000j), (-3.712827-0.000000j), (35.556713+0.000000j)
 (12.112100+0.000000j), (-3.506350-0.000000j), (-3.244740-0.000000j), (36.855114+0.000000j)
 (12.113400+0.000000j), (-4.902209-0.000000j), (-2.836901+0.000000j), (37.149765-0.000000j)
 (12.114600+0.000000j), (-6.632009-0.000000j), (-2.605015-0.000000j), (36.159809-0.000000j)
 (12.115900+0.000000j), (-7.538127+0.000000j), (-2.270162+0.000000j), (35.793239+0.000000j)
 (12.117100+0.000000j), (-7.349522-0.000000j), (-2.290522+0.000000j), (35.113680-0.000000j)
 (12.118400+0.000000j), (-7.766060+0.000000j), (-1.846372+0.000000j), (34.013448-0.000000j)
 (12.119700+0.000000j), (-7.963910-0.000000j), (-1.279941+0.000000j), (29.734876+0.000000j)
 (12.120900+0.000000j), (-8.235646-0.000000j), (-0.413238-0.000000j), (28.618612-0.000000j)
 (12.122200+0.000000j), (-7.516097+0.000000j), (1.120594-0.000000j), (29.498276-0.000000j)
 (12.123400+0.000000j), (-7.884327-0.000000j), (2.472201-0.000000j), (29.935770+0.000000j)
 (12.124700+0.000000j), (-9.132190+0.000000j), (4.568097-0.000000j), (31.263746-0.000000j)
 (12.125900+0.000000j), (-10.165289-0.000000j), (5.818056+0.000000j), (32.115382-0.000000j)
 (12.127200+0.000000j), (-11.383073-0.000000j), (5.486728-0.000000j), (32.805608+0.000000j)
 (12.128400+0.000000j), (-12.756562+0.000000j), (5.770114+0.000000j), (33.588372+0.000000j)
 (12.129700+0.000000j), (-14.701986-0.000000j), (4.156481-0.000000j), (33.802160-0.000000j)
 (12.130900+0.000000j), (-16.367438-0.000000j), (3.928184+0.000000j), (34.434291+0.000000j)
 (12.132200+0.000000j), (-17.013964+0.000000j), (3.657683+0.000000j), (34.211122-0.000000j)
 (12.133400+0.000000j), (-18.554340+0.000000j), (3.426394-0.000000j), (34.739088+0.000000j)
 (12.134700+0.000000j), (-20.033132+0.000000j), (0.994933-0.000000j), (34.745134-0.000000j)
 (12.135900+0.000000j), (-21.864554-0.000000j), (0.092543-0.000000j), (35.336228+0.000000j)
 (12.137200+0.000000j), (-21.863489+0.000000j), (-0.090081+0.000000j), (34.840652+0.000000j)
 (12.138400+0.000000j), (-23.202376-0.000000j), (-0.556043+0.000000j), (35.406379-0.000000j)
 (12.139700+0.000000j), (-22.001364+0.000000j), (-2.550984-0.000000j), (35.746513+0.000000j)
 (12.140900+0.000000j), (-22.671767-0.000000j), (-3.628347+0.000000j), (36.605218-0.000000j)
 (12.142200+0.000000j), (-20.408182+0.000000j), (-3.879447-0.000000j), (35.297605+0.000000j)
 (12.143400+0.000000j), (-20.354992+0.000000j), (-4.378761+0.000000j), (35.582813-0.000000j)
 (12.144700+0.000000j), (-17.971688-0.000000j), (-4.149368-0.000000j), (34.470871+0.000000j)
 (12.145900+0.000000j), (-17.430752+0.000000j), (-4.386283+0.000000j), (34.486425-0.000000j)
 (12.147200+0.000000j), (-14.058756-0.000000j), (-5.717032+0.000000j), (31.429154-0.000000j)
 (12.148400+0.000000j), (-12.696320-0.000000j), (-6.560999+0.000000j), (30.327105+0.000000j)
 (12.149700+0.000000j), (-10.375508+0.000000j), (-5.791824-0.000000j), (29.470607+0.000000j)
 (12.151000+0.000000j), (-9.023441-0.000000j), (-5.826386-0.000000j), (28.904322+0.000000j)
 (12.152200+0.000000j), (-6.640103+0.000000j), (-6.760505-0.000000j), (27.937062-0.000000j)
 (12.153500+0.000000j), (-4.978487+0.000000j), (-7.505970+0.000000j), (27.487133-0.000000j)
