"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.294140810E-1,-2.456844598E-2,-5.805805326E-3,4.798507690E-2,5.422069272E-2
2.344347060E-1,-2.409403771E-2,-1.126766205E-3,4.686832428E-2,5.271083452E-2
2.394553310E-1,-2.832304686E-2,-1.183420420E-3,4.580307007E-2,5.386572839E-2
2.444759560E-1,-4.329107702E-3,-5.920931697E-3,3.073787689E-2,3.160088102E-2
2.494965810E-1,-4.331380129E-3,-5.874082446E-3,3.475379944E-2,3.551186103E-2
2.545172060E-1,-1.834428310E-2,-1.144468784E-3,4.338645935E-2,4.711907667E-2
2.595378310E-1,-2.274724096E-2,-5.891233683E-3,5.185985565E-2,5.693494739E-2
2.645584560E-1,-2.701925486E-2,-5.802005529E-3,5.549240112E-2,6.199282204E-2
2.695790810E-1,-2.178002149E-2,-2.448704839E-2,5.438137054E-2,6.349266365E-2
2.745997060E-1,-3.073728085E-2,-1.470044255E-2,5.331420898E-2,6.327154435E-2
2.796203310E-1,-2.079990506E-2,-9.804025292E-3,3.350257874E-2,4.063468647E-2
2.846409560E-1,-1.570393145E-2,-3.051012754E-4,3.286933899E-2,3.642938368E-2
2.896615810E-1,-1.540765166E-2,-1.918058097E-2,4.635906219E-2,5.248288353E-2
2.946822060E-1,-2.462776750E-2,-1.091808081E-4,3.141212463E-2,3.991566643E-2
2.997028310E-1,-2.423443645E-2,-8.764863014E-5,4.025745392E-2,4.698912841E-2
3.047234560E-1,-9.741783142E-3,-4.770457745E-3,3.484725952E-2,3.649645328E-2
3.097440810E-1,-1.432614028E-2,-4.719808698E-3,3.424644470E-2,3.742103505E-2
3.147647060E-1,-8.091330528E-6,-1.413713396E-2,2.895736694E-2,3.222402399E-2
3.197853310E-1,-1.417949796E-2,1.418888569E-4,3.789138794E-2,4.045782464E-2
3.248059560E-1,-1.870196313E-2,5.760788918E-5,6.081867218E-2,6.362921993E-2
3.298265810E-1,-1.849737763E-2,-4.736959934E-3,4.570388794E-2,4.953218289E-2
3.348472060E-1,-2.296274155E-2,-1.422078907E-2,4.497623444E-2,5.246312996E-2
3.398678310E-1,-1.793617010E-2,-9.367525578E-3,3.013134003E-2,3.629537691E-2
3.448884560E-1,-1.770605892E-2,1.235157251E-4,2.023696899E-2,2.688967632E-2
3.499090810E-1,-2.220025659E-2,-9.393081069E-3,2.936077118E-2,3.798863315E-2
3.549297580E-1,-1.243030280E-2,-1.405285299E-2,2.420425415E-2,3.062419017E-2
3.599504350E-1,-3.121744096E-2,-9.211272001E-3,3.328418732E-2,4.655333798E-2
3.649711120E-1,-2.137365937E-2,-4.441857338E-3,3.280067444E-2,3.940111236E-2
3.699917890E-1,-2.111421525E-2,-4.461050034E-3,4.649066925E-2,5.125517906E-2
3.750124660E-1,-6.752021611E-3,-1.392325759E-2,4.111480713E-2,4.393033420E-2
3.800331430E-1,-1.147823781E-2,-1.381303370E-2,4.526519775E-2,4.869792573E-2
3.850538210E-1,-1.608973742E-2,-8.932292461E-3,3.519916534E-2,3.971960145E-2
3.900744980E-1,-1.119455695E-2,6.044954062E-4,2.999973297E-2,3.202604406E-2
3.950951750E-1,-1.109201461E-2,-1.366044581E-2,3.904819489E-2,4.282992052E-2
4.001158520E-1,-1.592695713E-3,-8.889570832E-3,3.380775452E-2,3.499321955E-2
4.051365290E-1,-1.617982984E-3,-8.856922388E-3,1.446247101E-2,1.703602098E-2
4.101572060E-1,-2.060353756E-2,-8.878111839E-3,3.318405151E-2,4.005630917E-2
4.151778830E-1,-2.511727810E-2,6.065815687E-4,2.330780029E-2,3.427096665E-2
4.201985600E-1,-2.012152970E-2,-4.264369607E-3,1.828575134E-2,2.752143724E-2
4.252192370E-1,-1.986836642E-2,-1.370207965E-2,1.805877686E-2,3.014329764E-2
4.302399140E-1,-1.021282375E-2,-8.836776018E-3,2.256870270E-2,2.630088821E-2
4.352605910E-1,-5.405858159E-3,-1.354435086E-2,3.175735474E-2,3.494570535E-2
4.402812680E-1,-1.011969894E-2,-4.003673792E-3,3.137874603E-2,3.321239848E-2
4.453019460E-1,-1.956314594E-2,6.921440363E-4,3.100967407E-2,3.667145523E-2
4.503226230E-1,-2.416677028E-2,-4.080444574E-3,2.591609955E-2,3.566969343E-2
4.553433000E-1,-2.393580973E-2,-4.065379500E-3,2.088451385E-2,3.202519659E-2
4.603639770E-1,-1.424189657E-2,-1.357011497E-2,2.538013458E-2,3.211122654E-2
4.653846540E-1,-9.394116700E-3,-8.766472340E-3,2.982902527E-2,3.247878099E-2
4.704053310E-1,-1.412414014E-2,7.174611092E-4,3.423309326E-2,3.703931370E-2
4.754260080E-1,1.915693283E-4,-4.058063030E-3,1.964950562E-2,2.006508523E-2
4.804466850E-1,-1.411882043E-2,-8.834213018E-3,2.417182922E-2,2.935407532E-2
4.854673620E-1,-9.224571288E-3,-8.770629764E-3,1.917362213E-2,2.301400546E-2
4.904880390E-1,-9.121686220E-3,-8.709177375E-3,3.318119049E-2,3.549713133E-2
4.955087160E-1,-1.854778826E-2,-4.014194012E-3,3.283023834E-2,3.792042659E-2
5.005293930E-1,-1.366216689E-2,1.005683839E-2,2.300834656E-2,2.858633964E-2
5.055500710E-1,-2.299540490E-2,-4.399552941E-3,2.750873566E-2,3.612305704E-2
5.105707480E-1,-8.589789271E-3,-1.396934688E-2,5.092430115E-2,5.349964093E-2
5.155914250E-1,9.301453829E-4,-9.171754122E-3,2.196884155E-2,2.382469818E-2
5.206121020E-1,-1.808815449E-2,-2.338515222E-2,2.648830414E-2,3.969479731E-2
5.256327790E-1,-1.795598119E-2,-1.375518739E-2,2.622509003E-2,3.463203413E-2
5.306534560E-1,-1.303371042E-2,-4.220992327E-3,2.122592926E-2,2.526330257E-2
5.356741330E-1,-3.471046686E-3,-1.843808591E-2,3.050327301E-2,3.581146243E-2
5.406948100E-1,-1.776339114E-2,-8.859679103E-3,1.124095917E-2,2.281208323E-2
5.457154870E-1,-8.207254112E-3,-1.370510459E-2,2.061748505E-2,2.608197848E-2
5.507361640E-1,-3.381833434E-3,-1.845437288E-2,2.516460419E-2,3.138881934E-2
5.557568410E-1,-8.140057325E-3,-8.929491043E-3,3.915882111E-2,4.098060046E-2
5.607775180E-1,-1.285493374E-2,-8.929997683E-3,4.353904724E-2,4.626708133E-2
5.657981960E-1,-8.040256798E-3,6.085336208E-4,3.365039825E-2,3.460296729E-2
5.708188730E-1,-1.270726323E-2,5.710721016E-4,3.334331512E-2,3.568721516E-2
5.758395500E-1,-1.738426089E-2,4.309564829E-4,3.304100037E-2,3.733772831E-2
5.808602270E-1,-7.784716785E-3,3.434419632E-4,2.325344086E-2,2.452432016E-2
5.858809040E-1,-2.200089395E-2,-4.489302635E-3,2.304649353E-2,3.217660698E-2
5.909015810E-1,-1.710849255E-2,-9.331747890E-3,2.284240723E-2,3.002594884E-2
5.959222580E-1,-2.713888884E-3,-9.333848953E-3,3.213596344E-2,3.357388979E-2
6.009429350E-1,-1.223172992E-2,-1.408420503E-2,2.711105347E-2,3.290880229E-2
6.059636120E-1,-1.217418909E-2,-4.552587867E-3,2.213096619E-2,2.566547488E-2
6.109842890E-1,-2.673394978E-3,-4.649057984E-3,3.143787384E-2,3.189201612E-2
6.160049660E-1,-1.694166660E-2,-1.418960094E-2,2.642440796E-2,3.444726663E-2
6.210256430E-1,-1.684749871E-2,-1.410330832E-2,1.195907593E-2,2.501521568E-2
6.260463210E-1,-2.145158499E-2,-4.572957754E-3,1.660728455E-2,2.751153106E-2
6.310669980E-1,-7.074333727E-3,-9.367078543E-3,2.596473694E-2,2.849484028E-2
6.360876230E-1,-7.061623037E-3,-1.412081718E-2,3.049564362E-2,3.434018459E-2
6.411082480E-1,2.446450293E-3,-4.590302706E-3,2.074337006E-2,2.138558859E-2
6.461288730E-1,-7.117964327E-3,-1.413278282E-2,2.056980133E-2,2.595221943E-2
6.511494980E-1,-7.104903460E-3,-1.884683967E-2,3.464317322E-2,4.007283954E-2
6.561701230E-1,-1.184044033E-2,-9.224295616E-3,2.485752106E-2,2.903756205E-2
6.611907480E-1,-1.653730124E-2,-9.231165051E-3,1.515197754E-2,2.425446689E-2
6.662113730E-1,-1.644650847E-2,-1.398646832E-2,2.927017212E-2,3.637103123E-2
6.712319980E-1,-1.635724306E-2,-1.870259643E-2,1.003170013E-2,2.679517720E-2
6.762526230E-1,-1.151943952E-2,-4.384979606E-3,9.946823120E-3,1.583871280E-2
6.812732480E-1,-1.146970689E-2,-4.379957914E-3,1.461219788E-2,1.908545347E-2
6.862938730E-1,-1.142038405E-2,-1.392376423E-2,3.348350525E-2,3.801896245E-2
6.913144980E-1,-6.622977555E-3,-1.389104128E-2,2.370643616E-2,2.826340345E-2
6.963351230E-1,-2.086031437E-2,-1.385903358E-2,2.350807190E-2,3.434901704E-2
7.013557480E-1,-1.598501205E-2,-4.330307245E-3,1.856231689E-2,2.487632971E-2
7.063763730E-1,-1.109851897E-2,3.705322742E-4,1.365852356E-2,1.760311573E-2
7.113969980E-1,-1.504264772E-3,5.032181740E-3,1.354408264E-2,1.452679731E-2
7.164176230E-1,-1.103574783E-2,1.579970121E-4,2.292728424E-2,2.544549186E-2
7.214382480E-1,-6.189748645E-3,7.335841656E-5,2.273559570E-2,2.356322732E-2
7.264588730E-1,-2.043070644E-2,4.737481475E-3,1.779651642E-2,2.750588106E-2
7.314794980E-1,-1.314252615E-3,-4.883185029E-3,1.289844513E-2,1.385433660E-2
7.365001230E-1,-6.099589169E-3,-9.675174952E-3,1.278972626E-2,1.715782900E-2
7.415207480E-1,-1.347295940E-3,-1.442679763E-2,1.743030548E-2,2.266634610E-2
7.465413730E-1,-1.087932289E-2,-1.444071531E-4,2.203273773E-2,2.457279088E-2
7.515619980E-1,-1.558420807E-2,-1.442065835E-2,2.184867859E-2,3.046617279E-2
7.565826230E-1,-1.070028543E-2,-9.583517909E-3,2.166557312E-2,2.599494148E-2
7.616032480E-1,-5.962230265E-3,-2.383334935E-2,7.239341736E-3,2.561220021E-2
7.666238730E-1,-2.025689930E-2,-9.421199560E-3,1.192760468E-2,2.532525861E-2
7.716444980E-1,-1.063811779E-2,-4.626154900E-3,2.132511139E-2,2.427614539E-2
7.766651230E-1,8.397497237E-3,4.825636744E-3,2.589511871E-2,2.764709574E-2
7.816857480E-1,3.532744944E-3,-4.794925451E-3,3.042697906E-2,3.100439730E-2
7.867063730E-1,-1.291476190E-3,-1.433530450E-2,1.592731476E-2,2.146737574E-2
7.917269980E-1,-1.082474738E-2,-9.499311447E-3,2.054309845E-2,2.508846284E-2
7.967476230E-1,-1.558113843E-2,-9.503498673E-3,2.512073517E-2,3.105059898E-2
8.017682480E-1,-1.074982435E-2,-6.289780140E-5,3.440666199E-2,3.604692870E-2
8.067888730E-1,-1.210294664E-3,-1.444348693E-2,1.512432098E-2,2.094813149E-2
8.118094980E-1,-1.074347645E-2,-9.657979012E-3,2.449417114E-2,2.843700520E-2
8.168301230E-1,-2.024982125E-2,-9.661287069E-3,2.429008484E-2,3.306665919E-2
8.218507480E-1,-2.017994225E-2,-4.916071892E-3,2.408790588E-2,3.180605354E-2
8.268713730E-1,-5.812555552E-3,-2.099573612E-4,2.388668060E-2,2.458461703E-2
8.318919980E-1,-1.530740410E-2,-9.736746550E-3,1.893901825E-2,2.622607988E-2
8.369126230E-1,-9.813904762E-4,-9.687572718E-3,1.403236389E-2,1.707979592E-2
8.419332480E-1,-1.531682163E-2,-4.889890552E-3,1.866436005E-2,2.463482069E-2
8.469538730E-1,-1.053878665E-2,-9.629189968E-3,1.376056671E-2,1.982777143E-2
8.519744980E-1,-1.524652541E-2,-9.580910206E-3,8.897781372E-3,2.008534019E-2
8.569951750E-1,-1.516575366E-2,-4.835963249E-3,2.306842804E-2,2.802746861E-2
8.620158520E-1,-5.641244352E-3,-1.309514046E-4,1.812744141E-2,1.898538696E-2
8.670365290E-1,-1.038901508E-2,-1.614093781E-4,1.797676086E-2,2.076346836E-2
8.720572060E-1,-1.034872979E-2,-9.740456939E-3,1.782608032E-2,2.279784747E-2
8.770778830E-1,-1.030877978E-2,-1.938343048E-4,2.242565155E-2,2.468234915E-2
8.820985600E-1,-5.521431565E-3,-2.760142088E-4,2.223777771E-2,2.291464920E-2
8.871192370E-1,-1.032204181E-2,-1.460260153E-2,1.255512238E-2,2.184975095E-2
8.921399140E-1,3.911346197E-3,-1.456430554E-2,2.669620514E-2,3.066113165E-2
8.971605910E-1,-1.046564430E-2,-2.872040868E-2,7.479667664E-3,3.146962049E-2
9.021812680E-1,-1.517400146E-2,-1.906789839E-2,1.216506958E-2,2.723644593E-2
9.072019460E-1,-1.034533232E-2,-4.746899009E-3,2.155971527E-2,2.437991537E-2
9.122226230E-1,-1.030541211E-2,-4.842579365E-3,1.662921906E-2,2.015398274E-2
9.172433000E-1,-1.496402174E-2,-9.634956717E-3,-2.504348755E-3,1.797292687E-2
9.222639770E-1,-1.013787836E-2,-1.414716244E-4,2.264022827E-3,1.038857022E-2
9.272846540E-1,-1.490081102E-2,4.524394870E-3,2.244949341E-3,1.573353474E-2
9.323053310E-1,-1.007518917E-2,-9.842619300E-3,6.974220276E-3,1.571707161E-2
9.373260080E-1,-5.289033055E-3,-9.844005108E-3,6.915092468E-3,1.314141587E-2
9.423466850E-1,-1.003974676E-2,-1.459386945E-2,6.856918335E-3,1.899460106E-2
9.473673620E-1,-1.000238210E-2,-3.101527691E-4,2.050399780E-3,1.021508598E-2
9.523880390E-1,-1.471460611E-2,-3.913789988E-4,2.577495575E-2,2.968200051E-2
9.574087160E-1,-5.141273141E-3,-5.220025778E-3,1.606178284E-2,1.765395781E-2
9.624293930E-1,-9.841375053E-3,-5.259931087E-3,6.429672241E-3,1.287867319E-2
9.674500710E-1,-5.058690906E-3,-1.004882157E-2,1.112365723E-2,1.582102774E-2
9.724707480E-1,-5.011744797E-3,-9.997054935E-3,1.103019714E-2,1.570744862E-2
9.774914250E-1,-4.965193570E-3,-1.474605501E-2,1.568603516E-2,2.209413914E-2
9.825121020E-1,-1.697763801E-4,-5.261436105E-3,1.080513000E-2,1.201924991E-2
9.875327790E-1,-9.764254093E-3,-1.485024393E-2,1.216888428E-3,1.781435433E-2
9.925534560E-1,-9.781025350E-3,-1.000955701E-2,5.955696106E-3,1.520953663E-2
9.975741330E-1,-4.997320473E-3,-1.000954211E-2,1.065349579E-2,1.544866071E-2
1.002594810E0,-1.449897885E-2,-5.312889814E-3,5.814552307E-3,1.650018801E-2
1.007615487E0,-1.447629184E-2,-1.010051370E-2,5.765914917E-3,1.856957665E-2
1.012636164E0,-1.445455849E-2,-1.479680836E-2,1.046657562E-2,2.318251505E-2
1.017656841E0,-4.936009645E-3,-5.208492279E-3,5.630493164E-3,9.121131307E-3
1.022677518E0,-4.942700267E-3,-5.008280277E-4,1.982784271E-2,2.044075491E-2
1.027698196E0,-4.948578775E-3,-5.328997970E-3,2.441024780E-2,2.547050940E-2
1.032718873E0,-2.577528358E-4,-1.481355727E-2,5.212783813E-3,1.570608260E-2
1.037739550E0,-1.460001618E-2,-9.973585606E-3,1.466655731E-2,2.297260946E-2
1.042760227E0,-1.452542096E-2,-9.974300861E-3,1.929187775E-2,2.612759229E-2
1.047780904E0,-4.953674972E-3,4.322752357E-3,1.913070679E-2,2.022891559E-2
1.052801581E0,-4.959456623E-3,-4.937499762E-4,1.897144318E-2,1.961518940E-2
1.057822258E0,-9.713687003E-3,-5.216151476E-4,9.316444397E-3,1.346937021E-2
1.062842935E0,-1.437646151E-2,4.147395492E-3,1.398658752E-2,2.048189848E-2
1.067863612E0,-1.430372149E-2,3.977149725E-3,1.386833191E-2,2.031612163E-2
1.072884289E0,-1.897932589E-2,3.860592842E-3,1.375198364E-2,2.375365324E-2
1.077904966E0,-1.406788081E-2,-9.520500898E-4,1.363658905E-2,1.961550995E-2
1.082925643E0,-4.501469433E-3,-1.028358936E-3,8.773803711E-3,9.914654846E-3
1.087946321E0,-9.260281920E-3,3.696307540E-3,1.344871521E-2,1.674166812E-2
1.092966998E0,-4.481688142E-3,-1.061196625E-2,1.333618164E-2,1.762251676E-2
1.097987675E0,5.006343126E-3,-1.060695946E-2,8.475303650E-3,1.447072329E-2
1.103008352E0,-1.402460039E-2,-5.853921175E-3,2.264881134E-2,2.727501539E-2
1.108029029E0,-9.207054973E-3,-5.837529898E-3,1.296329498E-2,1.693793474E-2
1.113049706E0,-1.397777349E-2,-1.062121987E-2,1.285552979E-2,2.175897767E-2
1.118070383E0,2.852752805E-4,-2.011355758E-2,1.749706268E-2,2.666052856E-2
1.123091060E0,4.984334111E-3,-5.784288049E-3,1.260185242E-2,1.473459396E-2
1.128111737E0,9.696833789E-3,-1.531650126E-2,7.747650146E-3,1.971420501E-2
1.133132414E0,1.238062978E-4,-5.775719881E-3,7.681846619E-3,9.611713459E-3
1.138153039E0,-9.421288967E-3,-1.062929630E-3,1.711368561E-2,1.956447649E-2
1.143173664E0,1.071393490E-4,-1.538342237E-2,2.171897888E-2,2.661531902E-2
1.148194289E0,-9.437061846E-3,-1.059016585E-2,1.678848267E-2,2.197869194E-2
1.153214914E0,-9.456604719E-3,-1.053349674E-2,2.139663696E-2,2.565536980E-2
1.158235539E0,-9.475976229E-3,-5.676940084E-3,2.121925354E-2,2.392234301E-2
1.163256164E0,-9.495951235E-3,-5.661621690E-3,1.154518127E-2,1.598493856E-2
1.168276789E0,-9.463898838E-3,-9.497851133E-4,1.951217651E-3,9.709517150E-3
1.173297414E0,-4.734724760E-3,-5.773827434E-3,1.143169403E-2,1.365424221E-2
1.178318039E0,-4.793457687E-3,-1.055765152E-2,1.608467102E-2,1.982820930E-2
1.183338664E0,-9.549088776E-3,-1.999866962E-2,2.069950104E-2,3.032492748E-2
1.188359289E0,-1.884251833E-5,-1.041845977E-2,1.102924347E-2,1.517197649E-2
1.193379914E0,-1.431126893E-2,-1.041549444E-2,1.093673706E-2,2.080642113E-2
1.198400539E0,-9.490579367E-3,-1.516105235E-2,-3.400802612E-3,1.820697842E-2
1.203421164E0,-9.458571672E-3,-1.511856914E-2,1.375198364E-3,1.788649997E-2
1.208441789E0,-9.428352118E-3,-1.512913406E-2,1.361846924E-3,1.787845486E-2
1.213462414E0,-4.648365080E-3,-1.988729835E-2,-3.399848938E-3,2.070436925E-2
1.218483039E0,-1.890221238E-2,-1.510879397E-2,1.562023163E-2,2.880209931E-2
1.223503664E0,2.029836178E-4,3.979533911E-3,5.992889404E-3,7.196708686E-3
1.228524289E0,-9.342014790E-3,-8.855760098E-4,5.942344666E-3,1.110715739E-2
1.233544914E0,-1.405899227E-2,-5.762025714E-3,1.142501831E-3,1.523684726E-2
1.238565539E0,-4.491150379E-3,-1.059781015E-2,5.879402161E-3,1.292483584E-2
1.243586164E0,-4.500806332E-3,-1.534184813E-2,1.532649994E-2,2.214793810E-2
1.248606789E0,1.443250477E-2,-5.800455809E-3,5.702018738E-3,1.656669850E-2
1.253627414E0,1.965463161E-5,-5.835980177E-3,9.050369263E-4,5.905771987E-3
1.258648039E0,-4.722699523E-3,-1.069992781E-3,8.964538574E-4,4.924673071E-3
1.263668664E0,-4.729665816E-3,-1.144528389E-3,1.038455963E-2,1.146816300E-2
1.268689289E0,-9.486585855E-3,-5.915910006E-3,5.549430847E-3,1.248156581E-2
1.273709914E0,-4.706874490E-3,-1.069937646E-2,5.502700806E-3,1.291940557E-2
1.278730539E0,-4.715487361E-3,-1.074637473E-2,7.066726685E-4,1.175669074E-2
1.283751164E0,-4.724793136E-3,-2.029038966E-2,6.990432739E-4,2.084495728E-2
1.288771789E0,-4.733264446E-3,-1.065669954E-2,1.019001007E-2,1.548564957E-2
1.293792414E0,6.824731827E-6,-1.534879208E-2,6.084442139E-4,1.536084858E-2
1.298813039E0,-4.789575934E-3,-1.530516148E-2,-4.145622253E-3,1.656424430E-2
1.303833664E0,4.700258374E-3,-1.520961523E-2,1.013469696E-2,1.887158994E-2
1.308854289E0,-1.345053315E-4,-1.041823626E-2,5.521774292E-4,1.043372600E-2
1.313874914E0,-9.677462280E-3,-1.041527092E-2,1.004409790E-2,1.740732740E-2
1.318895539E0,-1.444277167E-2,-1.041150093E-2,5.211830139E-3,1.855144681E-2
1.323916164E0,-9.672865272E-3,-1.515710354E-2,4.196166992E-4,1.798549939E-2
1.328936789E0,-4.943482578E-3,-1.036658883E-2,5.164146423E-3,1.259256099E-2
1.333957414E0,-4.951655865E-3,-8.683204651E-4,9.868621826E-3,1.107531367E-2
1.338978039E0,-4.957482219E-3,-9.449571371E-4,5.037307739E-3,7.130500908E-3
1.343998664E0,-9.659118950E-3,-5.717173219E-3,2.460479736E-4,1.122698482E-2
1.349019289E0,-4.877217114E-3,-1.050190628E-2,9.739875793E-3,1.513084474E-2
1.354039966E0,-9.632155299E-3,-1.524676383E-2,-9.336471558E-3,2.030792761E-2
1.359060643E0,-4.852004349E-3,-5.707412958E-3,9.734153748E-3,1.228292547E-2
1.364081321E0,-4.909768701E-3,-1.049180329E-2,9.653091431E-3,1.507865840E-2
1.369101998E0,4.582576454E-3,-9.903907776E-4,4.823684692E-3,6.726723932E-3
1.374122675E0,-2.504512668E-4,-1.531109214E-2,4.782676697E-3,1.604263896E-2
1.379143352E0,4.402697086E-3,-1.051802933E-2,1.424026489E-2,1.824274724E-2
1.384164029E0,-5.229957402E-3,-1.051425934E-2,1.412200928E-2,1.836663415E-2
1.389184706E0,-5.233459175E-3,-1.525901258E-2,1.875209808E-2,2.473596051E-2
1.394205383E0,-9.985432029E-3,-1.046723127E-2,1.384639740E-2,2.002484717E-2
1.399226060E0,-9.949304163E-3,-5.715385079E-3,1.373004913E-2,1.789325373E-2
1.404246737E0,-9.914241731E-3,-5.752041936E-3,1.361465454E-2,1.779710633E-2
1.409267414E0,4.366025329E-3,-2.003389597E-2,-7.448196411E-4,2.051764902E-2
1.414288091E0,-5.213700235E-3,-1.050528884E-2,1.825332642E-2,2.169625979E-2
1.419308768E0,-5.217343569E-3,-1.530200243E-2,1.335048676E-2,2.096681781E-2
1.424329446E0,-5.169078708E-3,-1.050986350E-2,8.489608765E-3,1.446547830E-2
1.429350123E0,-5.172334611E-3,-1.520235837E-2,1.316738129E-2,2.076643145E-2
1.434370800E0,-9.923309088E-3,-1.041021943E-2,8.308410645E-3,1.660946776E-2
1.439391477E0,-1.463621855E-2,-1.040735841E-2,1.298713684E-2,2.216298098E-2
1.444412154E0,-9.812831879E-3,-5.656018853E-3,1.287841797E-2,1.715038974E-2
1.449432831E0,-5.029655993E-3,-1.044127345E-2,-1.475334167E-3,1.168307501E-2
1.454453508E0,-9.783335030E-3,3.807350993E-3,-6.212234497E-3,1.219841889E-2
1.459474185E0,-9.800784290E-3,-1.055376232E-2,3.336906433E-3,1.478418805E-2
1.464494862E0,-9.818084538E-3,-1.104578376E-3,8.056640625E-3,1.274850327E-2
1.469515539E0,-5.034111440E-3,-1.178845763E-3,-1.508712769E-3,5.385923277E-3
1.474536216E0,-2.907589078E-4,-5.949541926E-3,-1.496315002E-3,6.141705664E-3
1.479556893E0,-5.031287670E-3,-1.073193550E-2,-1.484870911E-3,1.194542326E-2
1.484577571E0,-5.086824298E-3,-1.547405124E-2,8.024215698E-3,1.815792061E-2
1.489598248E0,-1.458853483E-2,-1.068049669E-2,3.208160400E-3,1.836275174E-2
1.494618925E0,-9.816676378E-3,-5.926474929E-3,7.929801941E-3,1.394173587E-2
1.499639602E0,-1.458161324E-2,-5.960568786E-3,7.863998413E-3,1.760665488E-2
1.504660279E0,-9.810574353E-3,-1.069140434E-2,1.254653931E-2,1.918252185E-2
1.509680956E0,-9.828567505E-3,-5.834341049E-3,7.694244385E-3,1.377830437E-2
1.514701633E0,-9.793758392E-3,-1.056621969E-2,7.630348206E-3,1.630291126E-2
1.519722310E0,-9.811125696E-3,-1.531055570E-2,7.566452026E-3,1.969574826E-2
1.524742987E0,-9.777218103E-3,-1.996390522E-2,1.225185394E-2,2.538226606E-2
1.529763664E0,-1.449134201E-2,-5.635932088E-3,1.214885712E-2,1.973214263E-2
1.534784341E0,-4.920676351E-3,-8.724629879E-4,-2.198219299E-3,5.459525208E-3
1.539805018E0,-4.926763475E-3,-5.697593093E-3,2.567291260E-3,7.957798050E-3
1.544825696E0,-1.442905515E-2,-5.733594298E-3,-2.203941345E-3,1.568212657E-2
1.549846373E0,-4.858151078E-3,-5.821168423E-3,1.205825806E-2,1.424391874E-2
1.554867050E0,-1.436252892E-2,-1.545773447E-2,2.457618713E-3,2.124296781E-2
1.559887727E0,-9.541429579E-3,-1.546470821E-2,7.184028625E-3,1.953986555E-2
