"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.340878260E-1,2.573766746E-2,2.244564146E-1,9.824007988E0,9.826605521E0
5.366078780E-1,6.584054790E-3,2.196680009E-1,9.795277596E0,9.797742625E0
5.391280350E-1,2.094926499E-2,2.244564146E-1,9.800065994E0,9.802658468E0
5.416482430E-1,1.616086066E-2,2.053027898E-1,9.814431190E0,9.816591567E0
5.441684510E-1,2.094926499E-2,2.005143911E-1,9.804854393E0,9.806926866E0
5.466886600E-1,1.137245819E-2,2.100912035E-1,9.809642792E0,9.811898866E0
5.492080870E-1,1.795651275E-3,2.100912035E-1,9.800065994E0,9.802317840E0
5.517275140E-1,6.584054790E-3,2.053027898E-1,9.790489197E0,9.792643734E0
5.542468890E-1,1.137245819E-2,2.196680009E-1,9.790489197E0,9.792959822E0
5.567661070E-1,2.573766746E-2,2.148796022E-1,9.785700798E0,9.788093572E0
5.592853260E-1,1.137245819E-2,2.005143911E-1,9.795277596E0,9.797336298E0
5.618045450E-1,2.573766746E-2,1.957259923E-1,9.790489197E0,9.792479247E0
5.643237640E-1,1.137245819E-2,2.053027898E-1,9.795277596E0,9.797435468E0
5.668429820E-1,1.137245819E-2,1.957259923E-1,9.790489197E0,9.792452027E0
5.693622010E-1,1.616086066E-2,2.053027898E-1,9.790489197E0,9.792654856E0
5.718814200E-1,6.584054790E-3,2.100912035E-1,9.780912399E0,9.783170704E0
5.744006390E-1,2.573766746E-2,2.196680009E-1,9.766547203E0,9.769051168E0
5.769198570E-1,2.094926499E-2,2.100912035E-1,9.771335602E0,9.773616354E0
5.794390760E-1,3.052607179E-2,2.053027898E-1,9.785700798E0,9.787901776E0
5.819582950E-1,2.094926499E-2,2.196680009E-1,9.780912399E0,9.783401263E0
5.844775140E-1,2.094926499E-2,2.100912035E-1,9.766547203E0,9.768829073E0
5.869967320E-1,3.531447425E-2,2.148796022E-1,9.761758804E0,9.764187386E0
5.895159510E-1,3.052607179E-2,2.100912035E-1,9.780912399E0,9.783216113E0
5.920351700E-1,3.052607179E-2,2.100912035E-1,9.776124001E0,9.778428843E0
5.945544410E-1,3.531447425E-2,2.244564146E-1,9.785700798E0,9.788338363E0
5.970737640E-1,2.573766746E-2,2.436100245E-1,9.800065994E0,9.803127142E0
5.995931910E-1,2.573766746E-2,2.292448133E-1,9.795277596E0,9.797993610E0
6.021126700E-1,2.573766746E-2,2.292448133E-1,9.804854393E0,9.807567756E0
6.046322010E-1,4.010287672E-2,2.483984232E-1,9.800065994E0,9.803295543E0
6.071517850E-1,4.010287672E-2,2.579752207E-1,9.785700798E0,9.789182783E0
6.096714200E-1,4.010287672E-2,2.579752207E-1,9.785700798E0,9.789182783E0
6.121911070E-1,2.573766746E-2,2.627636492E-1,9.766547203E0,9.770115221E0
6.147108470E-1,3.531447425E-2,2.819172442E-1,9.790489197E0,9.794610924E0
6.172306390E-1,3.052607179E-2,2.531868219E-1,9.804854393E0,9.808170323E0
6.197504300E-1,3.531447425E-2,2.531868219E-1,9.800065994E0,9.803399623E0
6.222702220E-1,2.094926499E-2,2.627636492E-1,9.795277596E0,9.798823745E0
6.247898570E-1,3.052607179E-2,2.867056429E-1,9.800065994E0,9.804306475E0
6.273091800E-1,2.094926499E-2,2.867056429E-1,9.809642792E0,9.813854019E0
6.298281910E-1,1.616086066E-2,2.771288455E-1,9.814431190E0,9.818356337E0
6.323472010E-1,3.531447425E-2,2.723404467E-1,9.795277596E0,9.799126471E0
6.348662120E-1,3.052607179E-2,2.723404467E-1,9.790489197E0,9.794323860E0
6.373852220E-1,4.489128292E-2,2.867056429E-1,9.790489197E0,9.794789128E0
6.399042320E-1,3.531447425E-2,2.867056429E-1,9.790489197E0,9.794749918E0
6.424232950E-1,4.489128292E-2,2.771288455E-1,9.809642792E0,9.813659222E0
6.449424100E-1,4.489128292E-2,2.771288455E-1,9.819219589E0,9.823232104E0
6.474615760E-1,4.010287672E-2,2.771288455E-1,9.809642792E0,9.813638486E0
6.499807950E-1,3.052607179E-2,2.675520480E-1,9.809642792E0,9.813338252E0
6.525000660E-1,2.094926499E-2,2.819172442E-1,9.800065994E0,9.804142476E0
6.550194410E-1,2.573766746E-2,2.867056429E-1,9.809642792E0,9.813865408E0
6.575389200E-1,3.531447425E-2,2.723404467E-1,9.804854393E0,9.808699511E0
6.600585030E-1,3.531447425E-2,2.771288455E-1,9.795277596E0,9.799260721E0
6.625781910E-1,3.531447425E-2,2.819172442E-1,9.800065994E0,9.804183696E0
6.650979820E-1,4.010287672E-2,2.771288455E-1,9.785700798E0,9.789706265E0
6.676178780E-1,2.573766746E-2,2.627636492E-1,9.800065994E0,9.803621813E0
6.701378260E-1,1.616086066E-2,2.531868219E-1,9.814431190E0,9.817709730E0
