"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.119371450E-1,9.756372124E-2,4.303577542E-1,9.776124001E0,9.786078221E0
6.144566760E-1,1.023521200E-1,4.112041295E-1,9.776124001E0,9.785303535E0
6.169762590E-1,9.756372124E-2,4.207809567E-1,9.785700798E0,9.795229216E0
6.194958950E-1,1.071405262E-1,4.207809567E-1,9.790489197E0,9.800112980E0
6.220155820E-1,9.756372124E-2,4.303577542E-1,9.780912399E0,9.790861752E0
6.245353220E-1,1.023521200E-1,4.159925580E-1,9.780912399E0,9.790289737E0
6.270551130E-1,8.319851011E-2,4.112041295E-1,9.780912399E0,9.789905934E0
6.295749570E-1,7.362170517E-2,3.920505345E-1,9.790489197E0,9.798612274E0
6.320948530E-1,9.756372124E-2,4.064157307E-1,9.780912399E0,9.789838599E0
6.346148010E-1,9.756372124E-2,3.968389332E-1,9.780912399E0,9.789445703E0
6.371348010E-1,8.798690885E-2,3.776853085E-1,9.776124001E0,9.783812568E0
6.396548530E-1,9.277531505E-2,3.824737072E-1,9.766547203E0,9.774473779E0
6.421749570E-1,8.319851011E-2,3.633201122E-1,9.766547203E0,9.773656827E0
6.446951130E-1,7.362170517E-2,3.633201122E-1,9.780912399E0,9.787934870E0
6.472153220E-1,7.841010392E-2,3.633201122E-1,9.785700798E0,9.792757005E0
6.497355820E-1,8.319851011E-2,3.345896900E-1,9.795277596E0,9.801343552E0
6.522558950E-1,7.841010392E-2,3.250128925E-1,9.780912399E0,9.786625000E0
6.547762070E-1,6.883329898E-2,3.250128925E-1,9.790489197E0,9.796124239E0
6.572965200E-1,7.362170517E-2,3.154360652E-1,9.790489197E0,9.795845996E0
6.598168320E-1,6.404489279E-2,3.106476665E-1,9.790489197E0,9.795625678E0
6.623370400E-1,6.883329898E-2,3.010708690E-1,9.795277596E0,9.800145145E0
6.648567800E-1,8.798690885E-2,3.010708690E-1,9.800065994E0,9.805084337E0
6.673763110E-1,6.883329898E-2,2.867056429E-1,9.795277596E0,9.799714349E0
6.698958420E-1,7.841010392E-2,2.723404467E-1,9.804854393E0,9.808949339E0
6.724153740E-1,9.756372124E-2,2.675520480E-1,9.800065994E0,9.804202990E0
6.749349570E-1,7.841010392E-2,2.579752207E-1,9.790489197E0,9.794201247E0
6.774545920E-1,8.798690885E-2,2.483984232E-1,9.800065994E0,9.803608365E0
6.799742800E-1,8.798690885E-2,2.436100245E-1,9.814431190E0,9.817848396E0
6.824940200E-1,7.362170517E-2,2.436100245E-1,9.800065994E0,9.803369803E0
6.850138630E-1,8.798690885E-2,2.340332121E-1,9.804854393E0,9.808041747E0
6.875338110E-1,8.798690885E-2,2.100912035E-1,9.814431190E0,9.817073882E0
6.900538110E-1,1.023521200E-1,1.957259923E-1,9.824007988E0,9.826490603E0
