"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.128083850E-1,-2.776980400E-4,-5.271889269E-3,-2.395629883E-3,5.797324832E-3
2.178288540E-1,8.839756250E-3,-1.448777691E-2,-2.094554901E-2,2.695835666E-2
2.228493230E-1,8.400186896E-3,-2.346809395E-2,-1.571559906E-2,2.946683945E-2
2.278697920E-1,2.186305821E-2,-1.357734203E-2,-3.394412994E-2,4.259743524E-2
2.328902600E-1,1.638440788E-2,5.381647497E-3,-2.840137482E-2,3.322723345E-2
2.379107290E-1,1.110452414E-2,4.757456481E-4,-3.235435486E-2,3.421024800E-2
2.429311980E-1,1.530386508E-2,5.082875490E-3,-4.090404510E-2,4.396799763E-2
2.479516670E-1,1.941235363E-2,9.583346546E-3,-2.590274811E-2,3.375844138E-2
2.529721350E-1,1.875899732E-2,4.580609500E-3,-6.587028503E-3,2.040271816E-2
2.579926040E-1,1.350219548E-2,9.053207934E-3,-1.753807068E-3,1.635070934E-2
2.630130730E-1,1.778456569E-2,4.117041826E-3,2.969741821E-3,1.849486893E-2
2.680335420E-1,1.256258786E-2,1.807980239E-2,7.593154907E-3,2.328849222E-2
2.730540100E-1,1.677951217E-2,3.583714366E-3,1.212310791E-2,2.100868351E-2
2.780744790E-1,1.627929509E-2,-5.922503769E-3,1.187419891E-2,2.100209750E-2
2.830949480E-1,2.053798735E-2,-5.803499371E-3,2.101612091E-2,2.995274391E-2
2.881154170E-1,2.007867396E-2,-1.043318585E-2,2.059745789E-2,3.059836248E-2
2.931358850E-1,1.024711132E-2,-3.375311196E-2,1.417160034E-3,3.530275060E-2
2.981563540E-1,1.000118256E-2,-1.911830530E-2,1.391410828E-3,2.162103776E-2
3.031768230E-1,1.451323926E-2,-3.295625001E-2,6.064414978E-3,3.651747058E-2
3.081972920E-1,1.424717903E-2,-2.299969830E-2,-3.447532654E-3,2.727368170E-2
3.132177600E-1,9.289503098E-3,-2.738743834E-2,-1.748752594E-2,3.379615674E-2
3.182382290E-1,1.853211224E-2,-2.230008878E-2,-1.717472076E-2,3.370021034E-2
3.232586980E-1,-5.051195621E-4,-7.900312543E-3,-1.687526703E-2,1.863986913E-2
3.282791670E-1,-4.425942898E-4,-1.722783595E-2,-1.658535004E-2,2.391794425E-2
3.332996350E-1,1.374073327E-2,-1.233328506E-2,-6.890296936E-3,1.970771075E-2
3.383201040E-1,-5.217358470E-3,-2.762619406E-3,2.639770508E-3,6.466937739E-3
3.433405730E-1,-3.680437803E-4,6.598945707E-3,-2.114295959E-3,6.939148944E-3
3.483610420E-1,-2.564936876E-4,1.575861871E-2,2.629280090E-3,1.597851578E-2
3.533815100E-1,-4.859715700E-3,1.069372147E-2,-2.126693726E-3,1.193714128E-2
3.584019790E-1,-9.391725063E-3,1.513537765E-2,2.617835999E-3,1.800381130E-2
3.634224480E-1,-1.390777528E-2,1.479766518E-2,1.200580597E-2,2.359102552E-2
3.684429170E-1,-1.364284754E-2,9.804230183E-3,3.068637848E-2,3.498433996E-2
3.734633850E-1,-1.333348453E-2,4.887562245E-3,2.550983429E-2,2.919626209E-2
3.784838540E-1,-8.365452290E-3,4.551559687E-5,1.543998718E-3,8.506867562E-3
3.835043230E-1,-8.241772652E-3,4.711654037E-3,1.095962524E-2,1.449965123E-2
3.885247920E-1,-2.222974598E-2,4.590913653E-3,-8.077621460E-3,2.409327838E-2
3.935452600E-1,-1.719297469E-2,-9.690072387E-3,-1.268482208E-2,2.346061791E-2
3.985657290E-1,-1.700304449E-2,-1.433083043E-2,-2.195072174E-2,3.124596626E-2
4.035861980E-1,-2.621302009E-2,-1.423956081E-2,-1.220321655E-2,3.223051362E-2
4.086066670E-1,-2.113237977E-2,-4.704806954E-3,-1.676082611E-2,2.737951744E-2
4.136271350E-1,-2.089977264E-2,-9.418901056E-3,2.363204956E-3,2.304562716E-2
4.186476040E-1,-1.589694619E-2,-1.407263801E-2,-7.118225098E-3,2.239243549E-2
4.236680730E-1,-2.519209683E-2,-1.394216344E-2,-1.175022125E-2,3.109812476E-2
4.286885420E-1,-1.551562548E-2,-1.864718646E-2,-2.142906189E-3,2.435249974E-2
4.337090100E-1,-5.912572145E-3,-1.378849521E-2,2.614021301E-3,1.522872999E-2
4.387294790E-1,-5.939230323E-3,-8.941113949E-3,-2.144813538E-3,1.094615003E-2
4.437499480E-1,-1.069577038E-2,-8.884254843E-3,7.343292236E-3,1.572429423E-2
4.487704170E-1,-1.066565514E-2,-8.830651641E-3,1.671695709E-2,2.170698649E-2
4.537908850E-1,-5.906790495E-3,6.307549775E-4,7.057189941E-3,9.224530105E-3
4.588113540E-1,-1.545156538E-2,5.696974695E-4,-7.217407227E-3,1.706359854E-2
4.638318230E-1,-1.074172556E-2,-4.222635180E-3,2.336502075E-3,1.177601622E-2
4.688522920E-1,-6.088137627E-3,-8.959826082E-3,2.313613892E-3,1.107685481E-2
4.738727600E-1,-2.042230964E-2,5.563236773E-4,-7.175445557E-3,2.165334260E-2
4.788932290E-1,-1.510336995E-3,-4.236362875E-3,-7.087707520E-3,8.394253161E-3
4.839136980E-1,-6.432384253E-3,4.934631288E-4,-1.647281647E-2,1.769103602E-2
4.889341670E-1,-1.830101013E-3,5.119074136E-3,-1.154899597E-2,1.276454064E-2
4.939546350E-1,2.773076296E-3,-4.461131990E-3,-1.141834259E-2,1.256861959E-2
4.989751040E-1,-1.167060435E-2,2.713277936E-4,-1.816749573E-3,1.181427965E-2
5.039955730E-1,2.513453364E-3,-9.260255843E-3,-1.793861389E-3,9.761543156E-3
5.090160420E-1,1.175740361E-2,-9.163625538E-3,-1.770019531E-3,1.501138041E-2
5.140365100E-1,-2.784326673E-3,-9.070266038E-3,1.246738434E-2,1.566709524E-2
5.190569790E-1,1.778915524E-3,-1.376793534E-2,2.864837646E-3,1.417490312E-2
5.240774480E-1,6.347343326E-3,-8.941821754E-3,1.231670380E-2,1.649078943E-2
5.290979170E-1,6.130009890E-3,-8.904226124E-3,1.219463348E-2,1.629636002E-2
5.341183850E-1,5.863755941E-3,-4.127897322E-3,7.336616516E-3,1.025909898E-2
5.391388540E-1,1.039275527E-2,5.496963859E-4,1.674842834E-2,1.971855421E-2
5.441593230E-1,1.018929482E-2,-9.044408798E-3,1.184463501E-2,1.805321129E-2
5.491797920E-1,1.467849314E-2,-1.854533702E-2,1.173210144E-2,2.640132365E-2
5.542002600E-1,1.443541050E-2,-1.373006031E-2,6.878852844E-3,2.107639079E-2
5.592207290E-1,1.893809438E-2,-1.359992847E-2,6.815910339E-3,2.429127635E-2
5.642411980E-1,1.391378045E-2,-1.821386814E-2,-1.221752167E-2,2.597318068E-2
5.692616670E-1,2.791106701E-2,-8.608046919E-3,-7.356643677E-3,3.012053020E-2
5.742821350E-1,2.285717428E-2,-8.580062538E-3,-7.286071777E-3,2.547851509E-2
5.793026040E-1,8.363708854E-3,9.362846613E-4,2.271652222E-3,8.717147387E-3
5.843230730E-1,1.303389668E-2,-3.869254142E-3,6.995201111E-3,1.529007616E-2
5.893435420E-1,3.428667784E-3,5.652531981E-3,-2.557754517E-3,7.088652110E-3
5.943640100E-1,-1.396313310E-3,1.498535275E-2,2.212524414E-3,1.521202657E-2
5.993844790E-1,8.058339357E-3,1.943982020E-2,-7.296562195E-3,2.227292667E-2
6.044049480E-1,1.273578405E-2,1.916222274E-2,-2.485275269E-3,2.314233284E-2
6.094254170E-1,-1.560553908E-3,4.701200873E-3,2.126789093E-2,2.183711984E-2
6.144458850E-1,3.202512860E-3,-4.990633577E-3,1.633739471E-2,1.738024678E-2
6.194663540E-1,-1.569479704E-3,-9.748481214E-3,3.043746948E-2,3.199899531E-2
6.244868230E-1,-1.553326845E-3,-2.239495516E-4,6.440162659E-3,6.628625254E-3
6.295072920E-1,-1.485571265E-3,-2.758018672E-4,-3.110885620E-3,3.458409750E-3
6.345277600E-1,-1.418486238E-3,-1.457173377E-2,-3.086090088E-3,1.496233539E-2
6.395482290E-1,-1.084908843E-2,-1.455592737E-2,1.687049866E-3,1.823249513E-2
6.445686980E-1,-1.075565815E-2,-1.448962465E-2,1.672744751E-3,1.812267860E-2
6.495891670E-1,-1.061142981E-2,4.623223096E-3,-7.839202881E-3,1.397961860E-2
6.546096350E-1,-1.052026451E-2,-1.446305960E-2,-1.252269745E-2,2.183286536E-2
6.596301040E-1,-1.523022354E-2,-2.389329113E-2,-7.667541504E-3,2.935370952E-2
6.646505730E-1,-1.035207510E-2,-1.430280134E-2,-2.659702301E-2,3.192392861E-2
6.696710420E-1,-1.026335359E-2,-1.428799331E-2,-1.687717438E-2,2.437872422E-2
6.746915100E-1,-1.967208087E-2,-9.474184364E-3,-2.490997314E-3,2.197625998E-2
6.797119790E-1,-2.420178056E-2,-9.450219572E-3,-2.470970154E-3,2.609863072E-2
6.847324480E-1,-1.444852352E-2,7.178634405E-5,-2.450942993E-3,1.465510514E-2
6.897529170E-1,-1.427325606E-2,-1.902966201E-2,2.317428589E-3,2.390030021E-2
6.947733850E-1,-1.895193756E-2,-4.731196910E-3,1.654529572E-2,2.559896427E-2
6.997938540E-1,-2.359163761E-2,-1.007467508E-4,2.115821838E-2,3.168983623E-2
7.048143230E-1,-2.349604666E-2,4.542969167E-3,6.739616394E-3,2.486212394E-2
7.098347920E-1,-1.865275204E-2,4.451356828E-3,-2.810478210E-3,1.938139634E-2
7.148552600E-1,-9.101316333E-3,9.109009057E-3,1.964569092E-3,1.302564919E-2
7.198757290E-1,-1.387524605E-2,4.232071340E-3,-2.797126770E-3,1.477351681E-2
7.248961980E-1,-9.163692594E-3,4.141822457E-3,-2.770423889E-3,1.043087742E-2
7.299166670E-1,-1.873716712E-2,-1.019194722E-2,-2.743721008E-3,2.150546965E-2
7.349371350E-1,-4.540234804E-3,-5.464129150E-3,-1.221179962E-2,1.412793295E-2
7.399576040E-1,-1.884862781E-2,-7.250756025E-4,-7.358551025E-3,2.024709307E-2
7.449780730E-1,-1.409591734E-2,8.672349155E-3,-2.545356750E-3,1.674465188E-2
7.499985420E-1,-1.882793009E-2,-1.044767722E-2,-2.521514893E-3,2.167955139E-2
7.550190100E-1,-9.379044175E-3,-1.991013438E-2,7.000923157E-3,2.309529921E-2
7.600394790E-1,-4.757076502E-3,-1.979797333E-2,1.169586182E-2,2.348153974E-2
7.650600000E-1,4.626706243E-3,-1.499010623E-2,2.104759216E-3,1.582844612E-2
7.700805210E-1,-3.131926060E-4,-1.022231206E-2,-1.215457916E-2,1.588482131E-2
7.751010420E-1,-5.150288343E-4,-1.024397835E-2,-7.299423218E-3,1.258911937E-2
7.801215620E-1,4.136770964E-3,-1.021236554E-2,7.009506226E-3,1.305903754E-2
7.851420830E-1,-5.547553301E-3,-5.432516336E-3,2.120018005E-2,2.257731640E-2
7.901626040E-1,-5.654171109E-3,-1.018950343E-2,1.152992249E-2,1.639313099E-2
7.951831250E-1,-5.759909749E-3,-1.015834883E-2,-2.807617188E-3,1.201046733E-2
8.002036460E-1,-1.116544008E-3,-1.967507973E-2,-7.529258728E-3,2.109609371E-2
8.052241670E-1,3.539979458E-3,-1.481514052E-2,-2.715110779E-3,1.547228715E-2
8.102446870E-1,1.290591061E-2,-5.245964974E-3,6.807327271E-3,1.550555971E-2
8.152652080E-1,7.896736264E-3,1.373922825E-2,6.753921509E-3,1.722615141E-2
8.202857290E-1,2.929583192E-3,-6.226524711E-4,1.953125000E-3,3.575591006E-3
8.253062500E-1,1.224958897E-2,-6.205998361E-4,1.940727234E-3,1.241789017E-2
8.303267710E-1,2.549514174E-3,4.079308361E-3,-7.569313049E-3,8.968571752E-3
8.353472920E-1,7.123917341E-3,-7.569417357E-4,1.994132996E-3,7.436378519E-3
8.403678120E-1,-7.281929255E-3,-8.043944836E-4,1.980781555E-3,7.589271356E-3
8.453883330E-1,-7.322251797E-3,-8.514523506E-4,1.967430115E-3,7.629621467E-3
8.504088540E-1,-2.614021301E-3,8.600123227E-3,6.702423096E-3,1.121239057E-2
8.554293750E-1,2.055540681E-3,-1.023545861E-3,1.139831543E-2,1.162731647E-2
8.604498960E-1,1.618318260E-2,-5.870394409E-3,1.130580902E-2,2.059558805E-2
8.654704170E-1,6.450608373E-3,-5.928348750E-3,1.121425629E-2,1.423078393E-2
8.704909370E-1,1.599222422E-3,-1.184206456E-3,1.112270355E-2,1.129930934E-2
8.755114580E-1,6.284981966E-3,3.521639854E-3,6.283760071E-3,9.559737768E-3
8.805319790E-1,1.568017900E-2,-1.555421948E-2,6.233215332E-3,2.294895925E-2
8.855525000E-1,6.003111601E-3,-1.072862372E-2,-1.755905151E-2,2.143504154E-2
8.905730210E-1,1.065216959E-2,-1.069173217E-2,-3.165245056E-3,1.542078564E-2
8.955935420E-1,1.016989350E-3,-1.158144325E-3,-3.136634827E-3,3.494859604E-3
9.006140620E-1,9.590983391E-4,-1.069801301E-2,-3.108978271E-3,1.118181997E-2
9.056345830E-1,9.535551071E-4,-1.546173915E-2,-3.082275391E-3,1.579477972E-2
9.106551040E-1,-8.549213409E-3,-1.190517098E-3,-2.679824829E-2,2.815408483E-2
9.156756250E-1,-8.475795388E-3,3.516633064E-3,-1.232910156E-2,1.536920821E-2
9.206960940E-1,-3.654211760E-3,-6.165906787E-3,2.019882202E-3,7.446582720E-3
9.257165620E-1,-1.311804354E-2,-1.471646130E-3,6.752967834E-3,1.482738626E-2
9.307370310E-1,-1.300598681E-2,7.983852178E-3,1.144504547E-2,1.907581333E-2
9.357575000E-1,1.350358129E-3,-1.632191241E-3,1.134967804E-2,1.154567915E-2
9.407779690E-1,-3.458529711E-3,-6.420854479E-3,1.125717163E-2,1.341315448E-2
9.457984370E-1,-1.772436500E-2,-1.591810957E-2,1.591396332E-2,2.864949485E-2
9.508189060E-1,-1.282571256E-2,-1.583797112E-2,1.535415649E-3,2.043765479E-2
9.558393750E-1,-1.276823878E-2,-6.209641695E-3,1.102066040E-2,1.797338386E-2
9.608598440E-1,-1.271097362E-2,-6.159793586E-3,6.181716919E-3,1.541835048E-2
9.658803120E-1,-2.209930122E-2,-1.361858100E-3,6.130218506E-3,2.297418879E-2
9.709007810E-1,-1.246699691E-2,-1.095439494E-2,-8.164405823E-3,1.849546709E-2
9.759212500E-1,-2.660585940E-2,-1.091687381E-2,1.400947571E-3,2.879257790E-2
9.809417190E-1,-2.163262665E-2,-6.132405251E-3,6.137847900E-3,2.330772634E-2
9.859621870E-1,-1.675270498E-2,-1.088481024E-2,-3.408432007E-3,2.026695899E-2
9.909826560E-1,-1.666195691E-2,-2.034610882E-2,-2.237224579E-2,3.452683498E-2
9.960031250E-1,-2.137260139E-2,-1.542995125E-2,-7.937431335E-3,2.752951692E-2
1.001023594E0,-1.654727757E-2,-2.010238916E-2,6.377220154E-3,2.680648022E-2
1.006044062E0,-2.265423536E-3,-1.523764431E-2,6.326675415E-3,1.665367136E-2
1.011064531E0,-7.096320391E-3,-1.046655327E-2,-3.220558167E-3,1.304908025E-2
1.016085000E0,-2.389684319E-3,-1.987822354E-2,-3.190994263E-3,2.027404268E-2
1.021105469E0,-1.676815748E-2,-5.520828068E-3,1.108455658E-2,2.084509637E-2
1.026125937E0,-1.672942936E-2,-8.319430053E-4,1.574325562E-2,2.298730157E-2
1.031146406E0,-2.445504069E-3,-1.037577912E-2,1.086616516E-2,1.522205071E-2
1.036166875E0,-1.202315092E-2,-1.514344290E-2,-3.466606140E-3,1.964427090E-2
1.041187344E0,-7.275432348E-3,-1.037438586E-2,1.313209534E-3,1.273908620E-2
1.046207812E0,-2.567589283E-3,8.653551340E-3,1.080226898E-2,1.407712615E-2
1.051228281E0,-7.395401597E-3,-1.022435725E-3,1.546382904E-2,1.717170196E-2
1.056248750E0,-7.486358285E-3,-1.068923622E-3,5.842208862E-3,9.556126960E-3
1.061269219E0,-7.576838136E-3,3.634713590E-3,-3.699302673E-3,9.181745982E-3
1.066289687E0,-1.236322522E-2,-1.197837293E-3,5.831718445E-3,1.372199301E-2
1.071310156E0,-2.864181995E-3,-1.241620630E-3,5.785942078E-3,6.574365826E-3
1.076330625E0,-2.941310406E-3,8.160088211E-3,5.740165710E-3,1.040133880E-2
1.081351094E0,-3.069669008E-3,-1.458678395E-3,1.519298553E-2,1.556847520E-2
1.086371562E0,-1.269398630E-2,-6.248794496E-3,8.249282837E-4,1.417269302E-2
1.091392031E0,-7.992848754E-3,-6.197370589E-3,1.031875610E-2,1.444886712E-2
1.096412500E0,-1.752425730E-2,-1.450993121E-3,1.023578644E-2,2.034640752E-2
1.101432969E0,-3.233447671E-3,-1.099092141E-2,6.561279297E-4,1.147545385E-2
1.106453437E0,1.441255212E-3,-6.205845624E-3,5.401611328E-3,8.352672712E-3
1.111473906E0,1.077307761E-2,-6.154779345E-3,1.010894775E-2,1.600410368E-2
1.116494375E0,1.033425331E-3,-1.565425843E-2,5.279541016E-3,1.655286465E-2
1.121514844E0,1.042078435E-2,-6.132449955E-3,1.473522186E-2,1.906112411E-2
1.126535312E0,1.503302157E-2,-6.133865565E-3,-4.379272461E-3,1.681648214E-2
1.131555781E0,-4.135370255E-3,-6.136521697E-3,9.904861450E-3,1.236383703E-2
1.136576250E0,1.479205489E-2,-1.093953475E-2,3.280639648E-4,1.840070473E-2
1.141596719E0,3.222823143E-4,-1.090214401E-2,3.280639648E-4,1.091183926E-2
1.146617187E0,-4.529908299E-3,-1.566543803E-2,9.824752808E-3,1.903816655E-2
1.151637656E0,1.553148031E-4,-1.084017009E-2,2.489089966E-4,1.084413970E-2
1.156658125E0,-9.340241551E-3,-1.306604594E-3,9.743690491E-3,1.356048790E-2
1.161678594E0,-1.406006515E-2,-1.084649563E-2,1.678466797E-4,1.775838033E-2
1.166699062E0,-9.244382381E-3,-1.560648903E-2,1.688003540E-4,1.813972434E-2
1.171719531E0,-9.216472507E-3,-1.083358750E-2,-4.579544067E-3,1.494263054E-2
1.176740000E0,-4.440024495E-3,-1.353204250E-3,9.705543518E-3,1.075837136E-2
1.181760469E0,-4.400283098E-3,-6.196077913E-3,4.877090454E-3,9.029943751E-3
1.186780937E0,3.354549408E-4,3.300033510E-3,-4.658699036E-3,5.718935905E-3
1.191801406E0,-9.161591530E-3,3.218755126E-3,4.877090454E-3,1.086651532E-2
1.196821875E0,-9.082794189E-3,3.139410168E-3,8.773803711E-5,9.610449753E-3
1.201842344E0,-4.255875945E-3,3.059472889E-3,-4.661560059E-3,7.014484771E-3
1.206862812E0,-1.371498406E-2,-1.767043024E-3,1.437091827E-2,1.994358345E-2
1.211883281E0,-1.359796524E-2,-6.554596126E-3,4.754066467E-3,1.582619781E-2
1.216903750E0,-1.348219812E-2,-1.135287806E-2,1.421260834E-2,2.264190235E-2
1.221924219E0,-1.816749573E-2,-6.615415215E-3,9.347915649E-3,2.147568733E-2
1.226944687E0,-1.801308990E-2,-1.136381552E-2,4.521369934E-3,2.177270072E-2
1.231965156E0,-2.260874212E-2,-6.522513926E-3,-2.651214600E-4,2.353229053E-2
1.236985625E0,-2.241788805E-2,-2.071430907E-2,-2.632141113E-4,3.052398379E-2
1.242006094E0,-1.273134351E-2,-1.109846681E-2,-2.613067627E-4,1.689175403E-2
1.247026562E0,-3.125488758E-3,-6.311248988E-3,4.488945007E-3,8.351716652E-3
1.252047031E0,-1.739411056E-2,-6.364304572E-3,-2.946853638E-4,1.852420833E-2
1.257067500E0,-2.209867537E-2,-1.616537571E-3,9.207725525E-3,2.399472559E-2
1.262087969E0,-2.671216428E-2,-6.457220763E-3,-3.643035889E-4,2.748396146E-2
1.267108437E0,-2.659085393E-2,-1.120444015E-2,-5.106925964E-3,2.930347564E-2
1.272128906E0,-3.116719425E-2,-6.415095180E-3,-3.137588501E-4,3.182209748E-2
1.277149375E0,-2.151121199E-2,-1.116515324E-2,-5.056381226E-3,2.475802656E-2
1.282169844E0,-2.618145943E-2,-1.112588122E-2,-5.011558533E-3,2.888545949E-2
1.287190312E0,-2.131579816E-2,-6.338432431E-3,4.529953003E-3,2.269492127E-2
1.292210781E0,-1.643881202E-2,-1.642752439E-3,-9.751319885E-3,1.918388427E-2
1.297231250E0,-6.906092167E-3,-1.123047248E-2,4.578590393E-3,1.395640036E-2
1.302251719E0,-1.169836521E-2,-1.744281501E-3,-2.050399780E-4,1.182946778E-2
1.307272187E0,-7.005527616E-3,-1.602777466E-2,9.297370911E-3,1.980929286E-2
1.312292656E0,-2.351835370E-3,-6.449740380E-3,-2.737045288E-4,6.870603667E-3
1.317313125E0,-7.130458951E-3,-1.698777080E-3,-2.698898315E-4,7.334993452E-3
1.322333594E0,-2.423837781E-3,-1.789022237E-3,-2.651214600E-4,3.024215525E-3
1.327354062E0,-1.680205762E-2,-1.931637526E-3,9.239196777E-3,1.927182194E-2
1.332374531E0,-1.681493223E-2,2.727307379E-3,-3.309249878E-4,1.703788903E-2
1.337395000E0,2.166017890E-3,-2.096444368E-3,-5.072593689E-3,5.900671082E-3
1.342415469E0,-2.805575728E-3,2.616994083E-3,-5.024909973E-3,6.322154177E-3
1.347435937E0,-1.243239641E-2,-6.954342127E-3,-9.727478027E-3,1.724967199E-2
1.352456406E0,-1.717858016E-2,-1.174929366E-2,-1.468658447E-4,2.081276261E-2
1.357476875E0,-7.639423013E-3,-2.311900258E-3,-1.430511475E-4,7.982864799E-3
1.362497344E0,1.820221543E-3,2.350211143E-3,1.410675049E-2,1.441655674E-2
1.367517812E0,-7.792949677E-3,-1.202052459E-2,1.399230957E-2,2.002517923E-2
1.372538281E0,-3.132417798E-3,-2.147112414E-2,9.131431580E-3,2.354154319E-2
1.377558750E0,-1.275622845E-2,2.396527678E-3,9.058952332E-3,1.582811822E-2
1.382579219E0,-1.280310750E-2,-2.476342022E-3,-5.092620850E-4,1.305033254E-2
1.387599687E0,-1.279743016E-2,-7.309861481E-3,4.246711731E-3,1.533762870E-2
1.392620156E0,-1.279179752E-2,-2.554219216E-3,-1.003170013E-2,1.645567158E-2
1.397640625E0,1.459300518E-3,-7.335212082E-3,-4.482269287E-4,7.492382910E-3
1.402661094E0,-3.402367234E-3,-7.327858359E-3,-5.189895630E-3,9.602532352E-3
1.407681562E0,-3.474727273E-3,-7.373694330E-3,-5.144119263E-3,9.638830878E-3
1.412702031E0,-3.598377109E-3,6.878230721E-3,9.147644043E-3,1.199740669E-2
1.417722500E0,-1.791520417E-2,6.768386811E-3,1.382255554E-2,2.361839626E-2
1.422742969E0,-3.570124507E-3,1.140920445E-2,-5.359649658E-4,1.196674533E-2
1.427763437E0,-3.641963005E-3,1.713976264E-3,1.371669769E-2,1.429508324E-2
1.432783906E0,-8.461698890E-3,-7.848583162E-3,8.856773376E-3,1.454795657E-2
1.437804375E0,1.056075096E-3,-7.834456861E-3,-5.460739136E-3,9.608000876E-3
1.442824844E0,-1.799617708E-2,-1.257020235E-2,-1.965904236E-2,2.946778449E-2
1.447845312E0,-1.789535582E-2,-1.262298226E-2,4.249572754E-3,2.230789792E-2
1.452865781E0,-1.304687560E-2,-1.737193763E-2,-5.321502686E-4,2.173219648E-2
1.457886250E0,-3.490582108E-3,-7.782697678E-3,-5.274772644E-3,1.002884704E-2
1.462906719E0,5.934476852E-3,-3.023114055E-3,-9.976387024E-3,1.199522956E-2
1.467927187E0,-8.409321308E-3,-7.801447064E-3,4.354476929E-3,1.226950408E-2
1.472947656E0,-3.588303924E-3,-3.092333674E-3,1.381587982E-2,1.460537531E-2
1.477968125E0,-3.556534648E-3,-3.220349550E-3,2.319908142E-2,2.369001833E-2
1.482988594E0,-3.576338291E-3,-8.046422154E-3,4.014015198E-3,9.677159865E-3
1.488009062E0,1.539829373E-2,-1.753014326E-2,8.730888367E-3,2.491268320E-2
1.493029531E0,9.750425816E-4,-7.939588279E-3,3.911972046E-3,8.904565984E-3
1.498050000E0,-8.527636528E-3,-1.742295176E-2,8.627891541E-3,2.123017534E-2
1.503070469E0,-1.325482130E-2,-7.883921266E-3,-9.393692017E-4,1.545085489E-2
1.508090937E0,-8.445277810E-3,-7.870748639E-3,3.818511963E-3,1.215945867E-2
1.513111406E0,-3.675848246E-3,-1.260618865E-2,3.788948059E-3,1.366689358E-2
1.518131875E0,-3.694370389E-3,-7.806412876E-3,-9.889602661E-4,8.692899227E-3
1.523152344E0,-1.320974529E-2,-7.795136422E-3,3.769874573E-3,1.579472940E-2
1.528172812E0,-3.652080894E-3,-3.086082637E-3,-1.008033752E-3,4.886484722E-3
1.533193281E0,-3.671094775E-3,-7.913276553E-3,3.750801086E-3,9.495545874E-3
1.538213750E0,-8.438140154E-3,-3.204487264E-3,-5.775451660E-3,1.071572628E-2
1.543234219E0,-1.316490769E-2,-1.273106784E-2,-1.047420502E-2,2.109748453E-2
1.548254687E0,-8.407413960E-3,-3.234874457E-3,-5.635261536E-3,1.062568562E-2
1.553275156E0,-1.793541014E-2,-1.275869831E-2,-8.373260498E-4,2.202644852E-2
1.558295625E0,-1.308690012E-2,-3.259778023E-3,3.919601440E-3,1.404479914E-2
1.563316094E0,-8.278459311E-3,-1.283527538E-2,3.889083862E-3,1.576077904E-2
1.568336562E0,-1.295556128E-2,-3.283835948E-3,8.605003357E-3,1.589579282E-2
1.573357031E0,-8.148223162E-3,6.186749786E-3,8.535385132E-3,1.332374621E-2
