"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.387474130E-1,-1.131260321E-1,2.723404467E-1,9.747393608E0,9.751853617E0
1.412680380E-1,-1.131260321E-1,2.819172442E-1,9.766547203E0,9.771270086E0
1.437886630E-1,-1.370680481E-1,2.771288455E-1,9.800065994E0,9.804941690E0
1.463092880E-1,-1.370680481E-1,2.867056429E-1,9.847949982E0,9.853075998E0
1.488299130E-1,-1.418564469E-1,2.819172442E-1,9.867103577E0,9.872149390E0
1.513505900E-1,-1.322796494E-1,2.819172442E-1,9.876680374E0,9.881588458E0
1.538713190E-1,-1.418564469E-1,2.819172442E-1,9.862315178E0,9.867363440E0
1.563921010E-1,-1.370680481E-1,2.819172442E-1,9.838373184E0,9.843365882E0
1.589129340E-1,-1.466448605E-1,2.675520480E-1,9.814431190E0,9.819172491E0
1.614338190E-1,-1.322796494E-1,2.723404467E-1,9.809642792E0,9.814313981E0
1.639547570E-1,-1.274912357E-1,2.579752207E-1,9.809642792E0,9.813862488E0
1.664756940E-1,-1.179144308E-1,2.483984232E-1,9.814431190E0,9.818282191E0
1.689966320E-1,-9.876082093E-2,2.483984232E-1,9.814431190E0,9.818070843E0
1.715174650E-1,-9.876082093E-2,2.388216257E-1,9.819219589E0,9.822619957E0
1.740377780E-1,-9.397241473E-2,2.244564146E-1,9.833584785E0,9.836595002E0
1.765580900E-1,-9.876082093E-2,2.148796022E-1,9.824007988E0,9.826854018E0
1.790784030E-1,-8.918401599E-2,2.244564146E-1,9.804854393E0,9.807828717E0
1.815987150E-1,-9.876082093E-2,2.292448133E-1,9.785700798E0,9.788883848E0
1.841190800E-1,-1.035492271E-1,2.244564146E-1,9.756970406E0,9.760101158E0
1.866394960E-1,-1.035492271E-1,2.340332121E-1,9.761758804E0,9.765112848E0
1.891599650E-1,-1.083376259E-1,2.292448133E-1,9.766547203E0,9.769837997E0
1.916804860E-1,-1.083376259E-1,2.196680009E-1,9.780912399E0,9.783978661E0
1.942010590E-1,-9.397241473E-2,2.292448133E-1,9.776124001E0,9.779262982E0
1.967216840E-1,-8.918401599E-2,2.244564146E-1,9.766547203E0,9.769533189E0
1.992424130E-1,-9.397241473E-2,2.340332121E-1,9.756970406E0,9.760229191E0
2.017632460E-1,-7.960720360E-2,2.196680009E-1,9.747393608E0,9.750193510E0
2.042841840E-1,-9.397241473E-2,2.100912035E-1,9.713874817E0,9.716600902E0
2.068052260E-1,-9.397241473E-2,2.100912035E-1,9.728240013E0,9.730962074E0
2.093263190E-1,-7.960720360E-2,1.957259923E-1,9.742605209E0,9.744896215E0
2.118474650E-1,-8.439560980E-2,1.909375787E-1,9.766547203E0,9.768778022E0
2.143686630E-1,-8.439560980E-2,2.005143911E-1,9.756970406E0,9.759395480E0
2.168898610E-1,-7.960720360E-2,2.005143911E-1,9.776124001E0,9.778504170E0
2.194110590E-1,-9.397241473E-2,2.005143911E-1,9.771335602E0,9.773844498E0
2.219319960E-1,-9.397241473E-2,1.861491799E-1,9.780912399E0,9.783134963E0
2.244528820E-1,-8.918401599E-2,1.622071713E-1,9.771335602E0,9.773088785E0
2.269737670E-1,-9.876082093E-2,1.765723825E-1,9.766547203E0,9.768642474E0
2.294946530E-1,-1.035492271E-1,1.909375787E-1,9.766547203E0,9.768962272E0
2.320153820E-1,-7.481880486E-2,1.861491799E-1,9.780912399E0,9.782969730E0
2.345361110E-1,-8.918401599E-2,1.813607812E-1,9.795277596E0,9.797362334E0
2.370568400E-1,-9.397241473E-2,1.909375787E-1,9.800065994E0,9.802376317E0
2.395774130E-1,-1.035492271E-1,1.957259923E-1,9.814431190E0,9.816928781E0
2.420978820E-1,-1.131260321E-1,1.813607812E-1,9.800065994E0,9.802396785E0
2.446183510E-1,-1.179144308E-1,1.813607812E-1,9.795277596E0,9.797665983E0
2.471388190E-1,-1.035492271E-1,1.765723825E-1,9.809642792E0,9.811778226E0
2.496593400E-1,-1.035492271E-1,1.957259923E-1,9.800065994E0,9.802567245E0
2.521799130E-1,-1.083376259E-1,2.005143911E-1,9.804854393E0,9.807502879E0
2.547004860E-1,-1.083376259E-1,2.005143911E-1,9.804854393E0,9.807502879E0
2.572211110E-1,-1.083376259E-1,1.909375787E-1,9.824007988E0,9.826460561E0
2.597417880E-1,-1.035492271E-1,2.100912035E-1,9.824007988E0,9.826799769E0
2.622624650E-1,-1.035492271E-1,1.765723825E-1,9.819219589E0,9.821352941E0
2.647831420E-1,-1.035492271E-1,1.909375787E-1,9.809642792E0,9.812047253E0
2.673038190E-1,-9.397241473E-2,1.669955701E-1,9.804854393E0,9.806726671E0
2.698244440E-1,-9.397241473E-2,1.526303589E-1,9.809642792E0,9.811280168E0
2.723446010E-1,-8.918401599E-2,1.669955701E-1,9.785700798E0,9.787531937E0
2.748647570E-1,-7.960720360E-2,2.005143911E-1,9.761758804E0,9.764142475E0
2.773849130E-1,-9.876082093E-2,1.861491799E-1,9.780912399E0,9.783182130E0
2.799050690E-1,-9.397241473E-2,1.717839688E-1,9.752182007E0,9.754147551E0
2.824252780E-1,-9.397241473E-2,1.574187577E-1,9.709086418E0,9.710817193E0
2.849455380E-1,-8.918401599E-2,1.478419602E-1,9.685144424E0,9.686683310E0
2.874658510E-1,-9.397241473E-2,1.286883354E-1,9.675567627E0,9.676879683E0
2.899862150E-1,-7.481880486E-2,1.382651478E-1,9.685144424E0,9.686420269E0
2.925066320E-1,-7.003039867E-2,1.478419602E-1,9.723451614E0,9.724827649E0
2.950271010E-1,-9.397241473E-2,1.526303589E-1,9.761758804E0,9.763404211E0
2.975476210E-1,-7.960720360E-2,1.622071713E-1,9.780912399E0,9.782581246E0
3.000681940E-1,-9.876082093E-2,1.526303589E-1,9.776124001E0,9.777814183E0
3.025888190E-1,-1.131260321E-1,1.717839688E-1,9.776124001E0,9.778287565E0
3.051094960E-1,-1.083376259E-1,1.574187577E-1,9.752182007E0,9.754054111E0
3.076302260E-1,-1.083376259E-1,1.478419602E-1,9.622895241E0,9.624640622E0
3.101510070E-1,-4.608838260E-2,1.957259923E-1,9.158419609E0,9.160626755E0
3.126717880E-1,9.277531505E-2,2.436100245E-1,8.789712906E0,8.793577547E0
3.151925690E-1,5.446808785E-2,1.861491799E-1,9.302072525E0,9.304094343E0
3.177133510E-1,-2.328361124E-1,1.526303589E-1,1.003948593E1,1.004334538E1
3.202340280E-1,-4.100070298E-1,2.675520480E-1,1.037467480E1,1.038622005E1
3.227547050E-1,-4.866214991E-1,1.909375787E-1,1.012088871E1,1.013437940E1
3.252752260E-1,-5.536591411E-1,2.196680009E-1,9.871891975E0,9.889845482E0
3.277957460E-1,-5.632359385E-1,1.622071713E-1,9.627683640E0,9.645508704E0
3.303162670E-1,-5.392939448E-1,1.574187577E-1,9.800065994E0,9.816155669E0
3.328367880E-1,-4.578910768E-1,2.100912035E-1,1.013525391E1,1.014776696E1
3.353573090E-1,-4.195838571E-1,2.196680009E-1,1.004906273E1,1.006021701E1
3.378778300E-1,-3.142389655E-1,1.957259923E-1,1.007779312E1,1.008459067E1
3.403983510E-1,-4.100070298E-1,3.202244639E-1,1.005385113E1,1.006730212E1
3.429188710E-1,-1.013345838E0,7.128735781E-1,9.665990829E0,9.745072459E0
3.454393920E-1,-2.181716204E0,1.105522633E0,9.570222855E0,9.877815111E0
3.479599130E-1,-2.852092743E0,1.282693505E0,9.694721222E0,1.018662629E1
3.504804340E-1,-3.326144695E0,1.397615194E0,9.742605209E0,1.038917336E1
3.530005900E-1,-3.522469282E0,1.397615194E0,1.001554394E1,1.070851243E1
3.555206420E-1,-3.766677856E0,1.550844193E0,1.023581123E1,1.101656986E1
3.580406940E-1,-3.206434727E0,1.253963113E0,1.023581123E1,1.079932770E1
3.605607460E-1,-2.641402960E0,8.086416125E-1,1.051353836E1,1.087039096E1
3.630808510E-1,-2.358887196E0,5.404910445E-1,1.040340519E1,1.068116655E1
3.656010070E-1,-2.129043818E0,2.914940715E-1,1.025017643E1,1.047300879E1
3.681212670E-1,-2.152985811E0,2.053027898E-1,1.020229244E1,1.042901089E1
3.706416320E-1,-2.239177227E0,1.957259923E-1,1.002512074E1,1.027400940E1
3.731621010E-1,-2.095525026E0,1.717839688E-1,9.900622368E0,1.012141582E1
3.756826730E-1,-1.798644066E0,1.430535465E-1,9.867103577E0,1.003071871E1
3.782032980E-1,-1.664568782E0,1.334767491E-1,9.790489197E0,9.931882197E0
3.807239760E-1,-1.554435492E0,2.531868219E-1,9.694721222E0,9.821812095E0
3.832447050E-1,-1.434725404E0,3.872621357E-1,9.852738380E0,9.964178970E0
3.857654860E-1,-1.425148606E0,5.165489912E-1,9.685144424E0,9.803055337E0
3.882863190E-1,-1.391629696E0,6.123170853E-1,9.728240013E0,9.846330239E0
3.908071530E-1,-1.286284804E0,7.320271730E-1,9.910199165E0,1.002010179E1
3.933279860E-1,-1.396418095E0,9.331400990E-1,9.819219589E0,9.961817469E0
3.958488190E-1,-1.640626669E0,1.234809518E0,9.469666481E0,9.689736512E0
3.983693400E-1,-1.731606364E0,1.474229693E0,9.857526779E0,1.011645432E1
4.008898090E-1,-1.793855667E0,1.574786186E0,9.756970406E0,1.004471708E1
4.034101730E-1,-1.779490471E0,1.584362984E0,9.613318443E0,9.904175074E0
4.059305380E-1,-1.688510776E0,1.560420990E0,9.900622368E0,1.016406934E1
4.084509030E-1,-1.836951256E0,1.660977483E0,9.881468773E0,1.018708306E1
4.109712670E-1,-2.085948229E0,1.790264368E0,9.689932823E0,1.007228994E1
4.134916320E-1,-2.311003208E0,1.943493247E0,9.771335602E0,1.022726265E1
4.160119960E-1,-2.478597403E0,2.020107746E0,9.479243279E0,1.000401587E1
4.185323610E-1,-2.502539396E0,1.962646842E0,9.575011253E0,1.008937692E1
4.210527260E-1,-2.512116194E0,1.871667147E0,9.914987564E0,1.039811733E1
4.235730900E-1,-2.531269789E0,1.761533856E0,1.010173512E1,1.056197806E1
4.260935070E-1,-2.665344954E0,1.708861470E0,9.737816811E0,1.023959704E1
4.286139760E-1,-2.674921751E0,1.589151382E0,9.814431190E0,1.029580828E1
4.311344960E-1,-2.627037764E0,1.421557307E0,1.014004230E1,1.057083774E1
4.336550690E-1,-2.727594376E0,1.344942808E0,9.852738380E0,1.031140610E1
4.361756420E-1,-2.579153776E0,1.153406620E0,9.479243279E0,9.891331264E0
4.386962150E-1,-2.722805977E0,1.162983418E0,9.608530045E0,1.005435490E1
4.412167880E-1,-2.679710150E0,1.076792240E0,9.579799652E0,1.000564288E1
4.437373610E-1,-2.555211782E0,9.810241461E-1,9.460089684E0,9.848086741E0
4.462579340E-1,-2.363675594E0,8.756792545E-1,9.728240013E0,1.004949900E1
4.487785070E-1,-2.148197412E0,8.182184100E-1,9.694721222E0,9.963526136E0
4.512990800E-1,-2.062006235E0,8.373720646E-1,9.469666481E0,9.727674180E0
4.538196530E-1,-1.851316452E0,7.942764163E-1,9.594164848E0,9.803379354E0
4.563402260E-1,-9.463081956E-1,6.314706802E-1,9.091382027E0,9.162285827E0
4.588607980E-1,-3.525462151E-1,4.973953962E-1,7.994838238E0,8.018050228E0
4.613813710E-1,-5.566519126E-2,3.298012912E-1,6.979696274E0,6.987705459E0
4.639019440E-1,-6.524199992E-2,1.909375787E-1,7.913434982E0,7.916007005E0
4.664225170E-1,-2.902969420E-1,9.995792061E-2,8.818443298E0,8.823786382E0
4.689430900E-1,2.029085904E-1,-2.160767019E-1,9.828796387E0,9.833264943E0
4.714636630E-1,4.231751561E-1,-4.938040972E-1,1.165317822E1,1.167131022E1
4.739842360E-1,7.344213724E-1,-7.571662664E-1,1.308012199E1,1.312258614E1
4.765048090E-1,1.208473325E0,-9.774328470E-1,1.242411137E1,1.252095547E1
4.790253820E-1,1.548449993E0,-1.082777739E0,1.092534065E1,1.108752332E1
4.815459550E-1,1.265934110E0,-1.063624144E0,9.445724487E0,9.589348079E0
4.840665280E-1,1.294664621E0,-1.092354536E0,9.100958824E0,9.257259121E0
4.865871010E-1,1.672948480E0,-1.192911029E0,1.001554394E1,1.022413389E1
4.891076210E-1,1.644217968E0,-1.173757434E0,9.536704063E0,9.748327222E0
4.916280380E-1,1.840542555E0,-1.221641421E0,9.139266014E0,9.402456484E0
4.941484550E-1,2.233191729E0,-1.288679123E0,9.718663216E0,1.005486220E1
4.966688710E-1,2.391208887E0,-1.298255920E0,9.800065994E0,1.017077391E1
4.991892880E-1,2.506130695E0,-1.259948611E0,9.522338867E0,9.926887683E0
5.017097050E-1,2.601898670E0,-1.255160213E0,1.018792725E1,1.058957815E1
5.042301210E-1,2.520495892E0,-1.178545833E0,1.051832676E1,1.088012259E1
5.067505380E-1,2.281075716E0,-1.030105233E0,1.003469753E1,1.034212637E1
5.092709550E-1,2.137423515E0,-8.577227592E-1,9.517550468E0,9.792243590E0
5.117913710E-1,2.056020737E0,-6.901286244E-1,9.637260437E0,9.878273509E0
5.143117880E-1,2.017713547E0,-5.512649417E-1,9.790489197E0,1.001143045E1
5.168322570E-1,1.950675845E0,-3.597288132E-1,9.905410767E0,1.010206432E1
5.193527780E-1,1.816600561E0,-1.394622475E-1,9.833584785E0,1.000094381E1
5.218733510E-1,1.610699177E0,7.122749835E-2,9.704298019E0,9.837317990E0
5.243939760E-1,1.467047095E0,2.627636492E-1,9.771335602E0,9.884344761E0
5.269146530E-1,1.376067400E0,4.542997777E-1,9.905410767E0,1.001084973E1
5.294353820E-1,1.270722508E0,6.027402878E-1,9.876680374E0,9.976314287E0
5.319561630E-1,1.194108129E0,7.272387743E-1,9.560646057E0,9.662335302E0
5.344769960E-1,1.151012421E0,8.038532138E-1,9.637260437E0,9.738983433E0
5.369978820E-1,1.174954534E0,9.044097066E-1,9.694721222E0,9.807450976E0
5.395188190E-1,1.208473325E0,9.570821524E-1,9.570222855E0,9.693584451E0
5.420398090E-1,1.289876223E0,9.427168965E-1,9.891045570E0,1.001924540E1
5.445608510E-1,1.390432596E0,9.187749028E-1,1.011610031E1,1.025245998E1
5.470818920E-1,1.433528304E0,9.283517003E-1,9.824007988E0,9.971357642E0
5.496029340E-1,1.457470298E0,9.091981053E-1,9.790489197E0,9.940047262E0
5.521239760E-1,1.534084797E0,8.565256596E-1,9.833584785E0,9.989316398E0
5.546447570E-1,1.601122379E0,7.128735781E-1,9.804854393E0,9.960268635E0
5.571651730E-1,1.625064373E0,6.506243348E-1,9.603741646E0,9.761967007E0
5.596855900E-1,1.672948480E0,5.692214370E-1,9.876680374E0,1.003352305E1
5.622060070E-1,1.730409265E0,4.159925580E-1,9.986813545E0,1.014415156E1
5.647264230E-1,1.730409265E0,2.292448133E-1,9.919775963E0,1.007218073E1
5.672468400E-1,1.653794765E0,1.286883354E-1,9.924564362E0,1.006223512E1
5.697672570E-1,1.548449993E0,5.686229095E-2,1.002512074E1,1.014415972E1
5.722876730E-1,1.438316703E0,-6.763619930E-2,9.900622368E0,1.000478150E1
5.748080900E-1,1.261145711E0,-1.346738487E-1,9.464878082E0,9.549478659E0
5.773285070E-1,1.151012421E0,-2.495955229E-1,9.656414032E0,9.727973040E0
5.798489230E-1,1.055244446E0,-3.884592354E-1,1.002033234E1,1.008322873E1
5.823693400E-1,8.684966564E-1,-4.554968774E-1,9.900622368E0,9.949074687E0
5.848897570E-1,7.583633661E-1,-5.560533404E-1,9.656414032E0,9.702094736E0
5.874101730E-1,6.865373254E-1,-6.135141850E-1,9.924564362E0,9.967181694E0
5.899305900E-1,5.907692909E-1,-6.470330358E-1,1.019750404E1,1.023507444E1
5.924510070E-1,4.423287511E-1,-6.278793812E-1,9.862315178E0,9.892176096E0
5.949714230E-1,3.513490856E-1,-6.135141850E-1,9.484031677E0,9.510347138E0
5.974918400E-1,3.082534671E-1,-6.135141850E-1,9.886257172E0,9.910070672E0
6.000122570E-1,2.460042238E-1,-5.847837925E-1,9.843161583E0,9.863585561E0
6.025326730E-1,2.364274114E-1,-5.608417392E-1,9.723451614E0,9.742481854E0
6.050531420E-1,2.603694201E-1,-5.704185367E-1,9.953294754E0,9.973025920E0
6.075736630E-1,2.890998423E-1,-5.464765429E-1,9.948506355E0,9.967697529E0
6.100942360E-1,1.885433793E-1,-4.363432527E-1,9.665990829E0,9.677671350E0
6.126149130E-1,1.550245583E-1,-3.693056107E-1,9.814431190E0,9.822600411E0
6.151356940E-1,1.358709484E-1,-2.687491477E-1,9.819219589E0,9.823836336E0
6.176565800E-1,1.310825497E-1,-1.873462796E-1,9.713874817E0,9.716565505E0
6.201775170E-1,1.262941360E-1,-1.394622475E-1,9.565434456E0,9.567284686E0
6.226985590E-1,1.215057373E-1,-1.250970364E-1,9.776124001E0,9.777679346E0
6.252196530E-1,7.841010392E-2,-9.157821536E-2,9.929352760E0,9.930084640E0
6.277407980E-1,-2.693476900E-2,-2.454056777E-2,9.824007988E0,9.824075563E0
6.302619960E-1,-1.035492271E-1,5.686229095E-2,9.809642792E0,9.810354095E0
6.327831940E-1,-1.274912357E-1,8.559270948E-2,9.943717957E0,9.944903565E0
6.353043920E-1,-1.897404790E-1,2.148796022E-1,9.728240013E0,9.732462610E0
6.378255900E-1,-2.232593149E-1,2.867056429E-1,9.680356026E0,9.687173872E0
6.403463190E-1,-2.184709013E-1,3.393780887E-1,9.833584785E0,9.841864496E0
6.428668400E-1,-1.801636815E-1,3.250128925E-1,9.747393608E0,9.754474588E0
6.453873610E-1,-1.657984704E-1,2.819172442E-1,9.761758804E0,9.767236120E0
6.479076730E-1,-1.466448605E-1,2.340332121E-1,9.886257172E0,9.890114111E0
6.504278300E-1,-7.481880486E-2,1.191115379E-1,9.919775963E0,9.920773184E0
6.529479860E-1,-7.960720360E-2,6.643909961E-2,9.914987564E0,9.915529732E0
6.554681420E-1,-1.179144308E-1,7.122749835E-2,9.843161583E0,9.844125513E0
6.579882980E-1,-2.136825025E-1,9.516951442E-2,9.833584785E0,9.836366564E0
6.605085070E-1,-2.472013235E-1,6.165069342E-2,1.004427433E1,1.004750497E1
6.630287670E-1,-2.472013235E-1,8.080431074E-2,1.001075554E1,1.001413323E1
6.655491320E-1,-3.525462151E-1,1.430535465E-1,9.761758804E0,9.769170287E0
6.680696010E-1,-3.190273643E-1,1.382651478E-1,1.003948593E1,1.004550514E1
6.705901210E-1,-2.998737693E-1,1.238999367E-1,1.024059963E1,1.024573845E1
6.731106940E-1,-3.429693878E-1,1.478419602E-1,9.876680374E0,9.883739194E0
6.756313190E-1,-3.190273643E-1,1.047463268E-1,1.007779312E1,1.008338556E1
6.781520480E-1,-3.860650361E-1,1.047463268E-1,1.023581123E1,1.024362483E1
6.806728300E-1,-4.866214991E-1,1.286883354E-1,1.002990913E1,1.004253147E1
6.831936630E-1,-4.914098978E-1,2.148796022E-1,9.934141159E0,9.948608822E0
6.857145480E-1,-4.291606545E-1,3.202244639E-1,9.675567627E0,9.690373134E0
6.882354860E-1,-4.578910768E-1,4.159925580E-1,9.776124001E0,9.795678359E0
6.907564760E-1,-4.722562730E-1,5.357026458E-1,1.006342793E1,1.008873555E1
6.932775170E-1,-5.440823436E-1,6.458359361E-1,1.038903999E1,1.042330474E1
6.957986110E-1,-6.542156339E-1,8.565256596E-1,1.048959637E1,1.054482177E1
6.983197050E-1,-7.930793166E-1,1.100734234E0,1.071465111E1,1.080020088E1
7.008407980E-1,-9.846154451E-1,1.359308004E0,1.109772301E1,1.122393165E1
7.033618920E-1,-1.190516829E0,1.589151382E0,1.169627380E1,1.186362311E1
7.058829340E-1,-1.463455796E0,1.799841166E0,1.215596104E1,1.237531898E1
7.084035590E-1,-1.722029567E0,2.005742550E0,1.295083523E1,1.321788645E1
7.109241840E-1,-1.971026540E0,2.226009130E0,1.362600040E1,1.394661067E1
7.134448090E-1,-2.258330822E0,2.451063871E0,1.423412800E1,1.461910298E1
7.159654340E-1,-2.598307371E0,2.676118851E0,1.471296787E1,1.517841352E1
7.184860590E-1,-2.933495522E0,2.920327425E0,1.513434792E1,1.569019423E1
7.210066840E-1,-3.302202702E0,3.154959202E0,1.548390102E1,1.614340426E1
7.235273090E-1,-3.661332846E0,3.346495390E0,1.579993534E1,1.656026408E1
7.260479340E-1,-4.034828186E0,3.442263603E0,1.612075806E1,1.697079425E1
7.285685590E-1,-4.403535366E0,3.466205597E0,1.639848518E1,1.732962842E1
7.310891840E-1,-4.748300552E0,3.380014181E0,1.660917664E1,1.760214767E1
7.336098090E-1,-4.997297287E0,3.236362219E0,1.672409821E1,1.775225285E1
7.361304340E-1,-5.145738125E0,3.040037632E0,1.670015526E1,1.773740780E1
7.386509030E-1,-5.241506100E0,2.858078241E0,1.663790703E1,1.767659322E1
7.411713710E-1,-5.294178486E0,2.647388458E0,1.652298355E1,1.755123861E1
7.436917360E-1,-5.313332081E0,2.431910276E0,1.642242813E1,1.743105938E1
7.462121010E-1,-5.275024891E0,2.216432333E0,1.627398682E1,1.725053932E1
7.487324650E-1,-5.169680119E0,2.077568531E0,1.610160446E1,1.703829656E1
7.512528300E-1,-5.016450882E0,2.053626537E0,1.599147129E1,1.688518035E1
7.537731940E-1,-4.863222122E0,2.077568531E0,1.585260773E1,1.671144495E1
7.562935590E-1,-4.676474571E0,2.192490101E0,1.566107178E1,1.649077307E1
7.588139230E-1,-4.441842556E0,2.350507498E0,1.545038223E1,1.624712781E1
7.613342880E-1,-4.216787815E0,2.542043686E0,1.523011589E1,1.600623990E1
7.638547050E-1,-4.001309395E0,2.743156672E0,1.498590660E1,1.575159617E1
7.663751730E-1,-3.785831451E0,2.944269657E0,1.473690987E1,1.549766937E1
7.688956940E-1,-3.503315687E0,3.116652012E0,1.459325790E1,1.532807610E1
7.714163190E-1,-3.201646328E0,3.236362219E0,1.451185513E1,1.520915904E1
7.739369960E-1,-2.832939148E0,3.265092611E0,1.443524075E1,1.506859480E1
7.764577260E-1,-2.521692991E0,3.265092611E0,1.429637718E1,1.487972331E1
7.789785070E-1,-2.291849613E0,3.265092611E0,1.416709042E1,1.471801125E1
7.814993400E-1,-2.023699045E0,3.269881010E0,1.405695629E1,1.457345188E1
7.840202260E-1,-1.755548358E0,3.298611403E0,1.398034191E1,1.447110041E1
7.865411110E-1,-1.453878999E0,3.303399801E0,1.391330433E1,1.437380436E1
7.890619960E-1,-1.128267527E0,3.312976599E0,1.384626675E1,1.428173324E1
7.915828820E-1,-8.361749649E-1,3.289034605E0,1.383190155E1,1.424213600E1
7.941036110E-1,-6.159083843E-1,3.250727415E0,1.382711315E1,1.421744105E1
7.966239760E-1,-4.387374520E-1,3.174112797E0,1.385105515E1,1.421686362E1
7.991443400E-1,-3.333925903E-1,3.073556423E0,1.391330433E1,1.425264667E1
8.016647050E-1,-2.232593149E-1,2.987365246E0,1.405216789E1,1.436793716E1
8.041850690E-1,-1.322796494E-1,2.877231836E0,1.422933960E1,1.451792225E1
8.067053820E-1,-7.003039867E-2,2.762310266E0,1.441129875E1,1.467381321E1
8.092255380E-1,-4.608838260E-2,2.671330452E0,1.465550709E1,1.489704731E1
8.117456940E-1,-2.088941038E-1,2.700061083E0,1.482310104E1,1.506845351E1
8.142658510E-1,-4.914098978E-1,2.795829058E0,1.479437065E1,1.506424730E1
8.167860070E-1,-7.212532759E-1,2.882020235E0,1.478958225E1,1.508502536E1
8.193062150E-1,-8.649053574E-1,2.996942043E0,1.480394745E1,1.512899808E1
8.218264760E-1,-9.319429994E-1,3.107075214E0,1.486140823E1,1.521130793E1
8.243467360E-1,-9.989806414E-1,3.236362219E0,1.495717621E1,1.533587698E1
